ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000169962,TAS1R3,chr1,1266725,+,2299,79.27586207,0.914719562,977.915917
ENSG00000107404,DVL1,chr1,1284492,-,722,5.388059701,0.019705961,85.17346663
ENSG00000162576,MXRA8,chr1,1297157,-,472,36.30769231,0.488958333,63.99542586
ENSG00000175756,AURKAIP1,chr1,1310818,-,634,10.39344262,0.062682016,137.1572385
ENSG00000224870,RP4-758J18.2,chr1,1334909,+,22,0.733333333,0.00838242,19.88014709
ENSG00000242485,MRPL20,chr1,1342693,-,752,12.53333333,0.116676322,417.8156365
ENSG00000235098,ANKRD65,chr1,1356824,-,2453,29.91463415,0.361996535,1108.325578
ENSG00000205116,TMEM88B,chr1,1361507,+,489,8.431034483,0.073995327,251.3795101
ENSG00000215915,ATAD3C,chr1,1385068,+,383,63.83333333,0.694347826,16.13172237
ENSG00000160072,ATAD3B,chr1,1407163,+,8,0.444444444,0.008059701,4.469154072
ENSG00000197785,ATAD3A,chr1,1447522,+,526,21.04,0.192436647,135.5014522
ENSG00000205090,TMEM240,chr1,1475740,-,2165,24.88505747,0.154878505,474.4034705
ENSG00000160075,SSU72,chr1,1510262,-,144,1.777777778,0.035150982,126.6681394
ENSG00000228594,C1orf233,chr1,1535476,-,1085,14.46666667,0.305467512,763.2506943
ENSG00000197530,MIB2,chr1,1551689,+,101,0.691780822,0.007659219,63.32479144
ENSG00000189409,MMP23B,chr1,1567559,+,1420,12.13675214,0.056981802,150.1048043
ENSG00000248333,CDK11B,chr1,1655775,-,5,0.833333333,0.008333333,2.125994713
ENSG00000008128,CDK11A,chr1,1655791,-,5,0.833333333,0.008333333,2.119202404
ENSG00000215790,SLC35E2,chr1,1677438,-,0,NA,NA,0
ENSG00000008130,NADK,chr1,1711508,-,151,1.961038961,0.010515038,37.16717934
ENSG00000078369,GNB1,chr1,1822526,-,316,1.858823529,0.016084769,92.89900456
ENSG00000169885,CALML6,chr1,1846265,+,398,56.85714286,0.490341615,198.3654844
ENSG00000178821,TMEM52,chr1,1850740,-,660,12.22222222,0.085687144,181.1668748
ENSG00000187730,GABRD,chr1,1950767,+,1737,19.73863636,0.212289702,631.5253793
ENSG00000067606,PRKCZ,chr1,1981908,+,2733,20.39552239,0.124837738,468.2099578
ENSG00000162585,C1orf86,chr1,2126214,-,1191,20.89473684,0.352668919,499.6669872
ENSG00000157933,SKI,chr1,2160133,+,726,3.241071429,0.048562723,448.0890958
ENSG00000116151,MORN1,chr1,2322993,-,48,0.685714286,0.008559353,25.1439048
ENSG00000157916,RER1,chr1,2323213,+,48,0.685714286,0.008559353,24.25017425
ENSG00000157911,PEX10,chr1,2344010,-,593,7.906666667,0.136736307,349.0043277
ENSG00000149527,PLCH2,chr1,2407753,+,564,23.5,0.254117647,169.1421495
ENSG00000157881,PANK4,chr1,2458035,-,231,4.714285714,0.012682353,17.5407064
ENSG00000197921,HES5,chr1,2461684,-,836,6.102189781,0.023355593,77.59854508
ENSG00000157873,TNFRSF14,chr1,2487804,+,109,3.892857143,0.012463977,10.49040297
ENSG00000157870,FAM213B,chr1,2517898,+,246,3.514285714,0.013259569,25.23026475
ENSG00000215912,TTC34,chr1,2706230,-,1256,27.30434783,0.297392027,765.2762193
ENSG00000169717,ACTRT2,chr1,2938045,+,413,41.3,0.520803859,181.3539541
ENSG00000130762,ARHGEF16,chr1,3371146,+,531,5.835164835,0.04594997,80.08092598
ENSG00000162591,MEGF6,chr1,3528059,-,194,5.878787879,0.056757322,118.4339962
ENSG00000158109,TPRG1L,chr1,3541555,+,290,2.478632479,0.038792062,174.0324346
ENSG00000116213,WRAP73,chr1,3566671,-,1106,12.15384615,0.137432432,555.5514312
ENSG00000078900,TP73,chr1,3569128,+,1264,7.568862275,0.087629002,603.3647947
ENSG00000162592,CCDC27,chr1,3668964,+,718,89.75,0.791337209,153.5257562
ENSG00000235169,SMIM1,chr1,3689333,+,977,18.43396226,0.185915418,443.4243673
ENSG00000130764,LRRC47,chr1,3713068,-,455,7.711864407,0.019022529,58.58626291
ENSG00000116198,CEP104,chr1,3773797,-,1213,25.27083333,0.190928843,421.1594955
ENSG00000169598,DFFB,chr1,3773844,+,1213,25.27083333,0.190928843,417.4888161
ENSG00000196581,AJAP1,chr1,4715104,+,1080,5.869565217,0.085657153,554.3168577
ENSG00000069424,KCNAB2,chr1,6052357,+,391,3.723809524,0.048121726,236.1434322
ENSG00000116254,CHD5,chr1,6240194,-,672,5.553719008,0.044791374,211.4022757
ENSG00000116251,RPL22,chr1,6259679,-,290,10,0.049705357,65.41803834
ENSG00000158286,RNF207,chr1,6266188,+,401,5.0125,0.014422062,31.35167932
ENSG00000116237,ICMT,chr1,6296044,-,730,8.588235294,0.013322026,59.49364679
ENSG00000173673,HES3,chr1,6304251,+,429,3.63559322,0.03808298,167.465159
ENSG00000158292,GPR153,chr1,6321035,-,933,8.638888889,0.051343349,297.1866496
ENSG00000097021,ACOT7,chr1,6453826,-,125,1.168224299,0.009468124,28.32560765
ENSG00000069812,HES2,chr1,6479979,-,955,10.15957447,0.033151248,125.1984336
ENSG00000187017,ESPN,chr1,6484847,+,172,10.11764706,0.046892857,15.23475077
ENSG00000215788,TNFRSF25,chr1,6526255,-,300,25,0.131578947,6.482815404
ENSG00000171680,PLEKHG5,chr1,6580121,-,100,100,1,1.157890714
ENSG00000162408,NOL9,chr1,6614658,-,232,3.682539683,0.067015776,172.6519266
ENSG00000173662,TAS1R1,chr1,6615337,+,232,3.682539683,0.067015776,159.5977903
ENSG00000204859,ZBTB48,chr1,6640055,+,183,5.083333333,0.044648562,89.26163661
ENSG00000162413,KLHL21,chr1,6662929,-,163,2.859649123,0.01948556,26.00059001
ENSG00000116273,PHF13,chr1,6673755,+,486,1.847908745,0.025889662,266.7164653
ENSG00000041988,THAP3,chr1,6684924,+,235,5,0.040214143,113.8321848
ENSG00000007923,DNAJC11,chr1,6761966,-,224,5.743589744,0.009596503,14.84172595
ENSG00000171735,CAMTA1,chr1,6845383,+,152,0.993464052,0.010505367,51.49783169
ENSG00000049245,VAMP3,chr1,7831328,+,276,5.111111111,0.015238095,39.42490391
ENSG00000049246,PER3,chr1,7844379,+,2289,20.80909091,0.102261493,399.4700069
ENSG00000049247,UTS2,chr1,7973294,-,255,63.75,0.630197368,96.28495045
ENSG00000049249,TNFRSF9,chr1,8003225,-,0,NA,NA,0
ENSG00000116288,PARK7,chr1,8021713,+,50,0.724637681,0.011162368,31.75415475
ENSG00000116285,ERRFI1,chr1,8086393,-,847,7.91588785,0.070536661,243.2776518
ENSG00000162426,SLC45A1,chr1,8384389,+,1887,72.57692308,0.704266212,665.8085791
ENSG00000142599,RERE,chr1,8877699,-,82,1.518518519,0.017777133,33.29076981
ENSG00000074800,ENO1,chr1,8939151,-,313,4.22972973,0.013546071,37.62194104
ENSG00000131686,CA6,chr1,9005892,+,0,NA,NA,0
ENSG00000197241,SLC2A7,chr1,9086404,-,0,0,0,0
ENSG00000142583,SLC2A5,chr1,9129887,-,967,96.7,0.956689342,601.3096943
ENSG00000180758,GPR157,chr1,9189229,-,213,3.042857143,0.013099694,39.99400043
ENSG00000049239,H6PD,chr1,9294862,+,955,17.05357143,0.271791188,365.2348703
ENSG00000171621,SPSB1,chr1,9352940,+,288,1.811320755,0.017746389,91.07350583
ENSG00000171612,SLC25A33,chr1,9599527,+,147,3.5,0.015558252,13.31542729
ENSG00000188807,TMEM201,chr1,9648931,+,224,2.488888889,0.01117485,76.70182903
ENSG00000171608,PIK3CD,chr1,9711789,+,159,2.178082192,0.011097721,46.6410584
ENSG00000179840,C1orf200,chr1,9714644,-,52,4.727272727,0.005432526,4.222294512
ENSG00000171603,CLSTN1,chr1,9884550,-,119,0.991666667,0.011957454,75.39985996
ENSG00000178585,CTNNBIP1,chr1,9970316,-,259,4.111111111,0.015443396,53.68933564
ENSG00000162441,LZIC,chr1,10003427,-,26,1.130434783,0.014622222,13.49341562
ENSG00000173614,NMNAT1,chr1,10003485,+,26,1.130434783,0.014622222,13.55305
ENSG00000054523,KIF1B,chr1,10270763,+,178,1.369230769,0.009052263,38.09440923
ENSG00000142657,PGD,chr1,10459084,+,110,2.972972973,0.014789916,6.071862934
ENSG00000175279,APITD1,chr1,10490158,+,7,0.875,0.009856802,5.193861289
ENSG00000251503,APITD1-CORT,chr1,10490803,+,7,0.875,0.009856802,4.565268854
ENSG00000241563,CORT,chr1,10509775,+,556,46.33333333,0.417422969,178.6771846
ENSG00000160049,DFFA,chr1,10532613,-,7,0.225806452,0.011123596,3.011669398
ENSG00000142655,PEX14,chr1,10535002,+,3,0.1875,0.007234043,1.033966759
ENSG00000130940,CASZ1,chr1,10856733,-,154,1.673913043,0.016729994,69.91716307
ENSG00000175262,C1orf127,chr1,11042094,-,360,72,0.651912568,157.6057808
ENSG00000120948,TARDBP,chr1,11072678,+,53,1.06,0.011690312,31.41776208
ENSG00000009724,MASP2,chr1,11107296,-,553,55.3,0.90962963,294.3412135
ENSG00000116649,SRM,chr1,11120091,-,97,1.197530864,0.011944154,34.94812442
ENSG00000171824,EXOSC10,chr1,11159938,-,315,15,0.014400345,17.62792208
ENSG00000171819,ANGPTL7,chr1,11249345,+,0,NA,NA,0
ENSG00000198793,MTOR,chr1,11322608,-,145,4.027777778,0.013491039,19.84275058
ENSG00000120942,UBIAD1,chr1,11333254,+,217,7.482758621,0.011866197,7.852404294
ENSG00000204624,PTCHD2,chr1,11539294,+,1038,9.351351351,0.117455752,499.2107546
ENSG00000132879,FBXO44,chr1,11714431,+,642,12.84,0.092359063,131.9500381
ENSG00000116661,FBXO2,chr1,11714888,-,642,12.84,0.092359063,141.938189
ENSG00000116663,FBXO6,chr1,11724149,+,101,1.980392157,0.028776301,57.93339883
ENSG00000116670,MAD2L2,chr1,11751678,-,481,5.593023256,0.044959899,123.1947158
ENSG00000162490,DRAXIN,chr1,11751780,+,481,5.593023256,0.044959899,121.5124094
ENSG00000177674,AGTRAP,chr1,11796141,+,71,35.5,0.355,5.823209889
ENSG00000011021,CLCN6,chr1,11866152,+,117,2.543478261,0.014875479,34.65448618
ENSG00000177000,MTHFR,chr1,11866160,-,117,2.543478261,0.014875479,34.69572829
ENSG00000175206,NPPA,chr1,11907840,-,100,100,1,1.09921908
ENSG00000120937,NPPB,chr1,11918992,-,614,17.54285714,0.13296034,198.0790312
ENSG00000116685,KIAA2013,chr1,11986485,-,13,0.433333333,0.007533546,11.95763177
ENSG00000083444,PLOD1,chr1,11994723,+,3,0.1,0.002185792,1.255233432
ENSG00000116688,MFN2,chr1,12040237,+,13,0.361111111,0.006801418,9.865135091
ENSG00000116691,MIIP,chr1,12079298,+,362,9.282051282,0.013449275,10.13706674
ENSG00000120949,TNFRSF8,chr1,12123433,+,12,0.315789474,0.007539267,5.953213274
ENSG00000028137,TNFRSF1B,chr1,12227059,+,120,2.857142857,0.012124464,12.79717855
ENSG00000204518,AADACL4,chr1,12704565,+,0,NA,NA,0
ENSG00000188984,AADACL3,chr1,12776117,+,100,33.33333333,0.333333333,1.0616242
ENSG00000116726,PRAMEF12,chr1,12834983,+,0,NA,NA,0
ENSG00000116721,PRAMEF1,chr1,12851545,+,0,NA,NA,0
ENSG00000179172,HNRNPCL1,chr1,12908578,-,0,NA,NA,0
ENSG00000120952,PRAMEF2,chr1,12916940,+,0,NA,NA,0
ENSG00000243073,PRAMEF4,chr1,12946025,-,0,NA,NA,0
ENSG00000187545,PRAMEF10,chr1,12958094,-,0,NA,NA,0
ENSG00000232423,PRAMEF6,chr1,13007406,-,0,NA,NA,0
ENSG00000182330,PRAMEF8,chr1,13390765,-,0,NA,NA,0
ENSG00000204501,PRAMEF9,chr1,13421175,+,0,NA,NA,0
ENSG00000277853,PRAMEF19,chr1,13698405,-,0,NA,NA,0
ENSG00000204479,PRAMEF17,chr1,13716087,+,0,NA,NA,0
ENSG00000204478,PRAMEF20,chr1,13736906,+,0,NA,NA,0
ENSG00000162494,LRRC38,chr1,13840242,-,230,3.650793651,0.033550584,70.53787426
ENSG00000162493,PDPN,chr1,13910251,+,1245,22.23214286,0.327870081,583.8184567
ENSG00000116731,PRDM2,chr1,14026734,+,47,0.810344828,0.007471429,11.31933689
ENSG00000189337,KAZN,chr1,14925212,+,567,7,0.044705882,59.32891876
ENSG00000171729,TMEM51,chr1,15479027,+,190,1.979166667,0.020091588,68.883842
ENSG00000142621,FHAD1,chr1,15573767,+,62,6.2,0.060276498,13.66517257
ENSG00000142634,EFHD2,chr1,15736390,+,58,0.674418605,0.0118,22.60301637
ENSG00000162438,CTRC,chr1,15764937,+,0,NA,NA,0
ENSG00000142615,CELA2A,chr1,15783222,+,0,NA,NA,0
ENSG00000215704,CELA2B,chr1,15802595,+,0,NA,NA,0
ENSG00000132906,CASP9,chr1,15851285,-,32,1.066666667,0.013857635,13.47874054
ENSG00000116138,DNAJC16,chr1,15853351,+,17,0.607142857,0.013528369,9.741984155
ENSG00000116771,AGMAT,chr1,15911605,-,250,7.8125,0.075248184,155.9195156
ENSG00000197312,DDI2,chr1,15943952,+,343,9.527777778,0.028815029,10.24730427
ENSG00000215695,RSC1A1,chr1,15986363,+,0,NA,NA,0
ENSG00000116786,PLEKHM2,chr1,16010826,+,487,5.797619048,0.025474308,58.28917272
ENSG00000162461,SLC25A34,chr1,16062808,+,800,100,1,10.58267017
ENSG00000162460,TMEM82,chr1,16068986,+,677,42.3125,0.471518325,310.9193858
ENSG00000162458,FBLIM1,chr1,16083153,+,850,31.48148148,0.296401674,85.64861103
ENSG00000065526,SPEN,chr1,16174358,+,94,1.13253012,0.008173879,22.32935027
ENSG00000116809,ZBTB17,chr1,16302627,-,59,1.017241379,0.013698554,25.57306758
ENSG00000183888,C1orf64,chr1,16330730,+,0,NA,NA,0
ENSG00000173641,HSPB7,chr1,16346089,-,873,72.75,0.555254237,134.8101394
ENSG00000186510,CLCNKA,chr1,16348485,+,0,NA,NA,0
ENSG00000184908,CLCNKB,chr1,16355620,+,513,64.125,0.615576923,84.63901127
ENSG00000185519,FAM131C,chr1,16400127,-,243,4.959183673,0.036141414,57.99365098
ENSG00000142627,EPHA2,chr1,16482582,-,283,6.738095238,0.026656347,50.79228591
ENSG00000142632,ARHGEF19,chr1,16539104,-,0,NA,NA,0
ENSG00000132881,RSG1,chr1,16563659,-,11,0.234042553,0.002907332,5.778833426
ENSG00000037637,FBXO42,chr1,16678948,-,0,0,0,0
ENSG00000055070,SZRD1,chr1,16693524,+,9,0.45,0.016768559,8.802986647
ENSG00000187144,SPATA21,chr1,16763919,-,0,NA,NA,0
ENSG00000157191,NECAP2,chr1,16767166,+,228,9.913043478,0.068068182,6.465640114
ENSG00000219481,NBPF1,chr1,16940100,-,7,1,0.022909091,5.275914352
ENSG00000058453,CROCC,chr1,17248444,+,0,0,0,0
ENSG00000117122,MFAP2,chr1,17308081,-,237,6.405405405,0.087297297,82.79662355
ENSG00000159363,ATP13A2,chr1,17338423,-,33,1.736842105,0.024197531,2.14526089
ENSG00000117118,SDHB,chr1,17380665,-,16,0.551724138,0.006436285,3.036717526
ENSG00000117115,PADI2,chr1,17445948,-,94,4.947368421,0.052246914,23.14953175
ENSG00000142623,PADI1,chr1,17531620,+,0,NA,NA,0
ENSG00000142619,PADI3,chr1,17575592,+,0,NA,NA,0
ENSG00000159339,PADI4,chr1,17634689,+,0,NA,NA,0
ENSG00000179051,RCC2,chr1,17766250,-,213,2.13,0.010519856,18.71696458
ENSG00000074964,ARHGEF10L,chr1,17866329,+,446,4.054545455,0.088082636,337.2104324
ENSG00000117148,ACTL8,chr1,18081807,+,0,NA,NA,0
ENSG00000117154,IGSF21,chr1,18434239,+,193,3.93877551,0.059461594,88.52229733
ENSG00000179023,KLHDC7A,chr1,18807423,+,3433,76.28888889,0.699107005,1211.457382
ENSG00000009709,PAX7,chr1,18957499,+,376,4.272727273,0.043399625,134.3254484
ENSG00000179002,TAS1R2,chr1,19186155,-,286,71.5,0.725218978,275.1139027
ENSG00000159423,ALDH4A1,chr1,19229293,-,284,4.115942029,0.031177579,77.27581093
ENSG00000169991,IFFO2,chr1,19282826,-,158,1.112676056,0.011566705,68.18077708
ENSG00000127481,UBR4,chr1,19536746,-,69,1.864864865,0.016087273,22.79313055
ENSG00000127463,EMC1,chr1,19578053,-,0,0,0,0
ENSG00000053372,MRTO4,chr1,19578074,+,0,0,0,0
ENSG00000211454,AKR7L,chr1,19600568,-,0,NA,NA,0
ENSG00000162482,AKR7A3,chr1,19615280,-,882,88.2,0.796851852,50.05124665
ENSG00000053371,AKR7A2,chr1,19638640,-,500,5.952380952,0.037265458,80.08086513
ENSG00000040487,PQLC2,chr1,19638739,+,500,5.952380952,0.037265458,78.68834123
ENSG00000077549,CAPZB,chr1,19812066,-,43,0.826923077,0.012825728,25.21588168
ENSG00000173436,MINOS1,chr1,19923470,+,50,1.388888889,0.010805085,7.955040719
ENSG00000158747,NBL1,chr1,19969722,+,144,1.44,0.025351153,112.3738064
ENSG00000158748,HTR6,chr1,19991779,+,1260,15.18072289,0.253129859,1032.647528
ENSG00000162542,TMCO4,chr1,20126758,-,51,1.040816327,0.009787072,14.11164207
ENSG00000178828,RNF186,chr1,20141771,-,1278,91.28571429,0.846618705,405.4338671
ENSG00000169914,OTUD3,chr1,20208887,+,153,3.326086957,0.010795317,28.04363273
ENSG00000188784,PLA2G2E,chr1,20250110,-,700,87.5,0.954545455,26.60989374
ENSG00000188257,PLA2G2A,chr1,20306932,-,0,NA,NA,0
ENSG00000127472,PLA2G5,chr1,20396700,+,809,80.9,0.867960396,452.3292792
ENSG00000117215,PLA2G2D,chr1,20446059,-,0,NA,NA,0
ENSG00000158786,PLA2G2F,chr1,20465822,+,0,NA,NA,0
ENSG00000187980,PLA2G2C,chr1,20501687,-,0,NA,NA,0
ENSG00000162543,UBXN10,chr1,20512577,+,100,5.263157895,0.014705882,1.033964042
ENSG00000158816,VWA5B1,chr1,20617411,+,412,41.2,0.043108808,9.260238624
ENSG00000162545,CAMK2N1,chr1,20812728,-,779,6.833333333,0.035907524,143.9949754
ENSG00000090432,MUL1,chr1,20834674,-,15,1,0.016213992,4.02164533
ENSG00000183114,FAM43B,chr1,20878931,+,410,4.880952381,0.046295017,221.8052561
ENSG00000158825,CDA,chr1,20915443,+,0,0,0,0
ENSG00000158828,PINK1,chr1,20959947,+,123,1.835820896,0.024710921,37.2605894
ENSG00000244038,DDOST,chr1,20988037,-,157,4.131578947,0.0141247,30.46014699
ENSG00000117245,KIF17,chr1,21044317,-,655,18.71428571,0.170066489,141.9268458
ENSG00000189410,SH2D5,chr1,21059133,-,247,3.686567164,0.027672065,74.02862992
ENSG00000127483,HP1BP3,chr1,21113799,-,184,2.06741573,0.015367412,36.59686753
ENSG00000075151,EIF4G3,chr1,21503381,-,143,1.702380952,0.020416244,64.19774626
ENSG00000117298,ECE1,chr1,21672034,-,227,2.8375,0.018102521,67.96915231
ENSG00000142794,NBPF3,chr1,21766582,+,13,1.857142857,0.030901639,4.27197223
ENSG00000162551,ALPL,chr1,21835857,+,158,4.051282051,0.044563107,66.84536466
ENSG00000076864,RAP1GAP,chr1,21995856,-,693,14.74468085,0.062580825,129.6944709
ENSG00000090686,USP48,chr1,22109688,-,6,0.428571429,0.011403509,3.271887992
ENSG00000187942,LDLRAD2,chr1,22138757,+,0,NA,NA,0
ENSG00000142798,HSPG2,chr1,22263750,-,314,3.925,0.014738834,20.40076552
ENSG00000219073,CELA3B,chr1,22303417,+,100,100,1,1.12411943
ENSG00000142789,CELA3A,chr1,22328148,+,0,NA,NA,0
ENSG00000070831,CDC42,chr1,22379119,+,35,0.875,0.009564033,15.09719404
ENSG00000162552,WNT4,chr1,22470385,-,376,2.335403727,0.01571323,151.4703274
ENSG00000184677,ZBTB40,chr1,22778343,+,233,12.26315789,0.034652174,8.731191692
ENSG00000070886,EPHA8,chr1,22890003,+,473,6.064102564,0.083325624,190.6763879
ENSG00000173372,C1QA,chr1,22963117,+,0,NA,NA,0
ENSG00000159189,C1QC,chr1,22970117,+,0,0,0,0
ENSG00000173369,C1QB,chr1,22979681,+,0,NA,NA,0
ENSG00000133216,EPHB2,chr1,23037330,+,485,4.490740741,0.046845124,172.3795826
ENSG00000227868,C1orf234,chr1,23342343,-,0,NA,NA,0
ENSG00000004487,KDM1A,chr1,23345940,+,44,0.916666667,0.013480589,10.76854272
ENSG00000169641,LUZP1,chr1,23504301,-,26,0.764705882,0.009501247,11.58441436
ENSG00000179546,HTR1D,chr1,23521222,-,277,69.25,0.696443299,172.4954003
ENSG00000125944,HNRNPR,chr1,23670853,-,65,0.684210526,0.01089192,33.12412619
ENSG00000249087,C1orf213,chr1,23695463,+,10,0.434782609,0.007621247,3.818749917
ENSG00000125945,ZNF436,chr1,23696357,-,10,0.434782609,0.007621247,4.566390748
ENSG00000204219,TCEA3,chr1,23751261,-,569,10.34545455,0.053650519,71.08276289
ENSG00000088280,ASAP3,chr1,23810750,-,312,4.875,0.017846837,50.59723427
ENSG00000007968,E2F2,chr1,23857712,-,96,1.246753247,0.006416018,23.8060859
ENSG00000117318,ID3,chr1,23886285,-,33,1.1,0.012565821,27.88012282
ENSG00000142676,RPL11,chr1,24018268,+,5,0.5,0.013851351,4.321432626
ENSG00000011007,TCEB3,chr1,24069855,+,18,0.24,0.005556048,13.30270192
ENSG00000057757,PITHD1,chr1,24104875,+,0,NA,NA,0
ENSG00000011009,LYPLA2,chr1,24117645,+,0,0,0,0
ENSG00000117308,GALE,chr1,24127294,-,668,24.74074074,0.686131387,216.6558144
ENSG00000117305,HMGCL,chr1,24151949,-,0,0,0,0
ENSG00000179163,FUCA1,chr1,24194859,-,49,1.289473684,0.012554502,28.86089463
ENSG00000188822,CNR2,chr1,24239817,-,0,NA,NA,0
ENSG00000189266,PNRC2,chr1,24286300,+,174,2.25974026,0.011920846,36.90830171
ENSG00000188529,SRSF10,chr1,24306953,-,98,2.8,0.071231767,48.36230212
ENSG00000142661,MYOM3,chr1,24421493,-,0,NA,NA,0
ENSG00000142677,IL22RA1,chr1,24469775,-,300,100,1,3.521762671
ENSG00000185436,IFNLR1,chr1,24513765,-,223,4.20754717,0.025969773,33.0050108
ENSG00000158055,GRHL3,chr1,24645811,+,136,19.42857143,0.3616,11.92745107
ENSG00000001460,STPG1,chr1,24741587,-,19,1.117647059,0.019974684,8.733350268
ENSG00000001461,NIPAL3,chr1,24742244,+,10,1.25,0.02254902,7.336052928
ENSG00000117602,RCAN3,chr1,24828840,+,408,4.206185567,0.01463434,41.26690488
ENSG00000184454,NCMAP,chr1,24882566,+,197,5.472222222,0.03826506,32.30909348
ENSG00000133226,SRRM1,chr1,24969593,+,39,0.557142857,0.008860694,19.02748391
ENSG00000169504,CLIC4,chr1,25071759,+,75,0.872093023,0.01093107,46.04753565
ENSG00000020633,RUNX3,chr1,25291501,-,0,0,0,0
ENSG00000117614,SYF2,chr1,25559013,-,25,1.5625,0.018753181,7.436902229
ENSG00000117616,C1orf63,chr1,25573985,-,137,1.412371134,0.006903138,22.3868301
ENSG00000187010,RHD,chr1,25598980,+,0,NA,NA,0
ENSG00000183726,TMEM50A,chr1,25664788,+,25,0.609756098,0.00894061,11.5294531
ENSG00000188672,RHCE,chr1,25756683,-,123,1.205882353,0.007036941,29.48318371
ENSG00000204178,TMEM57,chr1,25757387,+,123,1.205882353,0.007036941,30.01355972
ENSG00000157978,LDLRAP1,chr1,25870075,+,95,1.583333333,0.011051183,20.7240091
ENSG00000117643,MAN1C1,chr1,25943958,+,484,3.611940299,0.015624823,62.42977021
ENSG00000162430,SEPN1,chr1,26126666,+,70,1.555555556,0.018247152,42.98795403
ENSG00000117640,MTFR1L,chr1,26146396,+,31,0.5,0.008534125,15.26248707
ENSG00000228172,AL020996.1,chr1,26150097,-,0,NA,NA,0
ENSG00000127423,AUNIP,chr1,26185848,-,242,8.642857143,0.049495495,30.67224462
ENSG00000182749,PAQR7,chr1,26197744,-,0,NA,NA,0
ENSG00000117632,STMN1,chr1,26233368,-,87,1.380952381,0.017051916,34.29634716
ENSG00000158006,PAFAH2,chr1,26324648,-,100,50,0.888888889,11.39576211
ENSG00000158008,EXTL1,chr1,26348270,+,413,68.83333333,0.581860465,66.68887342
ENSG00000158014,SLC30A2,chr1,26372604,-,946,12.12820513,0.125697717,364.7558048
ENSG00000158022,TRIM63,chr1,26394125,-,0,NA,NA,0
ENSG00000175087,PDIK1L,chr1,26437655,+,177,2.641791045,0.013620915,23.09272048
ENSG00000197245,FAM110D,chr1,26485510,+,200,40,0.333333333,9.861251379
ENSG00000142684,ZNF593,chr1,26496387,+,3,0.1875,0.006666667,1.204568675
ENSG00000142675,CNKSR1,chr1,26503980,+,577,64.11111111,0.676163142,226.8217796
ENSG00000188782,CATSPER4,chr1,26517118,+,0,NA,NA,0
ENSG00000130695,CEP85,chr1,26560692,+,12,0.4,0.008355222,13.97264072
ENSG00000142669,SH3BGRL3,chr1,26606212,+,24,0.75,0.008591331,12.21180054
ENSG00000169442,CD52,chr1,26644410,+,0,0,0,0
ENSG00000158062,UBXN11,chr1,26644756,-,0,0,0,0
ENSG00000176092,AIM1L,chr1,26680621,-,138,34.5,0.345,11.21646864
ENSG00000131914,LIN28A,chr1,26737268,+,264,9.103448276,0.059304029,75.17541894
