ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000169962,TAS1R3,chr1,1266725,+,2546,84.86666667,0.935080559,1275.100758
ENSG00000107404,DVL1,chr1,1284492,-,849,5.895833333,0.013402078,96.10345557
ENSG00000162576,MXRA8,chr1,1297157,-,450,37.5,0.531914894,68.40105326
ENSG00000175756,AURKAIP1,chr1,1310818,-,1091,17.59677419,0.049399478,149.6737668
ENSG00000224870,RP4-758J18.2,chr1,1334909,+,23,0.403508772,0.009240069,34.76632179
ENSG00000242485,MRPL20,chr1,1342693,-,724,10.34285714,0.057868405,250.540803
ENSG00000235098,ANKRD65,chr1,1356824,-,2369,40.15254237,0.469760676,1342.170537
ENSG00000205116,TMEM88B,chr1,1361507,+,907,14.86885246,0.141562079,706.0787667
ENSG00000215915,ATAD3C,chr1,1385068,+,450,75,0.807692308,21.21305048
ENSG00000160072,ATAD3B,chr1,1407163,+,10,0.555555556,0.009448649,9.069862378
ENSG00000197785,ATAD3A,chr1,1447522,+,692,23.86206897,0.15664557,99.79954714
ENSG00000205090,TMEM240,chr1,1475740,-,3321,31.93269231,0.181608159,858.373567
ENSG00000160075,SSU72,chr1,1510262,-,72,0.818181818,0.012526796,66.17247573
ENSG00000228594,C1orf233,chr1,1535476,-,2065,21.07142857,0.257134293,843.9099633
ENSG00000197530,MIB2,chr1,1551689,+,427,2.772727273,0.010504363,139.9390154
ENSG00000189409,MMP23B,chr1,1567559,+,1579,13.38135593,0.083403106,296.809438
ENSG00000248333,CDK11B,chr1,1655775,-,5,0.833333333,0.008333333,3.635129113
ENSG00000008128,CDK11A,chr1,1655791,-,5,0.833333333,0.008333333,3.623515292
ENSG00000215790,SLC35E2,chr1,1677438,-,0,NA,NA,0
ENSG00000008130,NADK,chr1,1711508,-,134,1.456521739,0.011851366,73.62896276
ENSG00000078369,GNB1,chr1,1822526,-,211,1.255952381,0.013508615,135.3731015
ENSG00000169885,CALML6,chr1,1846265,+,708,64.36363636,0.5555,209.8310848
ENSG00000178821,TMEM52,chr1,1850740,-,567,11.34,0.090721477,209.3588037
ENSG00000187730,GABRD,chr1,1950767,+,2943,32.34065934,0.252615385,1133.461979
ENSG00000067606,PRKCZ,chr1,1981908,+,2753,19.8057554,0.089914989,505.6750536
ENSG00000162585,C1orf86,chr1,2126214,-,1118,20.7037037,0.259233268,475.5433494
ENSG00000157933,SKI,chr1,2160133,+,1075,4.777777778,0.032055172,465.0923812
ENSG00000116151,MORN1,chr1,2322993,-,280,3.373493976,0.011392127,56.15071703
ENSG00000157916,RER1,chr1,2323213,+,280,3.373493976,0.011392127,54.17254275
ENSG00000157911,PEX10,chr1,2344010,-,471,7.246153846,0.09962804,299.1533417
ENSG00000149527,PLCH2,chr1,2407753,+,1175,34.55882353,0.235431472,166.9113846
ENSG00000157881,PANK4,chr1,2458035,-,928,17.50943396,0.01667783,29.19373896
ENSG00000197921,HES5,chr1,2461684,-,787,5.542253521,0.023431309,116.6439067
ENSG00000157873,TNFRSF14,chr1,2487804,+,218,11.47368421,0.012733224,8.910453319
ENSG00000157870,FAM213B,chr1,2517898,+,308,4.052631579,0.02333612,62.34909674
ENSG00000215912,TTC34,chr1,2706230,-,2183,31.63768116,0.347533753,1239.238988
ENSG00000169717,ACTRT2,chr1,2938045,+,657,50.53846154,0.401767677,182.309867
ENSG00000130762,ARHGEF16,chr1,3371146,+,574,6.674418605,0.025499393,65.95920161
ENSG00000162591,MEGF6,chr1,3528059,-,183,4.575,0.03813253,116.7111686
ENSG00000158109,TPRG1L,chr1,3541555,+,674,5.616666667,0.037887682,208.5357677
ENSG00000116213,WRAP73,chr1,3566671,-,1377,13.90909091,0.111408858,624.5388724
ENSG00000078900,TP73,chr1,3569128,+,1528,8.042105263,0.068766414,692.8738281
ENSG00000162592,CCDC27,chr1,3668964,+,520,86.66666667,0.787349398,148.0404037
ENSG00000235169,SMIM1,chr1,3689333,+,1531,20.68918919,0.149693742,423.5354202
ENSG00000130764,LRRC47,chr1,3713068,-,493,7.825396825,0.016836644,63.1106715
ENSG00000116198,CEP104,chr1,3773797,-,1309,21.45901639,0.161133125,551.597081
ENSG00000169598,DFFB,chr1,3773844,+,1309,21.45901639,0.161133125,546.8043608
ENSG00000196581,AJAP1,chr1,4715104,+,1895,10.13368984,0.134166667,1247.064669
ENSG00000069424,KCNAB2,chr1,6052357,+,508,5.02970297,0.047406589,264.4065561
ENSG00000116254,CHD5,chr1,6240194,-,753,5.661654135,0.065358807,462.0427046
ENSG00000116251,RPL22,chr1,6259679,-,197,7.035714286,0.029408867,41.62209464
ENSG00000158286,RNF207,chr1,6266188,+,164,2.05,0.01112259,33.46042598
ENSG00000116237,ICMT,chr1,6296044,-,768,7.757575758,0.010337502,63.14058451
ENSG00000173673,HES3,chr1,6304251,+,398,3.316666667,0.055225268,299.9913502
ENSG00000158292,GPR153,chr1,6321035,-,797,7.448598131,0.047009251,342.0447687
ENSG00000097021,ACOT7,chr1,6453826,-,105,0.981308411,0.011319736,60.9065809
ENSG00000069812,HES2,chr1,6479979,-,458,5.032967033,0.031322898,136.0925057
ENSG00000187017,ESPN,chr1,6484847,+,297,15.63157895,0.046192053,15.19324455
ENSG00000215788,TNFRSF25,chr1,6526255,-,383,20.15789474,0.22,18.9345715
ENSG00000171680,PLEKHG5,chr1,6580121,-,0,NA,NA,0
ENSG00000162408,NOL9,chr1,6614658,-,329,4.7,0.0487211,187.4560984
ENSG00000173662,TAS1R1,chr1,6615337,+,329,4.7,0.0487211,175.858551
ENSG00000204859,ZBTB48,chr1,6640055,+,205,4.659090909,0.08994023,207.8142089
ENSG00000162413,KLHL21,chr1,6662929,-,177,2.492957746,0.01810616,29.93827676
ENSG00000116273,PHF13,chr1,6673755,+,378,1.437262357,0.020107269,306.8072867
ENSG00000041988,THAP3,chr1,6684924,+,296,4.933333333,0.029898324,144.4842889
ENSG00000007923,DNAJC11,chr1,6761966,-,31,0.607843137,0.009134158,20.09133095
ENSG00000171735,CAMTA1,chr1,6845383,+,134,0.812121212,0.010249158,84.26222074
ENSG00000049245,VAMP3,chr1,7831328,+,57,0.982758621,0.012945524,48.7317297
ENSG00000049246,PER3,chr1,7844379,+,3772,29.7007874,0.129646712,681.2934192
ENSG00000049247,UTS2,chr1,7973294,-,200,50,0.487356322,85.13612175
ENSG00000049249,TNFRSF9,chr1,8003225,-,0,NA,NA,0
ENSG00000116288,PARK7,chr1,8021713,+,61,0.924242424,0.011906516,53.64606335
ENSG00000116285,ERRFI1,chr1,8086393,-,729,6.339130435,0.096002872,430.9527465
ENSG00000162426,SLC45A1,chr1,8384389,+,1497,74.85,0.802222222,683.6260693
ENSG00000142599,RERE,chr1,8877699,-,90,1.285714286,0.020425278,55.98462323
ENSG00000074800,ENO1,chr1,8939151,-,286,3.287356322,0.011175866,46.18871034
ENSG00000131686,CA6,chr1,9005892,+,0,NA,NA,0
ENSG00000197241,SLC2A7,chr1,9086404,-,0,NA,NA,0
ENSG00000142583,SLC2A5,chr1,9129887,-,954,95.4,0.964746835,868.770144
ENSG00000180758,GPR157,chr1,9189229,-,257,3.472972973,0.013073191,64.10871143
ENSG00000049239,H6PD,chr1,9294862,+,462,7.830508475,0.179373737,344.0364512
ENSG00000171621,SPSB1,chr1,9352940,+,509,3.201257862,0.024796476,152.7180742
ENSG00000171612,SLC25A33,chr1,9599527,+,60,1.333333333,0.012723881,24.73080664
ENSG00000188807,TMEM201,chr1,9648931,+,238,2.453608247,0.01522198,138.1278122
ENSG00000171608,PIK3CD,chr1,9711789,+,67,1.080645161,0.010268807,59.80713685
ENSG00000179840,C1orf200,chr1,9714644,-,59,5.363636364,0.015374016,10.91673845
ENSG00000171603,CLSTN1,chr1,9884550,-,107,0.955357143,0.010897252,112.5710008
ENSG00000178585,CTNNBIP1,chr1,9970316,-,150,2.419354839,0.012835192,56.05008107
ENSG00000162441,LZIC,chr1,10003427,-,46,1.642857143,0.020247036,20.95615344
ENSG00000173614,NMNAT1,chr1,10003485,+,46,1.642857143,0.020247036,21.06637637
ENSG00000054523,KIF1B,chr1,10270763,+,154,1.362831858,0.014961297,86.08656792
ENSG00000142657,PGD,chr1,10459084,+,473,14.33333333,0.024361702,10.72149541
ENSG00000175279,APITD1,chr1,10490158,+,10,0.454545455,0.014444444,6.167373737
ENSG00000251503,APITD1-CORT,chr1,10490803,+,10,0.454545455,0.014444444,5.42096095
ENSG00000241563,CORT,chr1,10509775,+,820,58.57142857,0.410087413,286.6342435
ENSG00000160049,DFFA,chr1,10532613,-,34,0.944444444,0.015951662,5.345242603
ENSG00000142655,PEX14,chr1,10535002,+,21,1.4,0.019802632,3.122615548
ENSG00000130940,CASZ1,chr1,10856733,-,274,2.914893617,0.016225231,99.01499577
ENSG00000175262,C1orf127,chr1,11042094,-,661,73.44444444,0.497536232,133.7869054
ENSG00000120948,TARDBP,chr1,11072678,+,144,2.618181818,0.009623743,32.52164759
ENSG00000009724,MASP2,chr1,11107296,-,915,70.38461538,0.87372093,282.1441125
ENSG00000116649,SRM,chr1,11120091,-,110,1.222222222,0.012153987,54.5211783
ENSG00000171824,EXOSC10,chr1,11159938,-,218,9.909090909,0.012783505,15.64278597
ENSG00000171819,ANGPTL7,chr1,11249345,+,0,NA,NA,0
ENSG00000198793,MTOR,chr1,11322608,-,142,3.944444444,0.012457027,26.42332619
ENSG00000120942,UBIAD1,chr1,11333254,+,116,3.625,0.010183727,4.108182036
ENSG00000204624,PTCHD2,chr1,11539294,+,716,7.16,0.078134191,400.5642352
ENSG00000132879,FBXO44,chr1,11714431,+,850,13.70967742,0.078759529,138.6568941
ENSG00000116661,FBXO2,chr1,11714888,-,850,13.70967742,0.078759529,148.5000369
ENSG00000116663,FBXO6,chr1,11724149,+,75,1.136363636,0.018613569,55.4829453
ENSG00000116670,MAD2L2,chr1,11751678,-,406,5.012345679,0.058227557,204.9307861
ENSG00000162490,DRAXIN,chr1,11751780,+,406,5.012345679,0.058227557,201.9240164
ENSG00000177674,AGTRAP,chr1,11796141,+,150,21.42857143,0.181818182,2.180174435
ENSG00000011021,CLCN6,chr1,11866152,+,29,0.630434783,0.009874214,31.41238772
ENSG00000177000,MTHFR,chr1,11866160,-,29,0.630434783,0.009874214,31.43688217
ENSG00000175206,NPPA,chr1,11907840,-,100,100,1,2.198438159
ENSG00000120937,NPPB,chr1,11918992,-,912,24,0.192493655,320.5208498
ENSG00000116685,KIAA2013,chr1,11986485,-,33,0.970588235,0.00922619,22.25151786
ENSG00000083444,PLOD1,chr1,11994723,+,32,1.28,0.009329502,4.914170155
ENSG00000116688,MFN2,chr1,12040237,+,19,0.463414634,0.009289137,11.94761408
ENSG00000116691,MIIP,chr1,12079298,+,330,6.470588235,0.022579365,18.86223353
ENSG00000120949,TNFRSF8,chr1,12123433,+,24,0.705882353,0.01359375,14.39056815
ENSG00000028137,TNFRSF1B,chr1,12227059,+,127,3.175,0.018771696,30.81801526
ENSG00000204518,AADACL4,chr1,12704565,+,0,NA,NA,0
ENSG00000188984,AADACL3,chr1,12776117,+,0,NA,NA,0
ENSG00000116726,PRAMEF12,chr1,12834983,+,100,50,0.4,2.827370649
ENSG00000116721,PRAMEF1,chr1,12851545,+,0,NA,NA,0
ENSG00000179172,HNRNPCL1,chr1,12908578,-,0,NA,NA,0
ENSG00000120952,PRAMEF2,chr1,12916940,+,0,NA,NA,0
ENSG00000243073,PRAMEF4,chr1,12946025,-,0,NA,NA,0
ENSG00000187545,PRAMEF10,chr1,12958094,-,0,NA,NA,0
ENSG00000232423,PRAMEF6,chr1,13007406,-,0,NA,NA,0
ENSG00000182330,PRAMEF8,chr1,13390765,-,0,NA,NA,0
ENSG00000204501,PRAMEF9,chr1,13421175,+,0,NA,NA,0
ENSG00000277853,PRAMEF19,chr1,13698405,-,0,NA,NA,0
ENSG00000204479,PRAMEF17,chr1,13716087,+,0,NA,NA,0
ENSG00000204478,PRAMEF20,chr1,13736906,+,0,NA,NA,0
ENSG00000162494,LRRC38,chr1,13840242,-,677,11.09836066,0.101476664,268.1391605
ENSG00000162493,PDPN,chr1,13910251,+,1022,23.22727273,0.39463037,882.9458757
ENSG00000116731,PRDM2,chr1,14026734,+,53,0.963636364,0.007389313,15.78031032
ENSG00000189337,KAZN,chr1,14925212,+,1117,13.14117647,0.069338403,97.49382407
ENSG00000171729,TMEM51,chr1,15479027,+,369,3.416666667,0.030409578,173.5728152
ENSG00000142621,FHAD1,chr1,15573767,+,38,4.222222222,0.01988189,5.33139171
ENSG00000142634,EFHD2,chr1,15736390,+,98,1.152941176,0.009733516,30.19315558
ENSG00000162438,CTRC,chr1,15764937,+,0,NA,NA,0
ENSG00000142615,CELA2A,chr1,15783222,+,0,NA,NA,0
ENSG00000215704,CELA2B,chr1,15802595,+,0,NA,NA,0
ENSG00000132906,CASP9,chr1,15851285,-,202,5.315789474,0.021454162,22.59256383
ENSG00000116138,DNAJC16,chr1,15853351,+,94,3.357142857,0.014919355,12.96315759
ENSG00000116771,AGMAT,chr1,15911605,-,340,8.947368421,0.031986755,123.210186
ENSG00000197312,DDI2,chr1,15943952,+,55,1.527777778,0.015714286,6.191213745
ENSG00000215695,RSC1A1,chr1,15986363,+,0,NA,NA,0
ENSG00000116786,PLEKHM2,chr1,16010826,+,344,4.35443038,0.014727089,47.7804232
ENSG00000162461,SLC25A34,chr1,16062808,+,100,100,1,1.24582754
ENSG00000162460,TMEM82,chr1,16068986,+,658,34.63157895,0.534541608,435.9399419
ENSG00000162458,FBLIM1,chr1,16083153,+,472,15.22580645,0.197560976,68.17080017
ENSG00000065526,SPEN,chr1,16174358,+,270,2.432432432,0.010857769,41.61747278
ENSG00000116809,ZBTB17,chr1,16302627,-,77,1.262295082,0.013225806,41.57488753
ENSG00000183888,C1orf64,chr1,16330730,+,0,NA,NA,0
ENSG00000173641,HSPB7,chr1,16346089,-,298,37.25,0.224387755,60.38471378
ENSG00000186510,CLCNKA,chr1,16348485,+,0,NA,NA,0
ENSG00000184908,CLCNKB,chr1,16355620,+,385,55,0.64972973,63.5021752
ENSG00000185519,FAM131C,chr1,16400127,-,302,6.163265306,0.030454111,67.95685597
ENSG00000142627,EPHA2,chr1,16482582,-,372,9.538461538,0.065277228,148.41251
ENSG00000142632,ARHGEF19,chr1,16539104,-,0,NA,NA,0
ENSG00000132881,RSG1,chr1,16563659,-,46,0.978723404,0.011129679,33.89671027
ENSG00000037637,FBXO42,chr1,16678948,-,14,0.5,0.011105769,4.636416361
ENSG00000055070,SZRD1,chr1,16693524,+,106,3.655172414,0.011247803,7.221306915
ENSG00000187144,SPATA21,chr1,16763919,-,0,NA,NA,0
ENSG00000157191,NECAP2,chr1,16767166,+,160,16,0.079365079,5.287082881
ENSG00000219481,NBPF1,chr1,16940100,-,4,0.363636364,0.011958763,2.429463159
ENSG00000058453,CROCC,chr1,17248444,+,0,NA,NA,0
ENSG00000117122,MFAP2,chr1,17308081,-,198,3.735849057,0.044910941,85.76162371
ENSG00000159363,ATP13A2,chr1,17338423,-,63,2.423076923,0.022921348,2.340184983
ENSG00000117118,SDHB,chr1,17380665,-,31,1.068965517,0.013103448,5.073702379
ENSG00000117115,PADI2,chr1,17445948,-,109,4.192307692,0.064039301,32.64865482
ENSG00000142623,PADI1,chr1,17531620,+,0,NA,NA,0
ENSG00000142619,PADI3,chr1,17575592,+,0,NA,NA,0
ENSG00000159339,PADI4,chr1,17634689,+,0,NA,NA,0
ENSG00000179051,RCC2,chr1,17766250,-,132,1.419354839,0.010153551,35.99662301
ENSG00000074964,ARHGEF10L,chr1,17866329,+,269,2.611650485,0.042619428,247.8104673
ENSG00000117148,ACTL8,chr1,18081807,+,0,NA,NA,0
ENSG00000117154,IGSF21,chr1,18434239,+,288,5.87755102,0.129281961,228.901808
ENSG00000179023,KLHDC7A,chr1,18807423,+,4034,80.68,0.82885103,1395.220483
ENSG00000009709,PAX7,chr1,18957499,+,991,12.70512821,0.076451827,264.4502438
ENSG00000179002,TAS1R2,chr1,19186155,-,318,79.5,0.798291925,355.8813102
ENSG00000159423,ALDH4A1,chr1,19229293,-,230,3.709677419,0.019472991,68.20615906
ENSG00000169991,IFFO2,chr1,19282826,-,276,1.815789474,0.01745676,165.5131795
ENSG00000127481,UBR4,chr1,19536746,-,19,0.387755102,0.007560349,15.16341593
ENSG00000127463,EMC1,chr1,19578053,-,0,0,0,0
ENSG00000053372,MRTO4,chr1,19578074,+,0,0,0,0
ENSG00000211454,AKR7L,chr1,19600568,-,0,NA,NA,0
ENSG00000162482,AKR7A3,chr1,19615280,-,1491,74.55,0.860697674,42.15561338
ENSG00000053371,AKR7A2,chr1,19638640,-,309,3.814814815,0.023225535,61.9758576
ENSG00000040487,PQLC2,chr1,19638739,+,309,3.814814815,0.023225535,60.97391524
ENSG00000077549,CAPZB,chr1,19812066,-,66,1.118644068,0.014769749,42.6175473
ENSG00000173436,MINOS1,chr1,19923470,+,45,1.046511628,0.007929227,6.298287979
ENSG00000158747,NBL1,chr1,19969722,+,241,2.231481481,0.029599237,197.3756723
ENSG00000158748,HTR6,chr1,19991779,+,1426,15.67032967,0.153854532,982.0021391
ENSG00000162542,TMCO4,chr1,20126758,-,26,0.565217391,0.007743561,15.43415076
ENSG00000178828,RNF186,chr1,20141771,-,826,82.6,0.806742597,406.3981806
ENSG00000169914,OTUD3,chr1,20208887,+,172,4.41025641,0.009570393,38.65272681
ENSG00000188784,PLA2G2E,chr1,20250110,-,600,85.71428571,0.857142857,7.133667741
ENSG00000188257,PLA2G2A,chr1,20306932,-,0,NA,NA,0
ENSG00000127472,PLA2G5,chr1,20396700,+,985,89.54545455,0.873245228,613.7887946
ENSG00000117215,PLA2G2D,chr1,20446059,-,0,NA,NA,0
ENSG00000158786,PLA2G2F,chr1,20465822,+,0,NA,NA,0
ENSG00000187980,PLA2G2C,chr1,20501687,-,0,NA,NA,0
ENSG00000162543,UBXN10,chr1,20512577,+,64,3.2,0.051688312,4.101150431
ENSG00000158816,VWA5B1,chr1,20617411,+,209,20.9,0.02497561,5.651577077
ENSG00000162545,CAMK2N1,chr1,20812728,-,634,6.215686275,0.038659082,217.3804074
ENSG00000090432,MUL1,chr1,20834674,-,126,6.3,0.029109312,7.373152923
ENSG00000183114,FAM43B,chr1,20878931,+,636,7.851851852,0.083545162,528.5816957
ENSG00000158825,CDA,chr1,20915443,+,0,0,0,0
ENSG00000158828,PINK1,chr1,20959947,+,203,3.123076923,0.022501374,43.82867842
ENSG00000244038,DDOST,chr1,20988037,-,42,0.875,0.010987897,34.45502831
ENSG00000117245,KIF17,chr1,21044317,-,602,17.2,0.313014461,310.1531463
ENSG00000189410,SH2D5,chr1,21059133,-,201,3.045454545,0.017549669,59.71456671
ENSG00000127483,HP1BP3,chr1,21113799,-,112,1.272727273,0.015131579,56.51916593
ENSG00000075151,EIF4G3,chr1,21503381,-,131,1.617283951,0.015692046,59.08549576
ENSG00000117298,ECE1,chr1,21672034,-,168,2.153846154,0.017828107,98.98564569
ENSG00000142794,NBPF3,chr1,21766582,+,4,0.666666667,0.009655172,1.269887972
ENSG00000162551,ALPL,chr1,21835857,+,110,2.820512821,0.026609942,62.57230949
ENSG00000076864,RAP1GAP,chr1,21995856,-,613,10.21666667,0.039403846,92.78865432
ENSG00000090686,USP48,chr1,22109688,-,4,0.121212121,0.00739726,2.699612439
ENSG00000187942,LDLRAD2,chr1,22138757,+,0,NA,NA,0
ENSG00000142798,HSPG2,chr1,22263750,-,164,2.733333333,0.009820394,17.34540541
ENSG00000219073,CELA3B,chr1,22303417,+,0,NA,NA,0
ENSG00000142789,CELA3A,chr1,22328148,+,0,NA,NA,0
ENSG00000070831,CDC42,chr1,22379119,+,30,0.666666667,0.008394329,27.10085061
ENSG00000162552,WNT4,chr1,22470385,-,243,1.45508982,0.014460826,218.4872792
ENSG00000184677,ZBTB40,chr1,22778343,+,8,0.470588235,0.009380054,3.719558398
ENSG00000070886,EPHA8,chr1,22890003,+,860,11.62162162,0.096031995,319.621232
ENSG00000173372,C1QA,chr1,22963117,+,0,NA,NA,0
ENSG00000159189,C1QC,chr1,22970117,+,0,0,0,0
ENSG00000173369,C1QB,chr1,22979681,+,100,100,1,1.239861897
ENSG00000133216,EPHB2,chr1,23037330,+,405,3.616071429,0.022496785,120.5760133
ENSG00000227868,C1orf234,chr1,23342343,-,0,NA,NA,0
ENSG00000004487,KDM1A,chr1,23345940,+,139,2.355932203,0.011691996,12.16664897
ENSG00000169641,LUZP1,chr1,23504301,-,36,1.058823529,0.008838339,20.2262273
ENSG00000179546,HTR1D,chr1,23521222,-,292,73,0.720714286,154.4931911
ENSG00000125944,HNRNPR,chr1,23670853,-,99,1.064516129,0.011942166,61.87443529
ENSG00000249087,C1orf213,chr1,23695463,+,9,0.333333333,0.00497561,3.552301199
ENSG00000125945,ZNF436,chr1,23696357,-,9,0.333333333,0.00497561,4.247776283
ENSG00000204219,TCEA3,chr1,23751261,-,474,11.02325581,0.127864552,237.4628756
ENSG00000088280,ASAP3,chr1,23810750,-,319,5.5,0.034635093,138.5149518
ENSG00000007968,E2F2,chr1,23857712,-,82,0.976190476,0.011853524,50.42528578
ENSG00000117318,ID3,chr1,23886285,-,24,0.666666667,0.00875803,26.24158839
ENSG00000142676,RPL11,chr1,24018268,+,5,0.454545455,0.015151515,5.800992466
ENSG00000011007,TCEB3,chr1,24069855,+,75,1.171875,0.006789872,24.27788997
ENSG00000057757,PITHD1,chr1,24104875,+,0,NA,NA,0
ENSG00000011009,LYPLA2,chr1,24117645,+,10,0.526315789,0.011377049,7.122604016
ENSG00000117308,GALE,chr1,24127294,-,966,30.1875,0.719498607,297.3817935
ENSG00000117305,HMGCL,chr1,24151949,-,0,0,0,0
ENSG00000179163,FUCA1,chr1,24194859,-,47,1.27027027,0.011658879,32.58099039
ENSG00000188822,CNR2,chr1,24239817,-,0,NA,NA,0
ENSG00000189266,PNRC2,chr1,24286300,+,76,1.013333333,0.014085494,63.39673228
ENSG00000188529,SRSF10,chr1,24306953,-,156,7.090909091,0.108325635,102.9005598
ENSG00000142661,MYOM3,chr1,24421493,-,0,NA,NA,0
ENSG00000142677,IL22RA1,chr1,24469775,-,100,50,0.5,2.028196918
ENSG00000185436,IFNLR1,chr1,24513765,-,176,3.384615385,0.022074209,38.53946168
ENSG00000158055,GRHL3,chr1,24645811,+,180,60,0.833333333,13.2323643
ENSG00000001460,STPG1,chr1,24741587,-,22,1.294117647,0.014494382,7.454540484
ENSG00000001461,NIPAL3,chr1,24742244,+,15,1.875,0.016377246,5.687169568
ENSG00000117602,RCAN3,chr1,24828840,+,334,3.711111111,0.018722922,83.20863705
ENSG00000184454,NCMAP,chr1,24882566,+,114,3.5625,0.03550303,59.47354607
ENSG00000133226,SRRM1,chr1,24969593,+,57,0.838235294,0.011515059,40.65261625
ENSG00000169504,CLIC4,chr1,25071759,+,57,0.686746988,0.010653608,55.75701511
ENSG00000020633,RUNX3,chr1,25291501,-,0,0,0,0
ENSG00000117614,SYF2,chr1,25559013,-,12,0.571428571,0.011178707,5.946781252
ENSG00000117616,C1orf63,chr1,25573985,-,153,1.75862069,0.015173224,57.23975652
ENSG00000187010,RHD,chr1,25598980,+,0,NA,NA,0
ENSG00000183726,TMEM50A,chr1,25664788,+,35,0.777777778,0.011210296,21.23167966
ENSG00000188672,RHCE,chr1,25756683,-,77,0.7,0.011168033,60.12244515
ENSG00000204178,TMEM57,chr1,25757387,+,77,0.7,0.011168033,60.81544787
ENSG00000157978,LDLRAP1,chr1,25870075,+,43,0.661538462,0.009698682,31.93434262
ENSG00000117643,MAN1C1,chr1,25943958,+,279,2.1796875,0.01305036,74.66821327
ENSG00000162430,SEPN1,chr1,26126666,+,41,1.242424242,0.01414405,41.93341652
ENSG00000117640,MTFR1L,chr1,26146396,+,59,1.017241379,0.009362364,19.01884223
ENSG00000228172,AL020996.1,chr1,26150097,-,0,NA,NA,0
ENSG00000127423,AUNIP,chr1,26185848,-,198,7.615384615,0.045943239,30.57200475
ENSG00000182749,PAQR7,chr1,26197744,-,0,NA,NA,0
ENSG00000117632,STMN1,chr1,26233368,-,56,0.756756757,0.015174721,51.288443
ENSG00000158006,PAFAH2,chr1,26324648,-,0,0,0,0
ENSG00000158008,EXTL1,chr1,26348270,+,423,70.5,0.544090909,47.96611325
ENSG00000158014,SLC30A2,chr1,26372604,-,1148,13.8313253,0.106968326,323.8373113
ENSG00000158022,TRIM63,chr1,26394125,-,200,40,0.571428571,4.247366804
ENSG00000175087,PDIK1L,chr1,26437655,+,78,1.278688525,0.014706919,37.43423331
ENSG00000197245,FAM110D,chr1,26485510,+,200,50,0.615384615,11.19137611
ENSG00000142684,ZNF593,chr1,26496387,+,145,6.590909091,0.025421053,5.345463953
ENSG00000142675,CNKSR1,chr1,26503980,+,369,41,0.394623656,148.5608158
ENSG00000188782,CATSPER4,chr1,26517118,+,200,100,1,2.726314128
ENSG00000130695,CEP85,chr1,26560692,+,22,0.733333333,0.011573192,34.26941988
ENSG00000142669,SH3BGRL3,chr1,26606212,+,139,3.971428571,0.015078167,30.51981893
ENSG00000169442,CD52,chr1,26644410,+,0,NA,NA,0
ENSG00000158062,UBXN11,chr1,26644756,-,0,NA,NA,0
ENSG00000176092,AIM1L,chr1,26680621,-,242,60.5,0.551,11.18692681
