"Gene","name","chrom","locus","strand","hm.scores","p.vals","cor.p","sig"
"ENSG00000215915","ATAD3C","chr1",1385068,"+",454,0.596105615577538,0.618179774998982,FALSE
"ENSG00000160072","ATAD3B","chr1",1407163,"+",1009.04,0.240127039491842,0.298867710179073,FALSE
"ENSG00000197785","ATAD3A","chr1",1447522,"+",1362.12,0.0801036795852817,0.128158747971069,FALSE
"ENSG00000205090","TMEM240","chr1",1475740,"-",681.96,0.441618233527066,0.481212147022239,FALSE
"ENSG00000160075","SSU72","chr1",1510262,"-",1427.04,0.0642037431850273,0.10860548378387,FALSE
"ENSG00000228594","C1orf233","chr1",1535476,"-",1161.44,0.156111375554498,0.213822318219044,FALSE
"ENSG00000197530","MIB2","chr1",1551689,"+",1219.48,0.129771480914076,0.185221265316736,FALSE
"ENSG00000189409","MMP23B","chr1",1567559,"+",1027.88,0.228955084179663,0.287813215413805,FALSE
"ENSG00000248333","CDK11B","chr1",1655775,"-",1421.48,0.0653957384170463,0.110103066997224,FALSE
"ENSG00000008128","CDK11A","chr1",1655791,"-",1421.48,0.0653957384170463,0.110103066997224,FALSE
"ENSG00000215790","SLC35E2","chr1",1677438,"-",1752.12,0.0223679105283579,0.0534726810353646,TRUE
"ENSG00000008130","NADK","chr1",1711508,"-",1137.8,0.167687329250683,0.225648819143854,FALSE
"ENSG00000078369","GNB1","chr1",1822526,"-",919.6,0.294966820132719,0.350033013036455,FALSE
"ENSG00000169885","CALML6","chr1",1846265,"+",642.48,0.466806132775469,0.503947371268489,FALSE
"ENSG00000178821","TMEM52","chr1",1850740,"-",1399.56,0.0704917180331279,0.116540507497944,FALSE
"ENSG00000187730","GABRD","chr1",1950767,"+",1024.04,0.231203075187699,0.290070338460609,FALSE
"ENSG00000067606","PRKCZ","chr1",1981908,"+",1203.16,0.13685145259419,0.192918205239383,FALSE
"ENSG00000162585","C1orf86","chr1",2126214,"-",951.52,0.274914900340399,0.331563919377217,FALSE
"ENSG00000157933","SKI","chr1",2160133,"+",621.68,0.47935408258367,0.514985046170295,FALSE
"ENSG00000116151","MORN1","chr1",2322993,"-",912.68,0.299478802084792,0.353959966830662,FALSE
"ENSG00000157916","RER1","chr1",2323213,"+",945.64,0.278466886132455,0.334902791971306,FALSE
"ENSG00000157911","PEX10","chr1",2344010,"-",1163.2,0.155259378962484,0.212899023127,FALSE
"ENSG00000149527","PLCH2","chr1",2407753,"+",588.2,0.500909996360015,0.533956968210132,FALSE
"ENSG00000157881","PANK4","chr1",2458035,"-",702.76,0.429102283590866,0.469626575584662,FALSE
"ENSG00000197921","HES5","chr1",2461684,"-",833.6,0.348698605205579,0.398795149212879,FALSE
"ENSG00000157873","TNFRSF14","chr1",2487804,"+",861.04,0.331534673861305,0.383144204627842,FALSE
"ENSG00000157870","FAM213B","chr1",2517898,"+",1338.24,0.0868476526093896,0.136264505899061,FALSE
"ENSG00000215912","TTC34","chr1",2706230,"-",265.4,0.703837184651261,0.709421488647566,FALSE
"ENSG00000169717","ACTRT2","chr1",2938045,"+",265.32,0.703849184603262,0.709421488647566,FALSE
"ENSG00000130762","ARHGEF16","chr1",3371146,"+",1146.92,0.163063347746609,0.220817000256441,FALSE
"ENSG00000162591","MEGF6","chr1",3528059,"-",1016.28,0.23565505737977,0.294503197927058,FALSE
"ENSG00000158109","TPRG1L","chr1",3541555,"+",1504.08,0.0493318026727893,0.0896583162680208,TRUE
"ENSG00000116213","WRAP73","chr1",3566671,"-",1598.6,0.0362118551525794,0.0723954137591022,TRUE
"ENSG00000078900","TP73","chr1",3569128,"+",1749.64,0.0225239099043604,0.0536669374426829,TRUE
"ENSG00000162592","CCDC27","chr1",3668964,"+",747.28,0.401394394422422,0.444642442102863,FALSE
"ENSG00000235169","SMIM1","chr1",3689333,"+",1149.96,0.161743353026588,0.219453895763619,FALSE
"ENSG00000130764","LRRC47","chr1",3713068,"-",1413.2,0.0672957308170767,0.112500061826909,FALSE
"ENSG00000116198","CEP104","chr1",3773797,"-",1727.68,0.0241439034243863,0.055808293892758,TRUE
"ENSG00000169598","DFFB","chr1",3773844,"+",1776.96,0.0206839172643309,0.0511006053966425,TRUE
"ENSG00000196581","AJAP1","chr1",4715104,"+",1320.84,0.0923436306254775,0.142717220263276,FALSE
"ENSG00000069424","KCNAB2","chr1",6052357,"+",1559.2,0.0411758352966588,0.0790870339621573,TRUE
"ENSG00000116254","CHD5","chr1",6240194,"-",1056.36,0.212579149683401,0.272105555901792,FALSE
"ENSG00000116251","RPL22","chr1",6259679,"-",2046.08,0.0100279598881604,0.0362707854024518,TRUE
"ENSG00000158286","RNF207","chr1",6266188,"+",1775.6,0.0207399170403318,0.0511460942346288,TRUE
"ENSG00000116237","ICMT","chr1",6296044,"-",651.24,0.461326154695381,0.499232324749023,FALSE
"ENSG00000173673","HES3","chr1",6304251,"+",666.72,0.451538193847225,0.490176712491021,FALSE
"ENSG00000158292","GPR153","chr1",6321035,"-",941.08,0.281534873860505,0.337935975972579,FALSE
"ENSG00000097021","ACOT7","chr1",6453826,"-",1064.36,0.207811168755325,0.267279378829751,FALSE
"ENSG00000069812","HES2","chr1",6479979,"-",1122.2,0.176011295954816,0.234390116742204,FALSE
"ENSG00000187017","ESPN","chr1",6484847,"+",1554.36,0.0418078327686689,0.079967224936641,TRUE
"ENSG00000215788","TNFRSF25","chr1",6526255,"-",775.36,0.384470462118152,0.429820593229304,FALSE
"ENSG00000171680","PLEKHG5","chr1",6580121,"-",783.52,0.37937448250207,0.425342035812545,FALSE
"ENSG00000162408","NOL9","chr1",6614658,"-",1866.52,0.0159639361442554,0.044135009660485,TRUE
"ENSG00000173662","TAS1R1","chr1",6615337,"+",1974.8,0.0119719521121916,0.0385479323914547,TRUE
"ENSG00000204859","ZBTB48","chr1",6640055,"+",1488.68,0.0519837920648317,0.0930955976954069,TRUE
"ENSG00000162413","KLHL21","chr1",6662929,"-",2475.6,0.0036559853760585,0.0290822441822617,TRUE
"ENSG00000116273","PHF13","chr1",6673755,"+",990.68,0.250906996372015,0.308791409013714,FALSE
"ENSG00000041988","THAP3","chr1",6684924,"+",1093.92,0.191047235811057,0.250035646693225,FALSE
"ENSG00000007923","DNAJC11","chr1",6761966,"-",1112,0.181407274370903,0.240097469750945,FALSE
"ENSG00000171735","CAMTA1","chr1",6845383,"+",1040.68,0.221511113955544,0.280676643369519,FALSE
"ENSG00000049245","VAMP3","chr1",7831328,"+",1754,0.0222199111203555,0.0532749598666358,TRUE
"ENSG00000049246","PER3","chr1",7844379,"+",934.48,0.285658857364571,0.341584209202732,FALSE
"ENSG00000049247","UTS2","chr1",7973294,"-",1568.24,0.0399038403846385,0.0773855172771924,TRUE
"ENSG00000049249","TNFRSF9","chr1",8003225,"-",1996.8,0.0112879548481806,0.0376546294074709,TRUE
"ENSG00000116288","PARK7","chr1",8021713,"+",1443,0.0608517565929736,0.104457992571549,FALSE
"ENSG00000116285","ERRFI1","chr1",8086393,"-",1968,0.0121719513121948,0.0388442129787036,TRUE
"ENSG00000162426","SLC45A1","chr1",8384389,"+",917.28,0.296426814292743,0.351393894431026,FALSE
"ENSG00000142599","RERE","chr1",8877699,"-",1910.04,0.0141399434402262,0.0413581899997209,TRUE
"ENSG00000074800","ENO1","chr1",8939151,"-",1398.44,0.0707717169131323,0.116895757297354,FALSE
"ENSG00000131686","CA6","chr1",9005892,"+",1768.4,0.0211639153443386,0.0516186745035629,TRUE
"ENSG00000197241","SLC2A7","chr1",9086404,"-",1169.08,0.152279390882436,0.209774180471999,FALSE
"ENSG00000142583","SLC2A5","chr1",9129887,"-",1458.28,0.0575317698729205,0.100121454288783,FALSE
"ENSG00000180758","GPR157","chr1",9189229,"-",1401.92,0.0698557205771177,0.115702162768024,FALSE
"ENSG00000049239","H6PD","chr1",9294862,"+",1250.88,0.117219531121876,0.171160895836287,FALSE
"ENSG00000171621","SPSB1","chr1",9352940,"+",1084.6,0.196159215363139,0.255255822760689,FALSE
"ENSG00000171612","SLC25A33","chr1",9599527,"+",1715.92,0.0250798996804013,0.0571839551839049,TRUE
"ENSG00000188807","TMEM201","chr1",9648931,"+",1294.44,0.101043595825617,0.152448612259678,FALSE
"ENSG00000171608","PIK3CD","chr1",9711789,"+",1336.48,0.0874196503213987,0.136850976098319,FALSE
"ENSG00000179840","C1orf200","chr1",9714644,"-",856.72,0.334510661957352,0.386036701561969,FALSE
"ENSG00000171603","CLSTN1","chr1",9884550,"-",1969.76,0.0121359514561942,0.0388052127876989,TRUE
"ENSG00000178585","CTNNBIP1","chr1",9970316,"-",1726.08,0.0242719029123884,0.0560196340009087,TRUE
"ENSG00000162441","LZIC","chr1",10003427,"-",1860.16,0.0162319350722597,0.0444791103897027,TRUE
"ENSG00000173614","NMNAT1","chr1",10003485,"+",1864,0.0160719357122572,0.0442835484222146,TRUE
"ENSG00000054523","KIF1B","chr1",10270763,"+",2153.08,0.00773996904012384,0.0336498387598118,TRUE
"ENSG00000142657","PGD","chr1",10459084,"+",1758.88,0.0218599125603498,0.0527570973878514,TRUE
"ENSG00000175279","APITD1","chr1",10490158,"+",2344.92,0.00496798012807949,0.0305698975223901,TRUE
"ENSG00000251503","APITD1-CORT","chr1",10490803,"+",2259.28,0.00595197619209523,0.0311427731033262,TRUE
"ENSG00000241563","CORT","chr1",10509775,"+",811.36,0.362462550149799,0.410866474975921,FALSE
"ENSG00000160049","DFFA","chr1",10532613,"-",2052.28,0.00982396070415718,0.0359018563925744,TRUE
"ENSG00000142655","PEX14","chr1",10535002,"+",1506.52,0.0489758040967836,0.0891376517632934,TRUE
"ENSG00000130940","CASZ1","chr1",10856733,"-",1075.48,0.20121919512322,0.260762761453719,FALSE
"ENSG00000175262","C1orf127","chr1",11042094,"-",1483.16,0.0529677881288475,0.0943278536409664,TRUE
"ENSG00000120948","TARDBP","chr1",11072678,"+",1514.2,0.0478038087847649,0.0875460285141108,TRUE
"ENSG00000009724","MASP2","chr1",11107296,"-",1533.04,0.0449798200807197,0.0837722395402297,TRUE
"ENSG00000116649","SRM","chr1",11120091,"-",1585.84,0.0376798492806029,0.074508809697742,TRUE
"ENSG00000171824","EXOSC10","chr1",11159938,"-",1814.4,0.0184799260802957,0.0479383169172526,TRUE
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",504.6,0.559437762248951,0.586489941606665,FALSE
"ENSG00000198793","MTOR","chr1",11322608,"-",1113.52,0.180691277234891,0.239379270674799,FALSE
"ENSG00000120942","UBIAD1","chr1",11333254,"+",1567.56,0.0399798400806397,0.077461209852948,TRUE
"ENSG00000204624","PTCHD2","chr1",11539294,"+",1216.32,0.131095475618098,0.186665731960059,FALSE
"ENSG00000132879","FBXO44","chr1",11714431,"+",1293.36,0.101395594417622,0.152830805686264,FALSE
"ENSG00000116661","FBXO2","chr1",11714888,"-",1237.8,0.122311510753957,0.176837462108914,FALSE
"ENSG00000116663","FBXO6","chr1",11724149,"+",423.4,0.618373526505894,0.63766217683291,FALSE
"ENSG00000116670","MAD2L2","chr1",11751678,"-",1019.48,0.233915064339743,0.292879216011908,FALSE
"ENSG00000162490","DRAXIN","chr1",11751780,"+",1039.4,0.222195111219555,0.281305893181335,FALSE
"ENSG00000177674","AGTRAP","chr1",11796141,"+",1989.52,0.0114879540481838,0.0378385803887977,TRUE
"ENSG00000011021","CLCN6","chr1",11866152,"+",1363.28,0.0798316806732773,0.127883142938247,FALSE
"ENSG00000177000","MTHFR","chr1",11866160,"-",1401.08,0.0700517197931208,0.11595190613244,FALSE
"ENSG00000175206","NPPA","chr1",11907840,"-",320.16,0.681597273610906,0.691330317225768,FALSE
"ENSG00000120937","NPPB","chr1",11918992,"-",741.72,0.404910380358479,0.447942419976176,FALSE
"ENSG00000116685","KIAA2013","chr1",11986485,"-",825.96,0.353394586421654,0.403087191565327,FALSE
"ENSG00000083444","PLOD1","chr1",11994723,"+",1487.48,0.0522037911848353,0.093356271723349,TRUE
"ENSG00000116688","MFN2","chr1",12040237,"+",1340.16,0.0863436546253815,0.135651579221094,FALSE
"ENSG00000116691","MIIP","chr1",12079298,"+",941.24,0.281446874212503,0.337875532601394,FALSE
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",2000.12,0.0111999552001792,0.0374738586754615,TRUE
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",1288.88,0.103163587345651,0.154853211509472,FALSE
"ENSG00000204518","AADACL4","chr1",12704565,"+",1452.2,0.05874776500894,0.101685578022899,FALSE
"ENSG00000188984","AADACL3","chr1",12776117,"+",1851.92,0.0165759336962652,0.0449817967923896,TRUE
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",1004.84,0.242535029859881,0.301109780829567,FALSE
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",494.96,0.566321734713061,0.59249571394301,FALSE
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",447.96,0.60062159751361,0.62200059403293,FALSE
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",491.56,0.568881724473102,0.594758056844301,FALSE
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",330.36,0.676465294138823,0.687154990077488,FALSE
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",182.4,0.724069103723585,0.726822372137901,FALSE
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",251.32,0.708321166715333,0.71300808970487,FALSE
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",144,0.729097083611666,0.731378695049623,FALSE
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",248.88,0.709101163595346,0.713673188366228,FALSE
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",136,0.730053079787681,0.732214931012887,FALSE
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",147,0.728653085387658,0.731096726610802,FALSE
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",123.8,0.731217075131699,0.733287544923671,FALSE
"ENSG00000162494","LRRC38","chr1",13840242,"-",1736.32,0.0234919060323759,0.0549307288246944,TRUE
"ENSG00000162493","PDPN","chr1",13910251,"+",1838.16,0.0172399310402758,0.0460115971013963,TRUE
"ENSG00000116731","PRDM2","chr1",14026734,"+",1914.28,0.0139639441442234,0.0411333707471209,TRUE
"ENSG00000189337","KAZN","chr1",14925212,"+",1679.68,0.0281638873444506,0.0615522820284571,TRUE
"ENSG00000171729","TMEM51","chr1",15479027,"+",2275.32,0.00577597689609242,0.0311100275106086,TRUE
"ENSG00000142621","FHAD1","chr1",15573767,"+",2067.48,0.0094439622241511,0.0355854741079567,TRUE
"ENSG00000142634","EFHD2","chr1",15736390,"+",1686.08,0.0275678897284411,0.0606547784593175,TRUE
"ENSG00000162438","CTRC","chr1",15764937,"+",790.88,0.374930500277999,0.421597181814731,FALSE
"ENSG00000142615","CELA2A","chr1",15783222,"+",943.44,0.279890880436478,0.336277437568785,FALSE
"ENSG00000215704","CELA2B","chr1",15802595,"+",778.72,0.382326470694117,0.427983441969949,FALSE
"ENSG00000132906","CASP9","chr1",15851285,"-",2000.16,0.0111999552001792,0.0374738586754615,TRUE
"ENSG00000116138","DNAJC16","chr1",15853351,"+",1730.8,0.0239319042723829,0.0555327835565597,TRUE
"ENSG00000116771","AGMAT","chr1",15911605,"-",1298.48,0.0996076015695937,0.150916277496267,FALSE
"ENSG00000197312","DDI2","chr1",15943952,"+",2616.32,0.00267198931204275,0.0283425320394375,TRUE
"ENSG00000215695","RSC1A1","chr1",15986363,"+",430.36,0.613177547289811,0.632958605600885,FALSE
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",1295.2,0.100771596913612,0.152230155364492,FALSE
"ENSG00000162461","SLC25A34","chr1",16062808,"+",390.2,0.640953436186255,0.656871153972338,FALSE
"ENSG00000162460","TMEM82","chr1",16068986,"+",1471.12,0.0550397798408806,0.0970072742193076,TRUE
"ENSG00000162458","FBLIM1","chr1",16083153,"+",1424,0.0648997404010384,0.109607229272654,FALSE
"ENSG00000065526","SPEN","chr1",16174358,"+",1568.12,0.0399198403206387,0.0773855172771924,TRUE
"ENSG00000116809","ZBTB17","chr1",16302627,"-",2409.96,0.00428398286406854,0.029628939725581,TRUE
"ENSG00000183888","C1orf64","chr1",16330730,"+",990.04,0.251318994724021,0.309256051157863,FALSE
"ENSG00000173641","HSPB7","chr1",16346089,"-",768.84,0.388290446838213,0.433308579584282,FALSE
"ENSG00000186510","CLCNKA","chr1",16348485,"+",665.8,0.452078191687233,0.490584912282525,FALSE
"ENSG00000184908","CLCNKB","chr1",16355620,"+",767.48,0.389134443462226,0.433980640816999,FALSE
"ENSG00000185519","FAM131C","chr1",16400127,"-",1160.88,0.156375374498502,0.214118561984944,FALSE
"ENSG00000142627","EPHA2","chr1",16482582,"-",1515.2,0.0476638093447626,0.0874138531425043,TRUE
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",1366.72,0.0788916844332623,0.126807362756222,FALSE
"ENSG00000132881","RSG1","chr1",16563659,"-",2328.24,0.0051999792000832,0.0307763254928289,TRUE
"ENSG00000037637","FBXO42","chr1",16678948,"-",2133.72,0.00807596769612921,0.033888668183645,TRUE
"ENSG00000055070","SZRD1","chr1",16693524,"+",1483.36,0.0529437882248471,0.0943203082402516,TRUE
"ENSG00000187144","SPATA21","chr1",16763919,"-",466.48,0.587085651657393,0.610547859975169,FALSE
"ENSG00000157191","NECAP2","chr1",16767166,"+",1974.48,0.0119799520801917,0.0385479323914547,TRUE
"ENSG00000219481","NBPF1","chr1",16940100,"-",7914.44,0.000223999104003584,0.0283425320394375,TRUE
"ENSG00000058453","CROCC","chr1",17248444,"+",1364.44,0.0794796820812717,0.12744437454586,FALSE
"ENSG00000117122","MFAP2","chr1",17308081,"-",1760.68,0.0217039131843473,0.0525147520652672,TRUE
"ENSG00000159363","ATP13A2","chr1",17338423,"-",1560.32,0.0410518357926568,0.0789671564845674,TRUE
"ENSG00000117118","SDHB","chr1",17380665,"-",1257.4,0.114823540705837,0.168508615043368,FALSE
"ENSG00000117115","PADI2","chr1",17445948,"-",1943.28,0.0130239479042084,0.0401484450714558,TRUE
"ENSG00000142623","PADI1","chr1",17531620,"+",930.4,0.28814284742861,0.343661700497707,FALSE
"ENSG00000142619","PADI3","chr1",17575592,"+",1172.6,0.150755396978412,0.20817001008919,FALSE
"ENSG00000159339","PADI4","chr1",17634689,"+",1670.28,0.0288918844324623,0.0624263622348496,TRUE
"ENSG00000179051","RCC2","chr1",17766250,"-",1391.2,0.0725277098891604,0.119007762360175,FALSE
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",1361.84,0.0801756792972828,0.128216803480225,FALSE
"ENSG00000117148","ACTL8","chr1",18081807,"+",418.76,0.621513513945944,0.640311586825278,FALSE
"ENSG00000117154","IGSF21","chr1",18434239,"+",1750.88,0.0224559101763593,0.0535617915992328,TRUE
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",821.76,0.356074575701697,0.405397013282246,FALSE
"ENSG00000009709","PAX7","chr1",18957499,"+",1251.88,0.11685153259387,0.170744962278596,FALSE
"ENSG00000179002","TAS1R2","chr1",19186155,"-",846.44,0.340994636021456,0.39168125871648,FALSE
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",1930.68,0.0134279462882148,0.0405511045295207,TRUE
"ENSG00000169991","IFFO2","chr1",19282826,"-",1406.96,0.0687117251530994,0.114154944768467,FALSE
"ENSG00000127481","UBR4","chr1",19536746,"-",1923.24,0.0136679453282187,0.040820900234856,TRUE
"ENSG00000127463","EMC1","chr1",19578053,"-",1880.44,0.015375938496246,0.0433710672448322,TRUE
"ENSG00000053372","MRTO4","chr1",19578074,"+",1890.32,0.0149479402082392,0.0427460229958411,TRUE
"ENSG00000211454","AKR7L","chr1",19600568,"-",726.84,0.414214343142627,0.4562254064151,FALSE
"ENSG00000162482","AKR7A3","chr1",19615280,"-",1173.08,0.150515397938408,0.207870588428402,FALSE
"ENSG00000053371","AKR7A2","chr1",19638640,"-",1534.04,0.044811820752717,0.083584475720285,TRUE
"ENSG00000040487","PQLC2","chr1",19638739,"+",1551.48,0.0422398310406758,0.0805360814669328,TRUE
"ENSG00000077549","CAPZB","chr1",19812066,"-",1082.04,0.197675209299163,0.256967751620629,FALSE
"ENSG00000173436","MINOS1","chr1",19923470,"+",2437.96,0.00400798396806413,0.0293782442673414,TRUE
"ENSG00000158747","NBL1","chr1",19969722,"+",1412.92,0.0673477306090776,0.112575600344652,FALSE
"ENSG00000158748","HTR6","chr1",19991779,"+",1347.84,0.084059663761345,0.13287733569742,FALSE
"ENSG00000162542","TMCO4","chr1",20126758,"-",1648.92,0.0309078763684945,0.0651703612225344,TRUE
"ENSG00000178828","RNF186","chr1",20141771,"-",1460.16,0.0571197715209139,0.0996448298283364,TRUE
"ENSG00000169914","OTUD3","chr1",20208887,"+",1974.2,0.0119879520481918,0.0385479323914547,TRUE
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",1205.48,0.135839456642173,0.191898487934497,FALSE
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",1449.48,0.0593877624489502,0.102477143489484,FALSE
"ENSG00000127472","PLA2G5","chr1",20396700,"+",1082.52,0.197383210467158,0.256662514385799,FALSE
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",966.36,0.265774936900252,0.323233461537699,FALSE
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",1031.68,0.226723093107628,0.285647546629353,FALSE
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",1127.04,0.173363306546774,0.231550946117644,FALSE
"ENSG00000162543","UBXN10","chr1",20512577,"+",1684.4,0.0276958892164431,0.0608008936436799,TRUE
"ENSG00000158816","VWA5B1","chr1",20617411,"+",1983.12,0.0117319530721877,0.0383519375840604,TRUE
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",1940.44,0.0131119475522098,0.0402061661508122,TRUE
"ENSG00000090432","MUL1","chr1",20834674,"-",1642.04,0.0316198735205059,0.0661625305474533,TRUE
"ENSG00000183114","FAM43B","chr1",20878931,"+",2509.2,0.00336798652805389,0.0286335897970909,TRUE
"ENSG00000158825","CDA","chr1",20915443,"+",2228.84,0.00637997448010208,0.0315351473872035,TRUE
"ENSG00000158828","PINK1","chr1",20959947,"+",3155.36,0.000987996048015808,0.0283425320394375,TRUE
"ENSG00000244038","DDOST","chr1",20988037,"-",1619.96,0.0338478646085416,0.069266189875505,TRUE
"ENSG00000117245","KIF17","chr1",21044317,"-",1321.72,0.0920076319694721,0.142344997111436,FALSE
"ENSG00000189410","SH2D5","chr1",21059133,"-",1798.16,0.0194439222243111,0.0492991310520634,TRUE
"ENSG00000127483","HP1BP3","chr1",21113799,"-",2225.28,0.0064439742241031,0.0316069089176607,TRUE
"ENSG00000075151","EIF4G3","chr1",21503381,"-",1604.32,0.0355678577285691,0.0716827903991853,TRUE
"ENSG00000117298","ECE1","chr1",21672034,"-",1868.56,0.0158799364802541,0.0439908549007779,TRUE
"ENSG00000142794","NBPF3","chr1",21766582,"+",2253.52,0.00601997592009632,0.0311437790393417,TRUE
"ENSG00000162551","ALPL","chr1",21835857,"+",1731.12,0.0239159043363827,0.0555315481493216,TRUE
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",1536.44,0.044435822256711,0.083099015035964,TRUE
"ENSG00000090686","USP48","chr1",22109688,"-",2382.6,0.00457598169607322,0.0299682041373542,TRUE
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",1127.2,0.173251306994772,0.231435794899773,FALSE
"ENSG00000142798","HSPG2","chr1",22263750,"-",1769.08,0.0211119155523378,0.0515619042285736,TRUE
"ENSG00000219073","CELA3B","chr1",22303417,"+",1131.52,0.170903316386734,0.229015036761591,FALSE
"ENSG00000142789","CELA3A","chr1",22328148,"+",1085.28,0.195815216739133,0.254863613376173,FALSE
"ENSG00000070831","CDC42","chr1",22379119,"+",1523.08,0.0465078139687441,0.0858469684887327,TRUE
"ENSG00000162552","WNT4","chr1",22470385,"-",1193.56,0.141359434562262,0.198059882128252,FALSE
"ENSG00000184677","ZBTB40","chr1",22778343,"+",2411.92,0.00425998296006816,0.029628939725581,TRUE
"ENSG00000070886","EPHA8","chr1",22890003,"+",1488.68,0.0519837920648317,0.0930955976954069,TRUE
"ENSG00000173372","C1QA","chr1",22963117,"+",775.24,0.384530461878152,0.429860899313409,FALSE
