"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000173662","TAS1R1","chr1",6615337,"+",270.96
"ENSG00000204859","ZBTB48","chr1",6640055,"+",398.4
"ENSG00000162413","KLHL21","chr1",6662929,"-",386.08
"ENSG00000116273","PHF13","chr1",6673755,"+",198.96
"ENSG00000041988","THAP3","chr1",6684924,"+",235.84
"ENSG00000007923","DNAJC11","chr1",6761966,"-",410.36
"ENSG00000171735","CAMTA1","chr1",6845383,"+",263.76
"ENSG00000049245","VAMP3","chr1",7831328,"+",365.28
"ENSG00000049246","PER3","chr1",7844379,"+",581.64
"ENSG00000049247","UTS2","chr1",7973294,"-",320.2
"ENSG00000049249","TNFRSF9","chr1",8003225,"-",612.44
"ENSG00000116288","PARK7","chr1",8021713,"+",381.56
"ENSG00000116285","ERRFI1","chr1",8086393,"-",578.12
"ENSG00000162426","SLC45A1","chr1",8384389,"+",361.68
"ENSG00000142599","RERE","chr1",8877699,"-",442.8
"ENSG00000074800","ENO1","chr1",8939151,"-",476.16
"ENSG00000131686","CA6","chr1",9005892,"+",518.12
"ENSG00000197241","SLC2A7","chr1",9086404,"-",362.04
"ENSG00000142583","SLC2A5","chr1",9129887,"-",272.04
"ENSG00000180758","GPR157","chr1",9189229,"-",352
"ENSG00000049239","H6PD","chr1",9294862,"+",243.12
"ENSG00000171621","SPSB1","chr1",9352940,"+",415.64
"ENSG00000171612","SLC25A33","chr1",9599527,"+",311.92
"ENSG00000188807","TMEM201","chr1",9648931,"+",405.28
"ENSG00000171608","PIK3CD","chr1",9711789,"+",248.28
"ENSG00000179840","C1orf200","chr1",9714644,"-",379.8
"ENSG00000171603","CLSTN1","chr1",9884550,"-",466.96
"ENSG00000178585","CTNNBIP1","chr1",9970316,"-",330.36
"ENSG00000162441","LZIC","chr1",10003427,"-",342.8
"ENSG00000173614","NMNAT1","chr1",10003485,"+",344.4
"ENSG00000054523","KIF1B","chr1",10270763,"+",448.96
"ENSG00000142657","PGD","chr1",10459084,"+",474.68
"ENSG00000175279","APITD1","chr1",10490158,"+",484.8
"ENSG00000251503","APITD1-CORT","chr1",10490803,"+",463.76
"ENSG00000241563","CORT","chr1",10509775,"+",393.4
"ENSG00000160049","DFFA","chr1",10532613,"-",517.16
"ENSG00000142655","PEX14","chr1",10535002,"+",433.64
"ENSG00000130940","CASZ1","chr1",10856733,"-",261.24
"ENSG00000175262","C1orf127","chr1",11042094,"-",354.68
"ENSG00000120948","TARDBP","chr1",11072678,"+",349.04
"ENSG00000009724","MASP2","chr1",11107296,"-",234.6
"ENSG00000116649","SRM","chr1",11120091,"-",195.36
"ENSG00000171824","EXOSC10","chr1",11159938,"-",547.16
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",482.72
"ENSG00000198793","MTOR","chr1",11322608,"-",193.36
"ENSG00000120942","UBIAD1","chr1",11333254,"+",359.68
"ENSG00000204624","PTCHD2","chr1",11539294,"+",291.24
"ENSG00000132879","FBXO44","chr1",11714431,"+",357.96
"ENSG00000116661","FBXO2","chr1",11714888,"-",321.88
"ENSG00000116663","FBXO6","chr1",11724149,"+",313.84
"ENSG00000116670","MAD2L2","chr1",11751678,"-",392.28
"ENSG00000162490","DRAXIN","chr1",11751780,"+",429.72
"ENSG00000177674","AGTRAP","chr1",11796141,"+",369.4
"ENSG00000011021","CLCN6","chr1",11866152,"+",557.08
"ENSG00000177000","MTHFR","chr1",11866160,"-",557.48
"ENSG00000175206","NPPA","chr1",11907840,"-",340.12
"ENSG00000120937","NPPB","chr1",11918992,"-",362.16
"ENSG00000116685","KIAA2013","chr1",11986485,"-",276
"ENSG00000083444","PLOD1","chr1",11994723,"+",261.8
"ENSG00000116688","MFN2","chr1",12040237,"+",321.36
"ENSG00000116691","MIIP","chr1",12079298,"+",211.64
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",531.88
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",292
"ENSG00000204518","AADACL4","chr1",12704565,"+",491.88
"ENSG00000188984","AADACL3","chr1",12776117,"+",376
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",891.32
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",2231.44
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",2337.44
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",2346.12
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",2120.04
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",1363.96
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",1285.12
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",1535.96
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",1544.04
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",1150.96
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",1053.72
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",848
"ENSG00000162494","LRRC38","chr1",13840242,"-",568.4
"ENSG00000162493","PDPN","chr1",13910251,"+",364.52
"ENSG00000116731","PRDM2","chr1",14026734,"+",563.24
"ENSG00000189337","KAZN","chr1",14925212,"+",514.12
"ENSG00000171729","TMEM51","chr1",15479027,"+",364.4
"ENSG00000142621","FHAD1","chr1",15573767,"+",526.32
"ENSG00000142634","EFHD2","chr1",15736390,"+",441.52
"ENSG00000162438","CTRC","chr1",15764937,"+",354.44
"ENSG00000142615","CELA2A","chr1",15783222,"+",376.56
"ENSG00000215704","CELA2B","chr1",15802595,"+",391.4
"ENSG00000132906","CASP9","chr1",15851285,"-",343.68
"ENSG00000116138","DNAJC16","chr1",15853351,"+",359.32
"ENSG00000116771","AGMAT","chr1",15911605,"-",372.68
"ENSG00000197312","DDI2","chr1",15943952,"+",451.2
"ENSG00000215695","RSC1A1","chr1",15986363,"+",416
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",309.28
"ENSG00000162461","SLC25A34","chr1",16062808,"+",314
"ENSG00000162460","TMEM82","chr1",16068986,"+",202.44
"ENSG00000162458","FBLIM1","chr1",16083153,"+",368
"ENSG00000065526","SPEN","chr1",16174358,"+",334.36
"ENSG00000116809","ZBTB17","chr1",16302627,"-",351.16
"ENSG00000183888","C1orf64","chr1",16330730,"+",204.44
"ENSG00000173641","HSPB7","chr1",16346089,"-",415
"ENSG00000186510","CLCNKA","chr1",16348485,"+",404.36
"ENSG00000184908","CLCNKB","chr1",16355620,"+",204.28
"ENSG00000185519","FAM131C","chr1",16400127,"-",240.08
"ENSG00000142627","EPHA2","chr1",16482582,"-",444.32
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",568.24
"ENSG00000132881","RSG1","chr1",16563659,"-",306.08
"ENSG00000037637","FBXO42","chr1",16678948,"-",418.08
"ENSG00000055070","SZRD1","chr1",16693524,"+",409.16
"ENSG00000187144","SPATA21","chr1",16763919,"-",241
"ENSG00000157191","NECAP2","chr1",16767166,"+",361.44
"ENSG00000219481","NBPF1","chr1",16940100,"-",1354.88
"ENSG00000058453","CROCC","chr1",17248444,"+",442.4
"ENSG00000117122","MFAP2","chr1",17308081,"-",258.16
"ENSG00000159363","ATP13A2","chr1",17338423,"-",406.64
"ENSG00000117118","SDHB","chr1",17380665,"-",368.44
"ENSG00000117115","PADI2","chr1",17445948,"-",256
"ENSG00000142623","PADI1","chr1",17531620,"+",393.72
"ENSG00000142619","PADI3","chr1",17575592,"+",315.92
"ENSG00000159339","PADI4","chr1",17634689,"+",547.36
"ENSG00000179051","RCC2","chr1",17766250,"-",292.12
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",288
"ENSG00000117148","ACTL8","chr1",18081807,"+",2074
"ENSG00000117154","IGSF21","chr1",18434239,"+",333
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",701.96
"ENSG00000009709","PAX7","chr1",18957499,"+",252.6
"ENSG00000179002","TAS1R2","chr1",19186155,"-",693.28
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",359.84
"ENSG00000169991","IFFO2","chr1",19282826,"-",249.08
"ENSG00000127481","UBR4","chr1",19536746,"-",465.48
"ENSG00000127463","EMC1","chr1",19578053,"-",390.84
"ENSG00000053372","MRTO4","chr1",19578074,"+",395
"ENSG00000211454","AKR7L","chr1",19600568,"-",433.56
"ENSG00000162482","AKR7A3","chr1",19615280,"-",391.92
"ENSG00000053371","AKR7A2","chr1",19638640,"-",391.12
"ENSG00000040487","PQLC2","chr1",19638739,"+",447.96
"ENSG00000077549","CAPZB","chr1",19812066,"-",320
"ENSG00000173436","MINOS1","chr1",19923470,"+",404.48
"ENSG00000158747","NBL1","chr1",19969722,"+",389.92
"ENSG00000158748","HTR6","chr1",19991779,"+",401.16
"ENSG00000162542","TMCO4","chr1",20126758,"-",380.12
"ENSG00000178828","RNF186","chr1",20141771,"-",544.28
"ENSG00000169914","OTUD3","chr1",20208887,"+",474.44
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",408.08
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",515.84
"ENSG00000127472","PLA2G5","chr1",20396700,"+",368.48
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",407.32
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",646.52
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",340.68
"ENSG00000162543","UBXN10","chr1",20512577,"+",467.76
"ENSG00000158816","VWA5B1","chr1",20617411,"+",403.48
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",229.28
"ENSG00000090432","MUL1","chr1",20834674,"-",328.84
"ENSG00000183114","FAM43B","chr1",20878931,"+",342.32
"ENSG00000158825","CDA","chr1",20915443,"+",742.56
"ENSG00000158828","PINK1","chr1",20959947,"+",466.8
"ENSG00000244038","DDOST","chr1",20988037,"-",542.76
"ENSG00000117245","KIF17","chr1",21044317,"-",359.36
"ENSG00000189410","SH2D5","chr1",21059133,"-",353.76
"ENSG00000127483","HP1BP3","chr1",21113799,"-",376.48
"ENSG00000075151","EIF4G3","chr1",21503381,"-",279.6
"ENSG00000117298","ECE1","chr1",21672034,"-",345.16
"ENSG00000142794","NBPF3","chr1",21766582,"+",413.48
"ENSG00000162551","ALPL","chr1",21835857,"+",372.64
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",359.84
"ENSG00000090686","USP48","chr1",22109688,"-",331.56
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",438.76
"ENSG00000142798","HSPG2","chr1",22263750,"-",301.4
"ENSG00000219073","CELA3B","chr1",22303417,"+",454.04
"ENSG00000142789","CELA3A","chr1",22328148,"+",398
"ENSG00000070831","CDC42","chr1",22379119,"+",357.52
"ENSG00000162552","WNT4","chr1",22470385,"-",356.92
"ENSG00000184677","ZBTB40","chr1",22778343,"+",482.44
"ENSG00000070886","EPHA8","chr1",22890003,"+",305.52
"ENSG00000173372","C1QA","chr1",22963117,"+",788.12
"ENSG00000159189","C1QC","chr1",22970117,"+",425.56
"ENSG00000173369","C1QB","chr1",22979681,"+",316.24
"ENSG00000133216","EPHB2","chr1",23037330,"+",323.2
"ENSG00000227868","C1orf234","chr1",23342343,"-",230.36
"ENSG00000004487","KDM1A","chr1",23345940,"+",471.72
"ENSG00000169641","LUZP1","chr1",23504301,"-",358.64
"ENSG00000179546","HTR1D","chr1",23521222,"-",392
"ENSG00000125944","HNRNPR","chr1",23670853,"-",238.76
"ENSG00000249087","C1orf213","chr1",23695463,"+",784.96
"ENSG00000125945","ZNF436","chr1",23696357,"-",686.88
"ENSG00000204219","TCEA3","chr1",23751261,"-",454.6
"ENSG00000088280","ASAP3","chr1",23810750,"-",202.84
"ENSG00000007968","E2F2","chr1",23857712,"-",489.24
"ENSG00000117318","ID3","chr1",23886285,"-",361.72
"ENSG00000142676","RPL11","chr1",24018268,"+",681.8
"ENSG00000011007","TCEB3","chr1",24069855,"+",427.96
"ENSG00000057757","PITHD1","chr1",24104875,"+",413.96
"ENSG00000011009","LYPLA2","chr1",24117645,"+",334.36
"ENSG00000117308","GALE","chr1",24127294,"-",422.88
"ENSG00000117305","HMGCL","chr1",24151949,"-",334.36
"ENSG00000179163","FUCA1","chr1",24194859,"-",430.6
"ENSG00000188822","CNR2","chr1",24239817,"-",410.84
"ENSG00000189266","PNRC2","chr1",24286300,"+",450.8
"ENSG00000188529","SRSF10","chr1",24306953,"-",433.92
"ENSG00000142661","MYOM3","chr1",24421493,"-",471.12
"ENSG00000142677","IL22RA1","chr1",24469775,"-",468.2
"ENSG00000185436","IFNLR1","chr1",24513765,"-",318.28
"ENSG00000158055","GRHL3","chr1",24645811,"+",495.12
"ENSG00000001460","STPG1","chr1",24741587,"-",285.72
"ENSG00000001461","NIPAL3","chr1",24742244,"+",386.84
"ENSG00000117602","RCAN3","chr1",24828840,"+",501.24
"ENSG00000184454","NCMAP","chr1",24882566,"+",367.64
"ENSG00000133226","SRRM1","chr1",24969593,"+",491.88
"ENSG00000169504","CLIC4","chr1",25071759,"+",422
"ENSG00000020633","RUNX3","chr1",25291501,"-",255.2
"ENSG00000117614","SYF2","chr1",25559013,"-",414.16
"ENSG00000117616","C1orf63","chr1",25573985,"-",437.84
"ENSG00000187010","RHD","chr1",25598980,"+",799.28
"ENSG00000183726","TMEM50A","chr1",25664788,"+",278.36
"ENSG00000188672","RHCE","chr1",25756683,"-",442.44
"ENSG00000204178","TMEM57","chr1",25757387,"+",439.8
"ENSG00000157978","LDLRAP1","chr1",25870075,"+",394.92
"ENSG00000117643","MAN1C1","chr1",25943958,"+",296.52
"ENSG00000162430","SEPN1","chr1",26126666,"+",352.08
"ENSG00000117640","MTFR1L","chr1",26146396,"+",461.04
"ENSG00000228172","AL020996.1","chr1",26150097,"-",461.84
"ENSG00000127423","AUNIP","chr1",26185848,"-",325.4
"ENSG00000182749","PAQR7","chr1",26197744,"-",535.72
"ENSG00000117632","STMN1","chr1",26233368,"-",350.04
"ENSG00000158006","PAFAH2","chr1",26324648,"-",331.16
"ENSG00000158008","EXTL1","chr1",26348270,"+",449.08
"ENSG00000158014","SLC30A2","chr1",26372604,"-",463.84
"ENSG00000158022","TRIM63","chr1",26394125,"-",335.32
"ENSG00000175087","PDIK1L","chr1",26437655,"+",320
"ENSG00000197245","FAM110D","chr1",26485510,"+",358
"ENSG00000142684","ZNF593","chr1",26496387,"+",415.24
"ENSG00000142675","CNKSR1","chr1",26503980,"+",323.4
"ENSG00000188782","CATSPER4","chr1",26517118,"+",355.12
"ENSG00000130695","CEP85","chr1",26560692,"+",433.88
"ENSG00000142669","SH3BGRL3","chr1",26606212,"+",543.92
"ENSG00000169442","CD52","chr1",26644410,"+",288
"ENSG00000158062","UBXN11","chr1",26644756,"-",282.44
"ENSG00000176092","AIM1L","chr1",26680621,"-",408.88
"ENSG00000131914","LIN28A","chr1",26737268,"+",320.56
"ENSG00000198830","HMGN2","chr1",26798901,"+",445.12
"ENSG00000117676","RPS6KA1","chr1",26856248,"+",330.92
"ENSG00000117713","ARID1A","chr1",27022521,"+",271.04
"ENSG00000060642","PIGV","chr1",27114453,"+",585.08
"ENSG00000204160","ZDHHC18","chr1",27153200,"+",272.48
"ENSG00000175793","SFN","chr1",27189632,"+",469.56
"ENSG00000142751","GPN2","chr1",27216869,"-",583.64
"ENSG00000198746","GPATCH3","chr1",27226962,"-",353.6
"ENSG00000131910","NR0B2","chr1",27240567,"-",387.96
"ENSG00000090273","NUDC","chr1",27248212,"+",544.88
"ENSG00000175707","C1orf172","chr1",27286901,"-",457.4
"ENSG00000253368","TRNP1","chr1",27320194,"+",313.04
"ENSG00000158246","FAM46B","chr1",27339333,"-",295.96
"ENSG00000090020","SLC9A1","chr1",27481621,"-",404.36
"ENSG00000142784","WDTC1","chr1",27561006,"+",338.24
"ENSG00000186501","TMEM222","chr1",27648635,"+",496.72
"ENSG00000142765","SYTL1","chr1",27668482,"+",309
"ENSG00000142733","MAP3K6","chr1",27693337,"-",487.6
"ENSG00000142748","FCN3","chr1",27701315,"-",266.04
"ENSG00000174950","CD164L2","chr1",27709805,"-",410.88
"ENSG00000181773","GPR3","chr1",27719147,"+",448.72
"ENSG00000126705","AHDC1","chr1",27930143,"-",182.48
"ENSG00000000938","FGR","chr1",27961727,"-",392.44
"ENSG00000126709","IFI6","chr1",27998724,"-",525.48
"ENSG00000009780","FAM76A","chr1",28052489,"+",488.04
"ENSG00000117758","STX12","chr1",28099693,"+",184.48
"ENSG00000117751","PPP1R8","chr1",28157251,"+",491.64
"ENSG00000130775","THEMIS2","chr1",28199054,"+",292.32
"ENSG00000117748","RPA2","chr1",28241236,"-",740.96
"ENSG00000130768","SMPDL3B","chr1",28261503,"+",324.32
"ENSG00000158156","XKR8","chr1",28286503,"+",500.44
"ENSG00000158161","EYA3","chr1",28415148,"-",341.44
"ENSG00000169403","PTAFR","chr1",28520447,"-",432.2
"ENSG00000126698","DNAJC8","chr1",28559542,"-",320
"ENSG00000130770","ATPIF1","chr1",28562601,"+",295.56
"ENSG00000130766","SESN2","chr1",28585962,"+",395
"ENSG00000130772","MED18","chr1",28655512,"+",392
"ENSG00000204138","PHACTR4","chr1",28696092,"+",243.52
"ENSG00000180198","RCC1","chr1",28832454,"+",545.88
"ENSG00000180098","TRNAU1AP","chr1",28879528,"+",270
"ENSG00000188060","RAB42","chr1",28918711,"+",508
"ENSG00000120656","TAF12","chr1",28969604,"-",388.64
"ENSG00000162419","GMEB1","chr1",28995239,"+",211.96
"ENSG00000198492","YTHDF2","chr1",29063132,"+",314.84
"ENSG00000116329","OPRD1","chr1",29138653,"+",515.68
"ENSG00000159023","EPB41","chr1",29213602,"+",456.8
"ENSG00000253304","TMEM200B","chr1",29450421,"-",207.72
"ENSG00000116350","SRSF4","chr1",29508637,"-",420.04
"ENSG00000116353","MECR","chr1",29557454,"-",438.36
"ENSG00000060656","PTPRU","chr1",29563027,"+",570.12
"ENSG00000162510","MATN1","chr1",31196432,"-",391.32
"ENSG00000162511","LAPTM5","chr1",31230683,"-",591.12
"ENSG00000162512","SDC3","chr1",31381480,"-",346.04
"ENSG00000134644","PUM1","chr1",31538763,"-",471.68
"ENSG00000084628","NKAIN1","chr1",31712734,"-",452.92
"ENSG00000060688","SNRNP40","chr1",31769644,"-",469.32
"ENSG00000121766","ZCCHC17","chr1",31769841,"+",498.68
"ENSG00000121769","FABP3","chr1",31845923,"-",524
"ENSG00000168528","SERINC2","chr1",31882411,"+",420.2
"ENSG00000142910","TINAGL1","chr1",32042085,"+",383.36
"ENSG00000121764","HCRTR1","chr1",32083300,"+",599.48
"ENSG00000162517","PEF1","chr1",32110838,"-",531.36
"ENSG00000084636","COL16A1","chr1",32169768,"-",576.96
"ENSG00000121753","BAI2","chr1",32229648,"-",284.68
"ENSG00000134668","SPOCD1","chr1",32281580,"-",420.76
"ENSG00000184007","PTP4A2","chr1",32403988,"-",590.48
"ENSG00000121774","KHDRBS1","chr1",32479294,"+",511.6
"ENSG00000121775","TMEM39B","chr1",32538502,"+",351.32
"ENSG00000025800","KPNA6","chr1",32573643,"+",331.6
"ENSG00000084652","TXLNA","chr1",32645344,"+",335.88
"ENSG00000160050","CCDC28B","chr1",32666201,"+",410.88
"ENSG00000160051","IQCC","chr1",32671235,"+",556.28
"ENSG00000222046","DCDC2B","chr1",32674694,"+",283
"ENSG00000084623","EIF3I","chr1",32687184,"+",519.12
"ENSG00000160055","TMEM234","chr1",32687926,"-",612.2
"ENSG00000183615","FAM167B","chr1",32712817,"+",466.72
"ENSG00000182866","LCK","chr1",32716839,"+",416.04
"ENSG00000116478","HDAC1","chr1",32757707,"+",335.24
"ENSG00000175130","MARCKSL1","chr1",32801840,"-",304.56
"ENSG00000225828","FAM229A","chr1",32827844,"-",504.12
"ENSG00000162526","TSSK3","chr1",32827861,"+",504.44
"ENSG00000160058","BSDC1","chr1",32860062,"-",487.2
"ENSG00000160062","ZBTB8A","chr1",32930657,"+",442.96
"ENSG00000176261","ZBTB8OS","chr1",33116185,"-",391.32
"ENSG00000162521","RBBP4","chr1",33116748,"+",412.64
"ENSG00000162520","SYNC","chr1",33168361,"-",305.96
"ENSG00000162522","KIAA1522","chr1",33207511,"+",396.04
"ENSG00000116497","S100PBP","chr1",33283042,"+",523.6
"ENSG00000134684","YARS","chr1",33283633,"-",475.16
"ENSG00000160097","FNDC5","chr1",33338082,"-",360
"ENSG00000121905","HPCA","chr1",33352097,"+",377.32
"ENSG00000121900","TMEM54","chr1",33366953,"-",367.16
"ENSG00000116514","RNF19B","chr1",33430286,"-",300.52
"ENSG00000004455","AK2","chr1",33502512,"-",542.24
"ENSG00000142920","ADC","chr1",33546713,"+",310.92
"ENSG00000116525","TRIM62","chr1",33647671,"-",471.04
"ENSG00000160094","ZNF362","chr1",33722173,"+",335.36
"ENSG00000184389","A3GALT2","chr1",33786699,"-",355.24
"ENSG00000134686","PHC2","chr1",33896216,"-",534.24
"ENSG00000121903","ZSCAN20","chr1",33938231,"+",449.76
"ENSG00000176256","HMGB4","chr1",34326075,"+",483.28
"ENSG00000121904","CSMD2","chr1",34630875,"-",256.32
"ENSG00000142698","C1orf94","chr1",34632623,"+",387.2
"ENSG00000189280","GJB5","chr1",35220647,"+",541.4
"ENSG00000189433","GJB4","chr1",35225341,"+",528.24
"ENSG00000188910","GJB3","chr1",35246789,"+",321.28
"ENSG00000187513","GJA4","chr1",35258170,"+",363.92
"ENSG00000163866","SMIM12","chr1",35325417,"-",503.68
"ENSG00000116544","DLGAP3","chr1",35370984,"-",272.6
"ENSG00000243749","ZMYM6NB","chr1",35450948,"-",338.52
"ENSG00000197056","ZMYM1","chr1",35544971,"+",230.36
"ENSG00000116560","SFPQ","chr1",35658743,"-",317.2
"ENSG00000146463","ZMYM4","chr1",35734567,"+",639.96
"ENSG00000142687","KIAA0319L","chr1",36023037,"-",441.16
"ENSG00000020129","NCDN","chr1",36023392,"+",399.6
"ENSG00000116819","TFAP2E","chr1",36038970,"+",783.12
"ENSG00000126067","PSMB2","chr1",36107445,"-",533.6
"ENSG00000142686","C1orf216","chr1",36184790,"-",434.64
"ENSG00000092853","CLSPN","chr1",36235551,"-",337.56
"ENSG00000134698","AGO4","chr1",36273827,"+",439.96
"ENSG00000092847","AGO1","chr1",36335408,"+",469.96
"ENSG00000126070","AGO3","chr1",36396682,"+",331.28
"ENSG00000092850","TEKT2","chr1",36549675,"+",325.76
"ENSG00000116863","ADPRHL2","chr1",36554452,"+",345.52
"ENSG00000171812","COL8A2","chr1",36565850,"-",343.2
"ENSG00000054116","TRAPPC3","chr1",36621654,"-",452.56
