"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000149527","PLCH2","chr1",2407753,"+",76.8
"ENSG00000157881","PANK4","chr1",2458035,"-",1965.76
"ENSG00000197921","HES5","chr1",2461684,"-",461.52
"ENSG00000157873","TNFRSF14","chr1",2487804,"+",99.24
"ENSG00000157870","FAM213B","chr1",2517898,"+",2135.2
"ENSG00000215912","TTC34","chr1",2706230,"-",163.36
"ENSG00000169717","ACTRT2","chr1",2938045,"+",223.04
"ENSG00000130762","ARHGEF16","chr1",3371146,"+",857.92
"ENSG00000162591","MEGF6","chr1",3528059,"-",1307
"ENSG00000158109","TPRG1L","chr1",3541555,"+",2184.08
"ENSG00000116213","WRAP73","chr1",3566671,"-",2038.48
"ENSG00000078900","TP73","chr1",3569128,"+",1635.76
"ENSG00000162592","CCDC27","chr1",3668964,"+",92.72
"ENSG00000235169","SMIM1","chr1",3689333,"+",1143.68
"ENSG00000130764","LRRC47","chr1",3713068,"-",2752.04
"ENSG00000116198","CEP104","chr1",3773797,"-",2444.8
"ENSG00000169598","DFFB","chr1",3773844,"+",2475.4
"ENSG00000196581","AJAP1","chr1",4715104,"+",1061.04
"ENSG00000069424","KCNAB2","chr1",6052357,"+",2523.04
"ENSG00000116254","CHD5","chr1",6240194,"-",729.6
"ENSG00000116251","RPL22","chr1",6259679,"-",3825.04
"ENSG00000158286","RNF207","chr1",6266188,"+",1039.12
"ENSG00000116237","ICMT","chr1",6296044,"-",1802.08
"ENSG00000173673","HES3","chr1",6304251,"+",3012.84
"ENSG00000158292","GPR153","chr1",6321035,"-",902.4
"ENSG00000097021","ACOT7","chr1",6453826,"-",1899.44
"ENSG00000069812","HES2","chr1",6479979,"-",755.64
"ENSG00000187017","ESPN","chr1",6484847,"+",473.88
"ENSG00000215788","TNFRSF25","chr1",6526255,"-",376.76
"ENSG00000171680","PLEKHG5","chr1",6580121,"-",254.92
"ENSG00000162408","NOL9","chr1",6614658,"-",2304
"ENSG00000173662","TAS1R1","chr1",6615337,"+",2133.44
"ENSG00000204859","ZBTB48","chr1",6640055,"+",1809.12
"ENSG00000162413","KLHL21","chr1",6662929,"-",5138.24
"ENSG00000116273","PHF13","chr1",6673755,"+",2500.44
"ENSG00000041988","THAP3","chr1",6684924,"+",1560.92
"ENSG00000007923","DNAJC11","chr1",6761966,"-",3330.48
"ENSG00000171735","CAMTA1","chr1",6845383,"+",2851.28
"ENSG00000049245","VAMP3","chr1",7831328,"+",2428.12
"ENSG00000049246","PER3","chr1",7844379,"+",765.16
"ENSG00000049247","UTS2","chr1",7973294,"-",173.12
"ENSG00000049249","TNFRSF9","chr1",8003225,"-",282.24
"ENSG00000116288","PARK7","chr1",8021713,"+",2571.92
"ENSG00000116285","ERRFI1","chr1",8086393,"-",2338.16
"ENSG00000162426","SLC45A1","chr1",8384389,"+",118.48
"ENSG00000142599","RERE","chr1",8877699,"-",3356.28
"ENSG00000074800","ENO1","chr1",8939151,"-",3748.16
"ENSG00000131686","CA6","chr1",9005892,"+",294.2
"ENSG00000197241","SLC2A7","chr1",9086404,"-",90.24
"ENSG00000142583","SLC2A5","chr1",9129887,"-",184.72
"ENSG00000180758","GPR157","chr1",9189229,"-",940.96
"ENSG00000049239","H6PD","chr1",9294862,"+",1211.2
"ENSG00000171621","SPSB1","chr1",9352940,"+",1388.28
"ENSG00000171612","SLC25A33","chr1",9599527,"+",1825.84
"ENSG00000188807","TMEM201","chr1",9648931,"+",1317.64
"ENSG00000171608","PIK3CD","chr1",9711789,"+",1163.48
"ENSG00000179840","C1orf200","chr1",9714644,"-",455
"ENSG00000171603","CLSTN1","chr1",9884550,"-",3102.96
"ENSG00000178585","CTNNBIP1","chr1",9970316,"-",2374.4
"ENSG00000162441","LZIC","chr1",10003427,"-",2995.2
"ENSG00000173614","NMNAT1","chr1",10003485,"+",2988.8
"ENSG00000054523","KIF1B","chr1",10270763,"+",4068.6
"ENSG00000142657","PGD","chr1",10459084,"+",4090.04
"ENSG00000175279","APITD1","chr1",10490158,"+",2054.16
"ENSG00000251503","APITD1-CORT","chr1",10490803,"+",2088.16
"ENSG00000241563","CORT","chr1",10509775,"+",237.64
"ENSG00000160049","DFFA","chr1",10532613,"-",2198.08
"ENSG00000142655","PEX14","chr1",10535002,"+",2219.08
"ENSG00000130940","CASZ1","chr1",10856733,"-",1345.6
"ENSG00000175262","C1orf127","chr1",11042094,"-",502.24
"ENSG00000120948","TARDBP","chr1",11072678,"+",3342.32
"ENSG00000009724","MASP2","chr1",11107296,"-",151.36
"ENSG00000116649","SRM","chr1",11120091,"-",3296.88
"ENSG00000171824","EXOSC10","chr1",11159938,"-",2663.52
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",128.56
"ENSG00000198793","MTOR","chr1",11322608,"-",1843.2
"ENSG00000120942","UBIAD1","chr1",11333254,"+",2681
"ENSG00000204624","PTCHD2","chr1",11539294,"+",1441
"ENSG00000132879","FBXO44","chr1",11714431,"+",1797.76
"ENSG00000116661","FBXO2","chr1",11714888,"-",1774.4
"ENSG00000116663","FBXO6","chr1",11724149,"+",377.64
"ENSG00000116670","MAD2L2","chr1",11751678,"-",4347.28
"ENSG00000162490","DRAXIN","chr1",11751780,"+",4303.68
"ENSG00000177674","AGTRAP","chr1",11796141,"+",2022.52
"ENSG00000011021","CLCN6","chr1",11866152,"+",3402.88
"ENSG00000177000","MTHFR","chr1",11866160,"-",3434.68
"ENSG00000175206","NPPA","chr1",11907840,"-",88.6
"ENSG00000120937","NPPB","chr1",11918992,"-",293.2
"ENSG00000116685","KIAA2013","chr1",11986485,"-",1461.32
"ENSG00000083444","PLOD1","chr1",11994723,"+",1054.16
"ENSG00000116688","MFN2","chr1",12040237,"+",2485.56
"ENSG00000116691","MIIP","chr1",12079298,"+",1676.8
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",1359.52
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",414.72
"ENSG00000204518","AADACL4","chr1",12704565,"+",116.2
"ENSG00000188984","AADACL3","chr1",12776117,"+",371.2
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",128
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",167.6
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",172.8
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",178.76
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",188.24
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",141.2
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",121.84
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",115.2
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",118.92
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",56.92
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",64
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",89.6
"ENSG00000162494","LRRC38","chr1",13840242,"-",692.72
"ENSG00000162493","PDPN","chr1",13910251,"+",3566
"ENSG00000116731","PRDM2","chr1",14026734,"+",1500.4
"ENSG00000189337","KAZN","chr1",14925212,"+",2588.16
"ENSG00000171729","TMEM51","chr1",15479027,"+",2512.4
"ENSG00000142621","FHAD1","chr1",15573767,"+",1062.4
"ENSG00000142634","EFHD2","chr1",15736390,"+",1682.6
"ENSG00000162438","CTRC","chr1",15764937,"+",77.04
"ENSG00000142615","CELA2A","chr1",15783222,"+",102.4
"ENSG00000215704","CELA2B","chr1",15802595,"+",96.08
"ENSG00000132906","CASP9","chr1",15851285,"-",2368.08
"ENSG00000116138","DNAJC16","chr1",15853351,"+",2733.64
"ENSG00000116771","AGMAT","chr1",15911605,"-",823.8
"ENSG00000197312","DDI2","chr1",15943952,"+",3708
"ENSG00000215695","RSC1A1","chr1",15986363,"+",140.8
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",1363.2
"ENSG00000162461","SLC25A34","chr1",16062808,"+",206.2
"ENSG00000162460","TMEM82","chr1",16068986,"+",252.16
"ENSG00000162458","FBLIM1","chr1",16083153,"+",691.84
"ENSG00000065526","SPEN","chr1",16174358,"+",4016.92
"ENSG00000116809","ZBTB17","chr1",16302627,"-",1472.32
"ENSG00000183888","C1orf64","chr1",16330730,"+",89.76
"ENSG00000173641","HSPB7","chr1",16346089,"-",207.52
"ENSG00000186510","CLCNKA","chr1",16348485,"+",118.36
"ENSG00000184908","CLCNKB","chr1",16355620,"+",298.8
"ENSG00000185519","FAM131C","chr1",16400127,"-",798.08
"ENSG00000142627","EPHA2","chr1",16482582,"-",2383.84
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",1551.48
"ENSG00000132881","RSG1","chr1",16563659,"-",1273.6
"ENSG00000037637","FBXO42","chr1",16678948,"-",3334.76
"ENSG00000055070","SZRD1","chr1",16693524,"+",2838.72
"ENSG00000187144","SPATA21","chr1",16763919,"-",112.12
"ENSG00000157191","NECAP2","chr1",16767166,"+",2281.16
"ENSG00000219481","NBPF1","chr1",16940100,"-",5613.16
"ENSG00000058453","CROCC","chr1",17248444,"+",1118.28
"ENSG00000117122","MFAP2","chr1",17308081,"-",1815.4
"ENSG00000159363","ATP13A2","chr1",17338423,"-",1746.36
"ENSG00000117118","SDHB","chr1",17380665,"-",2073.6
"ENSG00000117115","PADI2","chr1",17445948,"-",1580.04
"ENSG00000142623","PADI1","chr1",17531620,"+",142.48
"ENSG00000142619","PADI3","chr1",17575592,"+",96.76
"ENSG00000159339","PADI4","chr1",17634689,"+",260.88
"ENSG00000179051","RCC2","chr1",17766250,"-",4023
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",2355.2
"ENSG00000117148","ACTL8","chr1",18081807,"+",153.6
"ENSG00000117154","IGSF21","chr1",18434239,"+",2075.56
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",371.36
"ENSG00000009709","PAX7","chr1",18957499,"+",1134.88
"ENSG00000179002","TAS1R2","chr1",19186155,"-",172.64
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",2269.96
"ENSG00000169991","IFFO2","chr1",19282826,"-",1910.6
"ENSG00000127481","UBR4","chr1",19536746,"-",4583.2
"ENSG00000127463","EMC1","chr1",19578053,"-",4636.56
"ENSG00000053372","MRTO4","chr1",19578074,"+",4662.52
"ENSG00000211454","AKR7L","chr1",19600568,"-",243.72
"ENSG00000162482","AKR7A3","chr1",19615280,"-",588.8
"ENSG00000053371","AKR7A2","chr1",19638640,"-",2664.68
"ENSG00000040487","PQLC2","chr1",19638739,"+",2664.08
"ENSG00000077549","CAPZB","chr1",19812066,"-",3116
"ENSG00000173436","MINOS1","chr1",19923470,"+",3032.12
"ENSG00000158747","NBL1","chr1",19969722,"+",1104.36
"ENSG00000158748","HTR6","chr1",19991779,"+",874.12
"ENSG00000162542","TMCO4","chr1",20126758,"-",623.28
"ENSG00000178828","RNF186","chr1",20141771,"-",290.12
"ENSG00000169914","OTUD3","chr1",20208887,"+",2265.08
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",144.56
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",254.76
"ENSG00000127472","PLA2G5","chr1",20396700,"+",134.4
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",102.4
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",134.4
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",89.6
"ENSG00000162543","UBXN10","chr1",20512577,"+",1098.96
"ENSG00000158816","VWA5B1","chr1",20617411,"+",709.44
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",2944.36
"ENSG00000090432","MUL1","chr1",20834674,"-",2304.68
"ENSG00000183114","FAM43B","chr1",20878931,"+",1261.84
"ENSG00000158825","CDA","chr1",20915443,"+",372.36
"ENSG00000158828","PINK1","chr1",20959947,"+",1760
"ENSG00000244038","DDOST","chr1",20988037,"-",3846.4
"ENSG00000117245","KIF17","chr1",21044317,"-",726.8
"ENSG00000189410","SH2D5","chr1",21059133,"-",1845.92
"ENSG00000127483","HP1BP3","chr1",21113799,"-",4425.44
"ENSG00000075151","EIF4G3","chr1",21503381,"-",2552.76
"ENSG00000117298","ECE1","chr1",21672034,"-",2522.12
"ENSG00000142794","NBPF3","chr1",21766582,"+",1864.28
"ENSG00000162551","ALPL","chr1",21835857,"+",2092.72
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",1408.4
"ENSG00000090686","USP48","chr1",22109688,"-",4400.92
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",216.24
"ENSG00000142798","HSPG2","chr1",22263750,"-",1521.96
"ENSG00000219073","CELA3B","chr1",22303417,"+",128.92
"ENSG00000142789","CELA3A","chr1",22328148,"+",89.6
"ENSG00000070831","CDC42","chr1",22379119,"+",1961.6
"ENSG00000162552","WNT4","chr1",22470385,"-",1135.48
"ENSG00000184677","ZBTB40","chr1",22778343,"+",2470.4
"ENSG00000070886","EPHA8","chr1",22890003,"+",748.64
"ENSG00000173372","C1QA","chr1",22963117,"+",152.92
"ENSG00000159189","C1QC","chr1",22970117,"+",177.12
"ENSG00000173369","C1QB","chr1",22979681,"+",156.12
"ENSG00000133216","EPHB2","chr1",23037330,"+",863.48
"ENSG00000227868","C1orf234","chr1",23342343,"-",123.52
"ENSG00000004487","KDM1A","chr1",23345940,"+",4395.88
"ENSG00000169641","LUZP1","chr1",23504301,"-",859.88
"ENSG00000179546","HTR1D","chr1",23521222,"-",137.32
"ENSG00000125944","HNRNPR","chr1",23670853,"-",3174
"ENSG00000249087","C1orf213","chr1",23695463,"+",2720.32
"ENSG00000125945","ZNF436","chr1",23696357,"-",2758.8
"ENSG00000204219","TCEA3","chr1",23751261,"-",532.64
"ENSG00000088280","ASAP3","chr1",23810750,"-",2087.64
"ENSG00000007968","E2F2","chr1",23857712,"-",1079.92
"ENSG00000117318","ID3","chr1",23886285,"-",4581.75999999999
"ENSG00000142676","RPL11","chr1",24018268,"+",5130.28
"ENSG00000011007","TCEB3","chr1",24069855,"+",2764.8
"ENSG00000057757","PITHD1","chr1",24104875,"+",3171.2
"ENSG00000011009","LYPLA2","chr1",24117645,"+",2726.4
"ENSG00000117308","GALE","chr1",24127294,"-",2182.88
"ENSG00000117305","HMGCL","chr1",24151949,"-",2227.2
"ENSG00000179163","FUCA1","chr1",24194859,"-",1307.24
"ENSG00000188822","CNR2","chr1",24239817,"-",107.2
"ENSG00000189266","PNRC2","chr1",24286300,"+",3438.8
"ENSG00000188529","SRSF10","chr1",24306953,"-",3326.72
"ENSG00000142661","MYOM3","chr1",24421493,"-",171.32
"ENSG00000142677","IL22RA1","chr1",24469775,"-",140.8
"ENSG00000185436","IFNLR1","chr1",24513765,"-",1540.56
"ENSG00000158055","GRHL3","chr1",24645811,"+",761.32
"ENSG00000001460","STPG1","chr1",24741587,"-",3224
"ENSG00000001461","NIPAL3","chr1",24742244,"+",1884.4
"ENSG00000117602","RCAN3","chr1",24828840,"+",1977.48
"ENSG00000184454","NCMAP","chr1",24882566,"+",563.2
"ENSG00000133226","SRRM1","chr1",24969593,"+",5026.76
"ENSG00000169504","CLIC4","chr1",25071759,"+",2951.72
"ENSG00000020633","RUNX3","chr1",25291501,"-",159.76
"ENSG00000117614","SYF2","chr1",25559013,"-",4681.64
"ENSG00000117616","C1orf63","chr1",25573985,"-",4629.12
"ENSG00000187010","RHD","chr1",25598980,"+",303.72
"ENSG00000183726","TMEM50A","chr1",25664788,"+",5338.96
"ENSG00000188672","RHCE","chr1",25756683,"-",2780.64
"ENSG00000204178","TMEM57","chr1",25757387,"+",2860.92
"ENSG00000157978","LDLRAP1","chr1",25870075,"+",1254.48
"ENSG00000117643","MAN1C1","chr1",25943958,"+",2010.76
"ENSG00000162430","SEPN1","chr1",26126666,"+",774.04
"ENSG00000117640","MTFR1L","chr1",26146396,"+",3411.2
"ENSG00000228172","AL020996.1","chr1",26150097,"-",146.68
"ENSG00000127423","AUNIP","chr1",26185848,"-",2593.32
"ENSG00000182749","PAQR7","chr1",26197744,"-",235.16
"ENSG00000117632","STMN1","chr1",26233368,"-",1998.32
"ENSG00000158006","PAFAH2","chr1",26324648,"-",1596.92
"ENSG00000158008","EXTL1","chr1",26348270,"+",441.52
"ENSG00000158014","SLC30A2","chr1",26372604,"-",639.64
"ENSG00000158022","TRIM63","chr1",26394125,"-",125.28
"ENSG00000175087","PDIK1L","chr1",26437655,"+",2784
"ENSG00000197245","FAM110D","chr1",26485510,"+",224.64
"ENSG00000142684","ZNF593","chr1",26496387,"+",1814.32
"ENSG00000142675","CNKSR1","chr1",26503980,"+",353.12
"ENSG00000188782","CATSPER4","chr1",26517118,"+",243.88
"ENSG00000130695","CEP85","chr1",26560692,"+",3249.72
"ENSG00000142669","SH3BGRL3","chr1",26606212,"+",1900.32
"ENSG00000169442","CD52","chr1",26644410,"+",182.64
"ENSG00000158062","UBXN11","chr1",26644756,"-",170.52
"ENSG00000176092","AIM1L","chr1",26680621,"-",190.16
"ENSG00000131914","LIN28A","chr1",26737268,"+",7091.52
"ENSG00000198830","HMGN2","chr1",26798901,"+",3058.48
"ENSG00000117676","RPS6KA1","chr1",26856248,"+",2410.68
"ENSG00000117713","ARID1A","chr1",27022521,"+",3231.12
"ENSG00000060642","PIGV","chr1",27114453,"+",3183.36
"ENSG00000204160","ZDHHC18","chr1",27153200,"+",1039.36
"ENSG00000175793","SFN","chr1",27189632,"+",1097.12
"ENSG00000142751","GPN2","chr1",27216869,"-",2336
"ENSG00000198746","GPATCH3","chr1",27226962,"-",3611.76
"ENSG00000131910","NR0B2","chr1",27240567,"-",120.32
"ENSG00000090273","NUDC","chr1",27248212,"+",2682.84
"ENSG00000175707","C1orf172","chr1",27286901,"-",2451.2
"ENSG00000253368","TRNP1","chr1",27320194,"+",2737.32
"ENSG00000158246","FAM46B","chr1",27339333,"-",4524.36
"ENSG00000090020","SLC9A1","chr1",27481621,"-",994.36
"ENSG00000142784","WDTC1","chr1",27561006,"+",1552.36
"ENSG00000186501","TMEM222","chr1",27648635,"+",2828.8
"ENSG00000142765","SYTL1","chr1",27668482,"+",444.36
"ENSG00000142733","MAP3K6","chr1",27693337,"-",1687.36
"ENSG00000142748","FCN3","chr1",27701315,"-",163.32
"ENSG00000174950","CD164L2","chr1",27709805,"-",488.48
"ENSG00000181773","GPR3","chr1",27719147,"+",1669.36
"ENSG00000126705","AHDC1","chr1",27930143,"-",2619.08
"ENSG00000000938","FGR","chr1",27961727,"-",915.2
"ENSG00000126709","IFI6","chr1",27998724,"-",431.16
"ENSG00000009780","FAM76A","chr1",28052489,"+",1811.2
"ENSG00000117758","STX12","chr1",28099693,"+",2401.44
"ENSG00000117751","PPP1R8","chr1",28157251,"+",3035.96
"ENSG00000130775","THEMIS2","chr1",28199054,"+",1658.56
"ENSG00000117748","RPA2","chr1",28241236,"-",1877.96
"ENSG00000130768","SMPDL3B","chr1",28261503,"+",1816.2
"ENSG00000158156","XKR8","chr1",28286503,"+",1699.84
"ENSG00000158161","EYA3","chr1",28415148,"-",3795.2
"ENSG00000169403","PTAFR","chr1",28520447,"-",217
"ENSG00000126698","DNAJC8","chr1",28559542,"-",2545.12
"ENSG00000130770","ATPIF1","chr1",28562601,"+",3482.44
"ENSG00000130766","SESN2","chr1",28585962,"+",2846.92
"ENSG00000130772","MED18","chr1",28655512,"+",1305.2
"ENSG00000204138","PHACTR4","chr1",28696092,"+",2544.16
"ENSG00000180198","RCC1","chr1",28832454,"+",5731.12
"ENSG00000180098","TRNAU1AP","chr1",28879528,"+",2125.44
"ENSG00000188060","RAB42","chr1",28918711,"+",847.44
"ENSG00000120656","TAF12","chr1",28969604,"-",3493.8
"ENSG00000162419","GMEB1","chr1",28995239,"+",1854.88
"ENSG00000198492","YTHDF2","chr1",29063132,"+",4047.2
"ENSG00000116329","OPRD1","chr1",29138653,"+",778.88
"ENSG00000159023","EPB41","chr1",29213602,"+",2297.8
"ENSG00000253304","TMEM200B","chr1",29450421,"-",2472.28
"ENSG00000116350","SRSF4","chr1",29508637,"-",3318.2
"ENSG00000116353","MECR","chr1",29557454,"-",1573.12
"ENSG00000060656","PTPRU","chr1",29563027,"+",2250.32
"ENSG00000162510","MATN1","chr1",31196432,"-",123.92
"ENSG00000162511","LAPTM5","chr1",31230683,"-",152.84
"ENSG00000162512","SDC3","chr1",31381480,"-",1156.4
"ENSG00000134644","PUM1","chr1",31538763,"-",4029.68
"ENSG00000084628","NKAIN1","chr1",31712734,"-",1897.16
"ENSG00000060688","SNRNP40","chr1",31769644,"-",5212.4
"ENSG00000121766","ZCCHC17","chr1",31769841,"+",5210.2
"ENSG00000121769","FABP3","chr1",31845923,"-",1430.28
"ENSG00000168528","SERINC2","chr1",31882411,"+",107.32
"ENSG00000142910","TINAGL1","chr1",32042085,"+",456.24
"ENSG00000121764","HCRTR1","chr1",32083300,"+",959.08
"ENSG00000162517","PEF1","chr1",32110838,"-",4113.12
"ENSG00000084636","COL16A1","chr1",32169768,"-",1106
"ENSG00000121753","BAI2","chr1",32229648,"-",1684.28
"ENSG00000134668","SPOCD1","chr1",32281580,"-",522.64
"ENSG00000184007","PTP4A2","chr1",32403988,"-",2019.28
"ENSG00000121774","KHDRBS1","chr1",32479294,"+",5060.68
"ENSG00000121775","TMEM39B","chr1",32538502,"+",1751.32
"ENSG00000025800","KPNA6","chr1",32573643,"+",3653.2
"ENSG00000084652","TXLNA","chr1",32645344,"+",2071.28
"ENSG00000160050","CCDC28B","chr1",32666201,"+",1888.48
"ENSG00000160051","IQCC","chr1",32671235,"+",2224.12
"ENSG00000222046","DCDC2B","chr1",32674694,"+",82.16
"ENSG00000084623","EIF3I","chr1",32687184,"+",3480.44
"ENSG00000160055","TMEM234","chr1",32687926,"-",3520.72
"ENSG00000183615","FAM167B","chr1",32712817,"+",364.68
"ENSG00000182866","LCK","chr1",32716839,"+",247.72
"ENSG00000116478","HDAC1","chr1",32757707,"+",2114.52
"ENSG00000175130","MARCKSL1","chr1",32801840,"-",2685.84
"ENSG00000225828","FAM229A","chr1",32827844,"-",492.8
"ENSG00000162526","TSSK3","chr1",32827861,"+",492.8
"ENSG00000160058","BSDC1","chr1",32860062,"-",4175.28
"ENSG00000160062","ZBTB8A","chr1",32930657,"+",2348.8
"ENSG00000176261","ZBTB8OS","chr1",33116185,"-",4698.4
"ENSG00000162521","RBBP4","chr1",33116748,"+",4848.6
"ENSG00000162520","SYNC","chr1",33168361,"-",769.600000000001
"ENSG00000162522","KIAA1522","chr1",33207511,"+",1275.64
"ENSG00000116497","S100PBP","chr1",33283042,"+",5313.16
"ENSG00000134684","YARS","chr1",33283633,"-",5209.72
"ENSG00000160097","FNDC5","chr1",33338082,"-",616.04
"ENSG00000121905","HPCA","chr1",33352097,"+",320.04
"ENSG00000121900","TMEM54","chr1",33366953,"-",693.56
"ENSG00000116514","RNF19B","chr1",33430286,"-",1679.52
"ENSG00000004455","AK2","chr1",33502512,"-",1568
"ENSG00000142920","ADC","chr1",33546713,"+",1073.68
"ENSG00000116525","TRIM62","chr1",33647671,"-",1618.04
"ENSG00000160094","ZNF362","chr1",33722173,"+",1991.2
"ENSG00000184389","A3GALT2","chr1",33786699,"-",115.2
"ENSG00000134686","PHC2","chr1",33896216,"-",1107.2
"ENSG00000121903","ZSCAN20","chr1",33938231,"+",957.04
"ENSG00000176256","HMGB4","chr1",34326075,"+",136.92
"ENSG00000121904","CSMD2","chr1",34630875,"-",3825.48
"ENSG00000142698","C1orf94","chr1",34632623,"+",2167.36
"ENSG00000189280","GJB5","chr1",35220647,"+",208.08
"ENSG00000189433","GJB4","chr1",35225341,"+",220.64
"ENSG00000188910","GJB3","chr1",35246789,"+",1452.8
"ENSG00000187513","GJA4","chr1",35258170,"+",539.64
"ENSG00000163866","SMIM12","chr1",35325417,"-",2553.6
"ENSG00000116544","DLGAP3","chr1",35370984,"-",131.2
"ENSG00000243749","ZMYM6NB","chr1",35450948,"-",1309.88
"ENSG00000197056","ZMYM1","chr1",35544971,"+",1731.84
"ENSG00000116560","SFPQ","chr1",35658743,"-",4334.68
"ENSG00000146463","ZMYM4","chr1",35734567,"+",1753.08
"ENSG00000142687","KIAA0319L","chr1",36023037,"-",4815.68
"ENSG00000020129","NCDN","chr1",36023392,"+",4615.56
"ENSG00000116819","TFAP2E","chr1",36038970,"+",1051.96
"ENSG00000126067","PSMB2","chr1",36107445,"-",3390.68
