"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000117245","KIF17","chr1",21044317,"-",2045.36
"ENSG00000189410","SH2D5","chr1",21059133,"-",1592
"ENSG00000127483","HP1BP3","chr1",21113799,"-",6597.12
"ENSG00000075151","EIF4G3","chr1",21503381,"-",5657.68
"ENSG00000117298","ECE1","chr1",21672034,"-",5758.24
"ENSG00000142794","NBPF3","chr1",21766582,"+",3124.16
"ENSG00000162551","ALPL","chr1",21835857,"+",1562.56
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",3884.84
"ENSG00000090686","USP48","chr1",22109688,"-",6075.2
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",1145.04
"ENSG00000142798","HSPG2","chr1",22263750,"-",3557.56
"ENSG00000219073","CELA3B","chr1",22303417,"+",399.96
"ENSG00000142789","CELA3A","chr1",22328148,"+",549.56
"ENSG00000070831","CDC42","chr1",22379119,"+",4231.4
"ENSG00000162552","WNT4","chr1",22470385,"-",564.88
"ENSG00000184677","ZBTB40","chr1",22778343,"+",5607.04
"ENSG00000070886","EPHA8","chr1",22890003,"+",212.44
"ENSG00000173372","C1QA","chr1",22963117,"+",263
"ENSG00000159189","C1QC","chr1",22970117,"+",337.68
"ENSG00000173369","C1QB","chr1",22979681,"+",457.32
"ENSG00000133216","EPHB2","chr1",23037330,"+",333.88
"ENSG00000227868","C1orf234","chr1",23342343,"-",815.68
"ENSG00000004487","KDM1A","chr1",23345940,"+",5965.12
"ENSG00000169641","LUZP1","chr1",23504301,"-",4064.04
"ENSG00000179546","HTR1D","chr1",23521222,"-",445.2
"ENSG00000125944","HNRNPR","chr1",23670853,"-",5364.2
"ENSG00000249087","C1orf213","chr1",23695463,"+",10035.08
"ENSG00000125945","ZNF436","chr1",23696357,"-",9501.68
"ENSG00000204219","TCEA3","chr1",23751261,"-",1713.8
"ENSG00000088280","ASAP3","chr1",23810750,"-",4715.08
"ENSG00000007968","E2F2","chr1",23857712,"-",6246.76
"ENSG00000117318","ID3","chr1",23886285,"-",3323.48
"ENSG00000142676","RPL11","chr1",24018268,"+",3541.16
"ENSG00000011007","TCEB3","chr1",24069855,"+",4834.16
"ENSG00000057757","PITHD1","chr1",24104875,"+",3733.28
"ENSG00000011009","LYPLA2","chr1",24117645,"+",2877.16
"ENSG00000117308","GALE","chr1",24127294,"-",2898.32
"ENSG00000117305","HMGCL","chr1",24151949,"-",4100.92
"ENSG00000179163","FUCA1","chr1",24194859,"-",7460.28
"ENSG00000188822","CNR2","chr1",24239817,"-",1507.84
"ENSG00000189266","PNRC2","chr1",24286300,"+",4432.04
"ENSG00000188529","SRSF10","chr1",24306953,"-",4908.36
"ENSG00000142661","MYOM3","chr1",24421493,"-",366.36
"ENSG00000142677","IL22RA1","chr1",24469775,"-",460.56
"ENSG00000185436","IFNLR1","chr1",24513765,"-",394.32
"ENSG00000158055","GRHL3","chr1",24645811,"+",479.04
"ENSG00000001460","STPG1","chr1",24741587,"-",10634.44
"ENSG00000001461","NIPAL3","chr1",24742244,"+",8965.72000000001
"ENSG00000117602","RCAN3","chr1",24828840,"+",4723.92
"ENSG00000184454","NCMAP","chr1",24882566,"+",306.16
"ENSG00000133226","SRRM1","chr1",24969593,"+",4564.72
"ENSG00000169504","CLIC4","chr1",25071759,"+",5588.76
"ENSG00000020633","RUNX3","chr1",25291501,"-",901.16
"ENSG00000117614","SYF2","chr1",25559013,"-",3999.8
"ENSG00000117616","C1orf63","chr1",25573985,"-",4548.4
"ENSG00000187010","RHD","chr1",25598980,"+",3506.04
"ENSG00000183726","TMEM50A","chr1",25664788,"+",6990.52
"ENSG00000188672","RHCE","chr1",25756683,"-",4963.32
"ENSG00000204178","TMEM57","chr1",25757387,"+",4296.12
"ENSG00000157978","LDLRAP1","chr1",25870075,"+",2544.72
"ENSG00000117643","MAN1C1","chr1",25943958,"+",2732
"ENSG00000162430","SEPN1","chr1",26126666,"+",2272.04
"ENSG00000117640","MTFR1L","chr1",26146396,"+",5334.8
"ENSG00000228172","AL020996.1","chr1",26150097,"-",395.28
"ENSG00000127423","AUNIP","chr1",26185848,"-",4220.92
"ENSG00000182749","PAQR7","chr1",26197744,"-",1419.96
"ENSG00000117632","STMN1","chr1",26233368,"-",4953.16
"ENSG00000158006","PAFAH2","chr1",26324648,"-",8360.6
"ENSG00000158008","EXTL1","chr1",26348270,"+",849.2
"ENSG00000158014","SLC30A2","chr1",26372604,"-",2682.44
"ENSG00000158022","TRIM63","chr1",26394125,"-",3275.52
"ENSG00000175087","PDIK1L","chr1",26437655,"+",3646.84
"ENSG00000197245","FAM110D","chr1",26485510,"+",1417.88
"ENSG00000142684","ZNF593","chr1",26496387,"+",3676.32
"ENSG00000142675","CNKSR1","chr1",26503980,"+",948.12
"ENSG00000188782","CATSPER4","chr1",26517118,"+",1688.92
"ENSG00000130695","CEP85","chr1",26560692,"+",7011.04
"ENSG00000142669","SH3BGRL3","chr1",26606212,"+",1665.6
"ENSG00000169442","CD52","chr1",26644410,"+",3409
"ENSG00000158062","UBXN11","chr1",26644756,"-",3347.48
"ENSG00000176092","AIM1L","chr1",26680621,"-",1598.72
"ENSG00000131914","LIN28A","chr1",26737268,"+",1027.92
"ENSG00000198830","HMGN2","chr1",26798901,"+",1801.32
"ENSG00000117676","RPS6KA1","chr1",26856248,"+",4588.24
"ENSG00000117713","ARID1A","chr1",27022521,"+",2710.8
"ENSG00000060642","PIGV","chr1",27114453,"+",7531.64
"ENSG00000204160","ZDHHC18","chr1",27153200,"+",3959.44
"ENSG00000175793","SFN","chr1",27189632,"+",3546.32
"ENSG00000142751","GPN2","chr1",27216869,"-",3994.6
"ENSG00000198746","GPATCH3","chr1",27226962,"-",6066.32
"ENSG00000131910","NR0B2","chr1",27240567,"-",4887.28
"ENSG00000090273","NUDC","chr1",27248212,"+",4375
"ENSG00000175707","C1orf172","chr1",27286901,"-",3486.72
"ENSG00000253368","TRNP1","chr1",27320194,"+",2576.72
"ENSG00000158246","FAM46B","chr1",27339333,"-",3381.88
"ENSG00000090020","SLC9A1","chr1",27481621,"-",5771.56
"ENSG00000142784","WDTC1","chr1",27561006,"+",6019.04
"ENSG00000186501","TMEM222","chr1",27648635,"+",6153.04
"ENSG00000142765","SYTL1","chr1",27668482,"+",3292.92
"ENSG00000142733","MAP3K6","chr1",27693337,"-",8024.88
"ENSG00000142748","FCN3","chr1",27701315,"-",1396.4
"ENSG00000174950","CD164L2","chr1",27709805,"-",1471.52
"ENSG00000181773","GPR3","chr1",27719147,"+",4664.68
"ENSG00000126705","AHDC1","chr1",27930143,"-",3027.12
"ENSG00000000938","FGR","chr1",27961727,"-",1570.44
"ENSG00000126709","IFI6","chr1",27998724,"-",5695.64
"ENSG00000009780","FAM76A","chr1",28052489,"+",6313.32
"ENSG00000117758","STX12","chr1",28099693,"+",3557.76
"ENSG00000117751","PPP1R8","chr1",28157251,"+",4123.8
"ENSG00000130775","THEMIS2","chr1",28199054,"+",3759.2
"ENSG00000117748","RPA2","chr1",28241236,"-",6090.44
"ENSG00000130768","SMPDL3B","chr1",28261503,"+",4172.16
"ENSG00000158156","XKR8","chr1",28286503,"+",1457.68
"ENSG00000158161","EYA3","chr1",28415148,"-",4833.56
"ENSG00000169403","PTAFR","chr1",28520447,"-",332.08
"ENSG00000126698","DNAJC8","chr1",28559542,"-",3712.68
"ENSG00000130770","ATPIF1","chr1",28562601,"+",4920.96
"ENSG00000130766","SESN2","chr1",28585962,"+",6068.68
"ENSG00000130772","MED18","chr1",28655512,"+",3658.88
"ENSG00000204138","PHACTR4","chr1",28696092,"+",8018.72
"ENSG00000180198","RCC1","chr1",28832454,"+",2735.6
"ENSG00000180098","TRNAU1AP","chr1",28879528,"+",6409.44
"ENSG00000188060","RAB42","chr1",28918711,"+",515
"ENSG00000120656","TAF12","chr1",28969604,"-",6465.52
"ENSG00000162419","GMEB1","chr1",28995239,"+",6391.2
"ENSG00000198492","YTHDF2","chr1",29063132,"+",5863.68
"ENSG00000116329","OPRD1","chr1",29138653,"+",477.84
"ENSG00000159023","EPB41","chr1",29213602,"+",5272.12
"ENSG00000253304","TMEM200B","chr1",29450421,"-",3365.64
"ENSG00000116350","SRSF4","chr1",29508637,"-",5150.2
"ENSG00000116353","MECR","chr1",29557454,"-",6009.32
"ENSG00000060656","PTPRU","chr1",29563027,"+",2216.88
"ENSG00000162510","MATN1","chr1",31196432,"-",430.2
"ENSG00000162511","LAPTM5","chr1",31230683,"-",5655
"ENSG00000162512","SDC3","chr1",31381480,"-",2690
"ENSG00000134644","PUM1","chr1",31538763,"-",5616.28
"ENSG00000084628","NKAIN1","chr1",31712734,"-",654.8
"ENSG00000060688","SNRNP40","chr1",31769644,"-",4560.2
"ENSG00000121766","ZCCHC17","chr1",31769841,"+",4601.96
"ENSG00000121769","FABP3","chr1",31845923,"-",1687.4
"ENSG00000168528","SERINC2","chr1",31882411,"+",2211.56
"ENSG00000142910","TINAGL1","chr1",32042085,"+",961.36
"ENSG00000121764","HCRTR1","chr1",32083300,"+",502.6
"ENSG00000162517","PEF1","chr1",32110838,"-",8929.64
"ENSG00000084636","COL16A1","chr1",32169768,"-",2698.36
"ENSG00000121753","BAI2","chr1",32229648,"-",1166.96
"ENSG00000134668","SPOCD1","chr1",32281580,"-",3234.68
"ENSG00000184007","PTP4A2","chr1",32403988,"-",6446.72
"ENSG00000121774","KHDRBS1","chr1",32479294,"+",3611.24
"ENSG00000121775","TMEM39B","chr1",32538502,"+",6273.68
"ENSG00000025800","KPNA6","chr1",32573643,"+",3984.52
"ENSG00000084652","TXLNA","chr1",32645344,"+",5812.64
"ENSG00000160050","CCDC28B","chr1",32666201,"+",5963.76
"ENSG00000160051","IQCC","chr1",32671235,"+",3173.28
"ENSG00000222046","DCDC2B","chr1",32674694,"+",273.44
"ENSG00000084623","EIF3I","chr1",32687184,"+",3681.52
"ENSG00000160055","TMEM234","chr1",32687926,"-",3721.76
"ENSG00000183615","FAM167B","chr1",32712817,"+",3411.12
"ENSG00000182866","LCK","chr1",32716839,"+",2859.88
"ENSG00000116478","HDAC1","chr1",32757707,"+",5583.32
"ENSG00000175130","MARCKSL1","chr1",32801840,"-",1847.56
"ENSG00000225828","FAM229A","chr1",32827844,"-",154.84
"ENSG00000162526","TSSK3","chr1",32827861,"+",145.36
"ENSG00000160058","BSDC1","chr1",32860062,"-",4773.12
"ENSG00000160062","ZBTB8A","chr1",32930657,"+",613.32
"ENSG00000176261","ZBTB8OS","chr1",33116185,"-",6479.44000000001
"ENSG00000162521","RBBP4","chr1",33116748,"+",6523.08000000001
"ENSG00000162520","SYNC","chr1",33168361,"-",4157.52
"ENSG00000162522","KIAA1522","chr1",33207511,"+",3290.76
"ENSG00000116497","S100PBP","chr1",33283042,"+",4724.72
"ENSG00000134684","YARS","chr1",33283633,"-",4636.16
"ENSG00000160097","FNDC5","chr1",33338082,"-",886.92
"ENSG00000121905","HPCA","chr1",33352097,"+",225.48
"ENSG00000121900","TMEM54","chr1",33366953,"-",2106.16
"ENSG00000116514","RNF19B","chr1",33430286,"-",4653.48
"ENSG00000004455","AK2","chr1",33502512,"-",3869.36
"ENSG00000142920","ADC","chr1",33546713,"+",3362.44
"ENSG00000116525","TRIM62","chr1",33647671,"-",3321.96
"ENSG00000160094","ZNF362","chr1",33722173,"+",804.52
"ENSG00000184389","A3GALT2","chr1",33786699,"-",307.64
"ENSG00000134686","PHC2","chr1",33896216,"-",1758.24
"ENSG00000121903","ZSCAN20","chr1",33938231,"+",5362.04
"ENSG00000176256","HMGB4","chr1",34326075,"+",193.56
"ENSG00000121904","CSMD2","chr1",34630875,"-",131.48
"ENSG00000142698","C1orf94","chr1",34632623,"+",212.48
"ENSG00000189280","GJB5","chr1",35220647,"+",269.4
"ENSG00000189433","GJB4","chr1",35225341,"+",364.36
"ENSG00000188910","GJB3","chr1",35246789,"+",255.28
"ENSG00000187513","GJA4","chr1",35258170,"+",399.72
"ENSG00000163866","SMIM12","chr1",35325417,"-",6425.12
"ENSG00000116544","DLGAP3","chr1",35370984,"-",214.52
"ENSG00000243749","ZMYM6NB","chr1",35450948,"-",4382.4
"ENSG00000197056","ZMYM1","chr1",35544971,"+",6043.48
"ENSG00000116560","SFPQ","chr1",35658743,"-",3240.08
"ENSG00000146463","ZMYM4","chr1",35734567,"+",5850.12
"ENSG00000142687","KIAA0319L","chr1",36023037,"-",5900.96
"ENSG00000020129","NCDN","chr1",36023392,"+",5853.28
"ENSG00000116819","TFAP2E","chr1",36038970,"+",338.04
