"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000142599","RERE","chr1",8877699,"-",9240.36
"ENSG00000074800","ENO1","chr1",8939151,"-",9128.24
"ENSG00000131686","CA6","chr1",9005892,"+",221.12
"ENSG00000197241","SLC2A7","chr1",9086404,"-",185.2
"ENSG00000142583","SLC2A5","chr1",9129887,"-",425
"ENSG00000180758","GPR157","chr1",9189229,"-",981.68
"ENSG00000049239","H6PD","chr1",9294862,"+",2613.88
"ENSG00000171621","SPSB1","chr1",9352940,"+",862.64
"ENSG00000171612","SLC25A33","chr1",9599527,"+",5560.16
"ENSG00000188807","TMEM201","chr1",9648931,"+",3184.12
"ENSG00000171608","PIK3CD","chr1",9711789,"+",1175.88
"ENSG00000179840","C1orf200","chr1",9714644,"-",614.92
"ENSG00000171603","CLSTN1","chr1",9884550,"-",2814.92
"ENSG00000178585","CTNNBIP1","chr1",9970316,"-",4831.92
"ENSG00000162441","LZIC","chr1",10003427,"-",8669.88
"ENSG00000173614","NMNAT1","chr1",10003485,"+",8678.08
"ENSG00000054523","KIF1B","chr1",10270763,"+",6188.12
"ENSG00000142657","PGD","chr1",10459084,"+",7906.84
"ENSG00000175279","APITD1","chr1",10490158,"+",5104.24
"ENSG00000251503","APITD1-CORT","chr1",10490803,"+",5063.16
"ENSG00000241563","CORT","chr1",10509775,"+",170.48
"ENSG00000160049","DFFA","chr1",10532613,"-",7685.12
"ENSG00000142655","PEX14","chr1",10535002,"+",6230.48
"ENSG00000130940","CASZ1","chr1",10856733,"-",172.36
"ENSG00000175262","C1orf127","chr1",11042094,"-",97.48
"ENSG00000120948","TARDBP","chr1",11072678,"+",8011.76
"ENSG00000009724","MASP2","chr1",11107296,"-",190.56
"ENSG00000116649","SRM","chr1",11120091,"-",7517.36
"ENSG00000171824","EXOSC10","chr1",11159938,"-",6129.07999999999
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",216.04
"ENSG00000198793","MTOR","chr1",11322608,"-",4832.88
"ENSG00000120942","UBIAD1","chr1",11333254,"+",5860.44
"ENSG00000204624","PTCHD2","chr1",11539294,"+",872.32
"ENSG00000132879","FBXO44","chr1",11714431,"+",1328.04
"ENSG00000116661","FBXO2","chr1",11714888,"-",1327.52
"ENSG00000116663","FBXO6","chr1",11724149,"+",1810.68
"ENSG00000116670","MAD2L2","chr1",11751678,"-",648.92
"ENSG00000162490","DRAXIN","chr1",11751780,"+",652.08
"ENSG00000177674","AGTRAP","chr1",11796141,"+",6632.48
"ENSG00000011021","CLCN6","chr1",11866152,"+",12107.76
"ENSG00000177000","MTHFR","chr1",11866160,"-",12181.24
"ENSG00000175206","NPPA","chr1",11907840,"-",163.28
"ENSG00000120937","NPPB","chr1",11918992,"-",286.96
"ENSG00000116685","KIAA2013","chr1",11986485,"-",4414.36
"ENSG00000083444","PLOD1","chr1",11994723,"+",4979.84
"ENSG00000116688","MFN2","chr1",12040237,"+",5666.16
"ENSG00000116691","MIIP","chr1",12079298,"+",4462.6
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",4042.96
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",4792.52
"ENSG00000204518","AADACL4","chr1",12704565,"+",274.4
"ENSG00000188984","AADACL3","chr1",12776117,"+",235.76
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",168.12
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",160
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",286.48
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",205.88
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",163.2
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",72
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",112.48
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",121.84
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",110.24
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",80.24
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",75.2
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",80
"ENSG00000162494","LRRC38","chr1",13840242,"-",74.68
"ENSG00000162493","PDPN","chr1",13910251,"+",84.32
"ENSG00000116731","PRDM2","chr1",14026734,"+",655.12
"ENSG00000189337","KAZN","chr1",14925212,"+",488.72
"ENSG00000171729","TMEM51","chr1",15479027,"+",1634.6
"ENSG00000142621","FHAD1","chr1",15573767,"+",332.84
"ENSG00000142634","EFHD2","chr1",15736390,"+",2717.44
"ENSG00000162438","CTRC","chr1",15764937,"+",147.76
"ENSG00000142615","CELA2A","chr1",15783222,"+",591.08
"ENSG00000215704","CELA2B","chr1",15802595,"+",420.92
"ENSG00000132906","CASP9","chr1",15851285,"-",6603.92
"ENSG00000116138","DNAJC16","chr1",15853351,"+",8442
"ENSG00000116771","AGMAT","chr1",15911605,"-",238.2
"ENSG00000197312","DDI2","chr1",15943952,"+",7942.44
"ENSG00000215695","RSC1A1","chr1",15986363,"+",402.8
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",3833.36
"ENSG00000162461","SLC25A34","chr1",16062808,"+",126.12
"ENSG00000162460","TMEM82","chr1",16068986,"+",400
"ENSG00000162458","FBLIM1","chr1",16083153,"+",248
"ENSG00000065526","SPEN","chr1",16174358,"+",10294.44
"ENSG00000116809","ZBTB17","chr1",16302627,"-",4774.52
"ENSG00000183888","C1orf64","chr1",16330730,"+",152.84
"ENSG00000173641","HSPB7","chr1",16346089,"-",241.92
"ENSG00000186510","CLCNKA","chr1",16348485,"+",247.4
"ENSG00000184908","CLCNKB","chr1",16355620,"+",297.16
"ENSG00000185519","FAM131C","chr1",16400127,"-",909.6
"ENSG00000142627","EPHA2","chr1",16482582,"-",327.92
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",241.12
"ENSG00000132881","RSG1","chr1",16563659,"-",6047.56
"ENSG00000037637","FBXO42","chr1",16678948,"-",8019.24
"ENSG00000055070","SZRD1","chr1",16693524,"+",7173.68
"ENSG00000187144","SPATA21","chr1",16763919,"-",221.28
"ENSG00000157191","NECAP2","chr1",16767166,"+",7088.2
"ENSG00000219481","NBPF1","chr1",16940100,"-",14454.24
"ENSG00000058453","CROCC","chr1",17248444,"+",267.64
"ENSG00000117122","MFAP2","chr1",17308081,"-",195.88
"ENSG00000159363","ATP13A2","chr1",17338423,"-",2209.68
"ENSG00000117118","SDHB","chr1",17380665,"-",6106.28
"ENSG00000117115","PADI2","chr1",17445948,"-",480.96
"ENSG00000142623","PADI1","chr1",17531620,"+",180.4
"ENSG00000142619","PADI3","chr1",17575592,"+",352.32
"ENSG00000159339","PADI4","chr1",17634689,"+",509.44
"ENSG00000179051","RCC2","chr1",17766250,"-",8680.96
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",187.4
"ENSG00000117148","ACTL8","chr1",18081807,"+",354.96
"ENSG00000117154","IGSF21","chr1",18434239,"+",117.72
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",204.56
"ENSG00000009709","PAX7","chr1",18957499,"+",120.4
"ENSG00000179002","TAS1R2","chr1",19186155,"-",176
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",5472.12
"ENSG00000169991","IFFO2","chr1",19282826,"-",1568.72
"ENSG00000127481","UBR4","chr1",19536746,"-",13786.4
"ENSG00000127463","EMC1","chr1",19578053,"-",12815.88
"ENSG00000053372","MRTO4","chr1",19578074,"+",12947.56
"ENSG00000211454","AKR7L","chr1",19600568,"-",310.2
"ENSG00000162482","AKR7A3","chr1",19615280,"-",138.28
"ENSG00000053371","AKR7A2","chr1",19638640,"-",6526.04
"ENSG00000040487","PQLC2","chr1",19638739,"+",6536.8
"ENSG00000077549","CAPZB","chr1",19812066,"-",4921.64
"ENSG00000173436","MINOS1","chr1",19923470,"+",8406.12
"ENSG00000158747","NBL1","chr1",19969722,"+",685.52
"ENSG00000158748","HTR6","chr1",19991779,"+",300.76
"ENSG00000162542","TMCO4","chr1",20126758,"-",1014.16
"ENSG00000178828","RNF186","chr1",20141771,"-",205.04
"ENSG00000169914","OTUD3","chr1",20208887,"+",4558.48
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",206.92
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",253.08
"ENSG00000127472","PLA2G5","chr1",20396700,"+",202.4
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",134.76
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",158.4
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",420.24
"ENSG00000162543","UBXN10","chr1",20512577,"+",6023.96
"ENSG00000158816","VWA5B1","chr1",20617411,"+",160
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",1231.52
"ENSG00000090432","MUL1","chr1",20834674,"-",6117.4
"ENSG00000183114","FAM43B","chr1",20878931,"+",450.04
"ENSG00000158825","CDA","chr1",20915443,"+",312
"ENSG00000158828","PINK1","chr1",20959947,"+",3042.56
"ENSG00000244038","DDOST","chr1",20988037,"-",8420.36
"ENSG00000117245","KIF17","chr1",21044317,"-",1090.6
"ENSG00000189410","SH2D5","chr1",21059133,"-",796.44
"ENSG00000127483","HP1BP3","chr1",21113799,"-",10438.96
"ENSG00000075151","EIF4G3","chr1",21503381,"-",4824.84
"ENSG00000117298","ECE1","chr1",21672034,"-",6315.6
"ENSG00000142794","NBPF3","chr1",21766582,"+",2819.44
"ENSG00000162551","ALPL","chr1",21835857,"+",442.32
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",2902.44
"ENSG00000090686","USP48","chr1",22109688,"-",13568.44
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",276.2
"ENSG00000142798","HSPG2","chr1",22263750,"-",4056
"ENSG00000219073","CELA3B","chr1",22303417,"+",255.04
"ENSG00000142789","CELA3A","chr1",22328148,"+",284.8
"ENSG00000070831","CDC42","chr1",22379119,"+",6087.56
"ENSG00000162552","WNT4","chr1",22470385,"-",323.92
"ENSG00000184677","ZBTB40","chr1",22778343,"+",5358.12
"ENSG00000070886","EPHA8","chr1",22890003,"+",168
"ENSG00000173372","C1QA","chr1",22963117,"+",113.08
"ENSG00000159189","C1QC","chr1",22970117,"+",144
"ENSG00000173369","C1QB","chr1",22979681,"+",184.84
"ENSG00000133216","EPHB2","chr1",23037330,"+",241.84
"ENSG00000227868","C1orf234","chr1",23342343,"-",236.6
"ENSG00000004487","KDM1A","chr1",23345940,"+",9276.48
"ENSG00000169641","LUZP1","chr1",23504301,"-",1732.08
"ENSG00000179546","HTR1D","chr1",23521222,"-",215
"ENSG00000125944","HNRNPR","chr1",23670853,"-",8838.28
"ENSG00000249087","C1orf213","chr1",23695463,"+",13998.72
"ENSG00000125945","ZNF436","chr1",23696357,"-",12740.6
"ENSG00000204219","TCEA3","chr1",23751261,"-",395.32
"ENSG00000088280","ASAP3","chr1",23810750,"-",3387.52
"ENSG00000007968","E2F2","chr1",23857712,"-",6340.68
"ENSG00000117318","ID3","chr1",23886285,"-",6377
"ENSG00000142676","RPL11","chr1",24018268,"+",11363.36
"ENSG00000011007","TCEB3","chr1",24069855,"+",7281.72
"ENSG00000057757","PITHD1","chr1",24104875,"+",9143.76000000001
"ENSG00000011009","LYPLA2","chr1",24117645,"+",6396.12000000001
"ENSG00000117308","GALE","chr1",24127294,"-",5716.76
"ENSG00000117305","HMGCL","chr1",24151949,"-",5512
"ENSG00000179163","FUCA1","chr1",24194859,"-",3556.12
"ENSG00000188822","CNR2","chr1",24239817,"-",357.28
"ENSG00000189266","PNRC2","chr1",24286300,"+",9831.12
"ENSG00000188529","SRSF10","chr1",24306953,"-",9028.32
"ENSG00000142661","MYOM3","chr1",24421493,"-",176
"ENSG00000142677","IL22RA1","chr1",24469775,"-",368.24
"ENSG00000185436","IFNLR1","chr1",24513765,"-",296.4
"ENSG00000158055","GRHL3","chr1",24645811,"+",282.24
"ENSG00000001460","STPG1","chr1",24741587,"-",9063.84
"ENSG00000001461","NIPAL3","chr1",24742244,"+",7366.24
"ENSG00000117602","RCAN3","chr1",24828840,"+",3069.08
"ENSG00000184454","NCMAP","chr1",24882566,"+",353.68
"ENSG00000133226","SRRM1","chr1",24969593,"+",9806.72
"ENSG00000169504","CLIC4","chr1",25071759,"+",5400.84
"ENSG00000020633","RUNX3","chr1",25291501,"-",219.44
"ENSG00000117614","SYF2","chr1",25559013,"-",9668.36
"ENSG00000117616","C1orf63","chr1",25573985,"-",11601.2
"ENSG00000187010","RHD","chr1",25598980,"+",3331
"ENSG00000183726","TMEM50A","chr1",25664788,"+",13684
"ENSG00000188672","RHCE","chr1",25756683,"-",9999.88
"ENSG00000204178","TMEM57","chr1",25757387,"+",11721.96
"ENSG00000157978","LDLRAP1","chr1",25870075,"+",2195.6
"ENSG00000117643","MAN1C1","chr1",25943958,"+",1788.72
"ENSG00000162430","SEPN1","chr1",26126666,"+",1329
"ENSG00000117640","MTFR1L","chr1",26146396,"+",9841.72
"ENSG00000228172","AL020996.1","chr1",26150097,"-",1109.04
"ENSG00000127423","AUNIP","chr1",26185848,"-",9265.2
"ENSG00000182749","PAQR7","chr1",26197744,"-",688.92
"ENSG00000117632","STMN1","chr1",26233368,"-",5589.84000000001
"ENSG00000158006","PAFAH2","chr1",26324648,"-",5002.68
"ENSG00000158008","EXTL1","chr1",26348270,"+",175.92
"ENSG00000158014","SLC30A2","chr1",26372604,"-",527.76
"ENSG00000158022","TRIM63","chr1",26394125,"-",999.32
"ENSG00000175087","PDIK1L","chr1",26437655,"+",9526.08
"ENSG00000197245","FAM110D","chr1",26485510,"+",509.96
"ENSG00000142684","ZNF593","chr1",26496387,"+",5693.76
"ENSG00000142675","CNKSR1","chr1",26503980,"+",403.6
"ENSG00000188782","CATSPER4","chr1",26517118,"+",272
"ENSG00000130695","CEP85","chr1",26560692,"+",10221.56
"ENSG00000142669","SH3BGRL3","chr1",26606212,"+",3615.24
"ENSG00000169442","CD52","chr1",26644410,"+",1917.48
"ENSG00000158062","UBXN11","chr1",26644756,"-",1913.16
"ENSG00000176092","AIM1L","chr1",26680621,"-",384
"ENSG00000131914","LIN28A","chr1",26737268,"+",594.6
"ENSG00000198830","HMGN2","chr1",26798901,"+",6207
"ENSG00000117676","RPS6KA1","chr1",26856248,"+",4815.08
"ENSG00000117713","ARID1A","chr1",27022521,"+",7384.96
"ENSG00000060642","PIGV","chr1",27114453,"+",11455.48
"ENSG00000204160","ZDHHC18","chr1",27153200,"+",2630.96
"ENSG00000175793","SFN","chr1",27189632,"+",3031.76
"ENSG00000142751","GPN2","chr1",27216869,"-",5859.08
"ENSG00000198746","GPATCH3","chr1",27226962,"-",9219.08
"ENSG00000131910","NR0B2","chr1",27240567,"-",952.6
"ENSG00000090273","NUDC","chr1",27248212,"+",7895.76
"ENSG00000175707","C1orf172","chr1",27286901,"-",1757.76
"ENSG00000253368","TRNP1","chr1",27320194,"+",1632
"ENSG00000158246","FAM46B","chr1",27339333,"-",2111.84
"ENSG00000090020","SLC9A1","chr1",27481621,"-",3951.76
"ENSG00000142784","WDTC1","chr1",27561006,"+",4049.48
"ENSG00000186501","TMEM222","chr1",27648635,"+",7313.44
"ENSG00000142765","SYTL1","chr1",27668482,"+",1268.44
"ENSG00000142733","MAP3K6","chr1",27693337,"-",4551.2
"ENSG00000142748","FCN3","chr1",27701315,"-",397.52
"ENSG00000174950","CD164L2","chr1",27709805,"-",721.96
"ENSG00000181773","GPR3","chr1",27719147,"+",3541.92
"ENSG00000126705","AHDC1","chr1",27930143,"-",2976.92
"ENSG00000000938","FGR","chr1",27961727,"-",403.68
"ENSG00000126709","IFI6","chr1",27998724,"-",2987.92
"ENSG00000009780","FAM76A","chr1",28052489,"+",3660.4
"ENSG00000117758","STX12","chr1",28099693,"+",5719.44
"ENSG00000117751","PPP1R8","chr1",28157251,"+",8802.64
"ENSG00000130775","THEMIS2","chr1",28199054,"+",2870.2
"ENSG00000117748","RPA2","chr1",28241236,"-",5283.36
"ENSG00000130768","SMPDL3B","chr1",28261503,"+",1480.32
"ENSG00000158156","XKR8","chr1",28286503,"+",1079.4
"ENSG00000158161","EYA3","chr1",28415148,"-",10358.32
"ENSG00000169403","PTAFR","chr1",28520447,"-",115.36
"ENSG00000126698","DNAJC8","chr1",28559542,"-",6091.88
"ENSG00000130770","ATPIF1","chr1",28562601,"+",9415.80000000001
"ENSG00000130766","SESN2","chr1",28585962,"+",6902.72
"ENSG00000130772","MED18","chr1",28655512,"+",6772.48
"ENSG00000204138","PHACTR4","chr1",28696092,"+",6255.32
"ENSG00000180198","RCC1","chr1",28832454,"+",12634.68
"ENSG00000180098","TRNAU1AP","chr1",28879528,"+",6473.44
"ENSG00000188060","RAB42","chr1",28918711,"+",373.48
"ENSG00000120656","TAF12","chr1",28969604,"-",13494.64
"ENSG00000162419","GMEB1","chr1",28995239,"+",6424.16
"ENSG00000198492","YTHDF2","chr1",29063132,"+",8629.52
"ENSG00000116329","OPRD1","chr1",29138653,"+",251.68
"ENSG00000159023","EPB41","chr1",29213602,"+",6452.84
"ENSG00000253304","TMEM200B","chr1",29450421,"-",1765.8
"ENSG00000116350","SRSF4","chr1",29508637,"-",9943.76000000001
"ENSG00000116353","MECR","chr1",29557454,"-",6968.8
"ENSG00000060656","PTPRU","chr1",29563027,"+",1401.76
"ENSG00000162510","MATN1","chr1",31196432,"-",791.2
"ENSG00000162511","LAPTM5","chr1",31230683,"-",1317.24
"ENSG00000162512","SDC3","chr1",31381480,"-",1679.28
"ENSG00000134644","PUM1","chr1",31538763,"-",9165.64
"ENSG00000084628","NKAIN1","chr1",31712734,"-",320
"ENSG00000060688","SNRNP40","chr1",31769644,"-",11953.56
"ENSG00000121766","ZCCHC17","chr1",31769841,"+",11984.92
"ENSG00000121769","FABP3","chr1",31845923,"-",855.56
"ENSG00000168528","SERINC2","chr1",31882411,"+",658.68
"ENSG00000142910","TINAGL1","chr1",32042085,"+",631.48
"ENSG00000121764","HCRTR1","chr1",32083300,"+",256
"ENSG00000162517","PEF1","chr1",32110838,"-",10219.12
"ENSG00000084636","COL16A1","chr1",32169768,"-",594.6
"ENSG00000121753","BAI2","chr1",32229648,"-",817.52
"ENSG00000134668","SPOCD1","chr1",32281580,"-",981.48
"ENSG00000184007","PTP4A2","chr1",32403988,"-",8248.03999999999
"ENSG00000121774","KHDRBS1","chr1",32479294,"+",10104.08
"ENSG00000121775","TMEM39B","chr1",32538502,"+",5975.44
"ENSG00000025800","KPNA6","chr1",32573643,"+",8457.12
"ENSG00000084652","TXLNA","chr1",32645344,"+",7278.64
"ENSG00000160050","CCDC28B","chr1",32666201,"+",5376.2
"ENSG00000160051","IQCC","chr1",32671235,"+",4682.96
"ENSG00000222046","DCDC2B","chr1",32674694,"+",276.24
"ENSG00000084623","EIF3I","chr1",32687184,"+",8187.92
"ENSG00000160055","TMEM234","chr1",32687926,"-",8518.68
"ENSG00000183615","FAM167B","chr1",32712817,"+",563.4
"ENSG00000182866","LCK","chr1",32716839,"+",434.2
"ENSG00000116478","HDAC1","chr1",32757707,"+",6456
"ENSG00000175130","MARCKSL1","chr1",32801840,"-",3336.6
"ENSG00000225828","FAM229A","chr1",32827844,"-",143.04
"ENSG00000162526","TSSK3","chr1",32827861,"+",147.64
"ENSG00000160058","BSDC1","chr1",32860062,"-",11150.36
"ENSG00000160062","ZBTB8A","chr1",32930657,"+",268.16
"ENSG00000176261","ZBTB8OS","chr1",33116185,"-",10826.04
"ENSG00000162521","RBBP4","chr1",33116748,"+",11151.2
"ENSG00000162520","SYNC","chr1",33168361,"-",2054.2
"ENSG00000162522","KIAA1522","chr1",33207511,"+",2997.04
"ENSG00000116497","S100PBP","chr1",33283042,"+",13868.08
"ENSG00000134684","YARS","chr1",33283633,"-",12581.6
"ENSG00000160097","FNDC5","chr1",33338082,"-",635.56
"ENSG00000121905","HPCA","chr1",33352097,"+",184
"ENSG00000121900","TMEM54","chr1",33366953,"-",1392
"ENSG00000116514","RNF19B","chr1",33430286,"-",3812.68
"ENSG00000004455","AK2","chr1",33502512,"-",7050.84
"ENSG00000142920","ADC","chr1",33546713,"+",2014.4
"ENSG00000116525","TRIM62","chr1",33647671,"-",1920.8
"ENSG00000160094","ZNF362","chr1",33722173,"+",571.92
"ENSG00000184389","A3GALT2","chr1",33786699,"-",172.76
"ENSG00000134686","PHC2","chr1",33896216,"-",1519.48
"ENSG00000121903","ZSCAN20","chr1",33938231,"+",2586.44
"ENSG00000176256","HMGB4","chr1",34326075,"+",159.72
"ENSG00000121904","CSMD2","chr1",34630875,"-",68.44
"ENSG00000142698","C1orf94","chr1",34632623,"+",72.24
"ENSG00000189280","GJB5","chr1",35220647,"+",273.72
"ENSG00000189433","GJB4","chr1",35225341,"+",161.4
"ENSG00000188910","GJB3","chr1",35246789,"+",211.96
"ENSG00000187513","GJA4","chr1",35258170,"+",174.56
"ENSG00000163866","SMIM12","chr1",35325417,"-",6174.08
"ENSG00000116544","DLGAP3","chr1",35370984,"-",160.92
"ENSG00000243749","ZMYM6NB","chr1",35450948,"-",4022.72
"ENSG00000197056","ZMYM1","chr1",35544971,"+",4323.44
"ENSG00000116560","SFPQ","chr1",35658743,"-",8730.84
"ENSG00000146463","ZMYM4","chr1",35734567,"+",8362.72
"ENSG00000142687","KIAA0319L","chr1",36023037,"-",9484.64
"ENSG00000020129","NCDN","chr1",36023392,"+",9379.88
"ENSG00000116819","TFAP2E","chr1",36038970,"+",212.04
"ENSG00000126067","PSMB2","chr1",36107445,"-",9867.92
"ENSG00000142686","C1orf216","chr1",36184790,"-",4725.04
