"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000069424","KCNAB2","chr1",6052357,"+",477.24
"ENSG00000116254","CHD5","chr1",6240194,"-",285.52
"ENSG00000116251","RPL22","chr1",6259679,"-",933.52
"ENSG00000158286","RNF207","chr1",6266188,"+",586.88
"ENSG00000116237","ICMT","chr1",6296044,"-",728.72
"ENSG00000173673","HES3","chr1",6304251,"+",373.16
"ENSG00000158292","GPR153","chr1",6321035,"-",390.52
"ENSG00000097021","ACOT7","chr1",6453826,"-",759.76
"ENSG00000069812","HES2","chr1",6479979,"-",595.08
"ENSG00000187017","ESPN","chr1",6484847,"+",717.92
"ENSG00000215788","TNFRSF25","chr1",6526255,"-",526.12
"ENSG00000171680","PLEKHG5","chr1",6580121,"-",688.76
"ENSG00000162408","NOL9","chr1",6614658,"-",684.08
"ENSG00000173662","TAS1R1","chr1",6615337,"+",759.76
"ENSG00000204859","ZBTB48","chr1",6640055,"+",786.88
"ENSG00000162413","KLHL21","chr1",6662929,"-",639.36
"ENSG00000116273","PHF13","chr1",6673755,"+",444.16
"ENSG00000041988","THAP3","chr1",6684924,"+",725.800000000001
"ENSG00000007923","DNAJC11","chr1",6761966,"-",917.92
"ENSG00000171735","CAMTA1","chr1",6845383,"+",550.24
"ENSG00000049245","VAMP3","chr1",7831328,"+",1038.88
"ENSG00000049246","PER3","chr1",7844379,"+",1597.92
"ENSG00000049247","UTS2","chr1",7973294,"-",522.68
"ENSG00000049249","TNFRSF9","chr1",8003225,"-",709.12
"ENSG00000116288","PARK7","chr1",8021713,"+",794.24
"ENSG00000116285","ERRFI1","chr1",8086393,"-",1035.92
"ENSG00000162426","SLC45A1","chr1",8384389,"+",594.04
"ENSG00000142599","RERE","chr1",8877699,"-",724.44
"ENSG00000074800","ENO1","chr1",8939151,"-",899.36
"ENSG00000131686","CA6","chr1",9005892,"+",627.32
"ENSG00000197241","SLC2A7","chr1",9086404,"-",507.84
"ENSG00000142583","SLC2A5","chr1",9129887,"-",747.16
"ENSG00000180758","GPR157","chr1",9189229,"-",600.84
"ENSG00000049239","H6PD","chr1",9294862,"+",408.6
"ENSG00000171621","SPSB1","chr1",9352940,"+",507.36
"ENSG00000171612","SLC25A33","chr1",9599527,"+",638.72
"ENSG00000188807","TMEM201","chr1",9648931,"+",460.76
"ENSG00000171608","PIK3CD","chr1",9711789,"+",470.52
"ENSG00000179840","C1orf200","chr1",9714644,"-",603
"ENSG00000171603","CLSTN1","chr1",9884550,"-",585.08
"ENSG00000178585","CTNNBIP1","chr1",9970316,"-",490.44
"ENSG00000162441","LZIC","chr1",10003427,"-",741.88
"ENSG00000173614","NMNAT1","chr1",10003485,"+",759.32
"ENSG00000054523","KIF1B","chr1",10270763,"+",706.56
"ENSG00000142657","PGD","chr1",10459084,"+",736.72
"ENSG00000175279","APITD1","chr1",10490158,"+",714.08
"ENSG00000251503","APITD1-CORT","chr1",10490803,"+",662.92
"ENSG00000241563","CORT","chr1",10509775,"+",390.68
"ENSG00000160049","DFFA","chr1",10532613,"-",843.52
"ENSG00000142655","PEX14","chr1",10535002,"+",693.16
"ENSG00000130940","CASZ1","chr1",10856733,"-",379.84
"ENSG00000175262","C1orf127","chr1",11042094,"-",535.68
"ENSG00000120948","TARDBP","chr1",11072678,"+",853.36
"ENSG00000009724","MASP2","chr1",11107296,"-",275.44
"ENSG00000116649","SRM","chr1",11120091,"-",701
"ENSG00000171824","EXOSC10","chr1",11159938,"-",897.56
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",448.56
"ENSG00000198793","MTOR","chr1",11322608,"-",524.24
"ENSG00000120942","UBIAD1","chr1",11333254,"+",609.84
"ENSG00000204624","PTCHD2","chr1",11539294,"+",424
"ENSG00000132879","FBXO44","chr1",11714431,"+",418.16
"ENSG00000116661","FBXO2","chr1",11714888,"-",381.28
"ENSG00000116663","FBXO6","chr1",11724149,"+",397.32
"ENSG00000116670","MAD2L2","chr1",11751678,"-",547
"ENSG00000162490","DRAXIN","chr1",11751780,"+",529.32
"ENSG00000177674","AGTRAP","chr1",11796141,"+",680.52
"ENSG00000011021","CLCN6","chr1",11866152,"+",930.040000000001
"ENSG00000177000","MTHFR","chr1",11866160,"-",921.48
"ENSG00000175206","NPPA","chr1",11907840,"-",586.68
"ENSG00000120937","NPPB","chr1",11918992,"-",674.84
"ENSG00000116685","KIAA2013","chr1",11986485,"-",539.32
"ENSG00000083444","PLOD1","chr1",11994723,"+",591.4
"ENSG00000116688","MFN2","chr1",12040237,"+",608.28
"ENSG00000116691","MIIP","chr1",12079298,"+",483.6
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",637.32
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",652.84
"ENSG00000204518","AADACL4","chr1",12704565,"+",1202.4
"ENSG00000188984","AADACL3","chr1",12776117,"+",484.6
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",419.8
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",463.92
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",743.92
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",514.4
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",547.16
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",376.08
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",303.16
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",228.96
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",436.32
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",234.72
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",251.52
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",300.96
"ENSG00000162494","LRRC38","chr1",13840242,"-",343.64
"ENSG00000162493","PDPN","chr1",13910251,"+",454.08
"ENSG00000116731","PRDM2","chr1",14026734,"+",925.72
"ENSG00000189337","KAZN","chr1",14925212,"+",717.76
"ENSG00000171729","TMEM51","chr1",15479027,"+",663.84
"ENSG00000142621","FHAD1","chr1",15573767,"+",628.6
"ENSG00000142634","EFHD2","chr1",15736390,"+",607.88
"ENSG00000162438","CTRC","chr1",15764937,"+",532.88
"ENSG00000142615","CELA2A","chr1",15783222,"+",394.48
"ENSG00000215704","CELA2B","chr1",15802595,"+",521.96
"ENSG00000132906","CASP9","chr1",15851285,"-",624.8
"ENSG00000116138","DNAJC16","chr1",15853351,"+",673.4
"ENSG00000116771","AGMAT","chr1",15911605,"-",661.4
"ENSG00000197312","DDI2","chr1",15943952,"+",672.04
"ENSG00000215695","RSC1A1","chr1",15986363,"+",679.48
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",628.44
"ENSG00000162461","SLC25A34","chr1",16062808,"+",400.04
"ENSG00000162460","TMEM82","chr1",16068986,"+",371.72
"ENSG00000162458","FBLIM1","chr1",16083153,"+",526.08
"ENSG00000065526","SPEN","chr1",16174358,"+",540.16
"ENSG00000116809","ZBTB17","chr1",16302627,"-",887.92
"ENSG00000183888","C1orf64","chr1",16330730,"+",422.08
"ENSG00000173641","HSPB7","chr1",16346089,"-",569.68
"ENSG00000186510","CLCNKA","chr1",16348485,"+",680.6
"ENSG00000184908","CLCNKB","chr1",16355620,"+",393
"ENSG00000185519","FAM131C","chr1",16400127,"-",520.84
"ENSG00000142627","EPHA2","chr1",16482582,"-",560.76
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",480.2
"ENSG00000132881","RSG1","chr1",16563659,"-",1027.6
"ENSG00000037637","FBXO42","chr1",16678948,"-",713.52
"ENSG00000055070","SZRD1","chr1",16693524,"+",667.84
"ENSG00000187144","SPATA21","chr1",16763919,"-",656.96
"ENSG00000157191","NECAP2","chr1",16767166,"+",819.48
"ENSG00000219481","NBPF1","chr1",16940100,"-",2724.24
"ENSG00000058453","CROCC","chr1",17248444,"+",648.16
"ENSG00000117122","MFAP2","chr1",17308081,"-",443.84
"ENSG00000159363","ATP13A2","chr1",17338423,"-",559
"ENSG00000117118","SDHB","chr1",17380665,"-",855.08
"ENSG00000117115","PADI2","chr1",17445948,"-",534.52
"ENSG00000142623","PADI1","chr1",17531620,"+",470.56
"ENSG00000142619","PADI3","chr1",17575592,"+",445.24
"ENSG00000159339","PADI4","chr1",17634689,"+",678.88
"ENSG00000179051","RCC2","chr1",17766250,"-",579.76
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",575.36
"ENSG00000117148","ACTL8","chr1",18081807,"+",1454.48
"ENSG00000117154","IGSF21","chr1",18434239,"+",414.4
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",458.88
"ENSG00000009709","PAX7","chr1",18957499,"+",377.2
"ENSG00000179002","TAS1R2","chr1",19186155,"-",668.48
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",737.6
"ENSG00000169991","IFFO2","chr1",19282826,"-",689.84
"ENSG00000127481","UBR4","chr1",19536746,"-",899.28
"ENSG00000127463","EMC1","chr1",19578053,"-",947.72
"ENSG00000053372","MRTO4","chr1",19578074,"+",935.84
"ENSG00000211454","AKR7L","chr1",19600568,"-",605.84
"ENSG00000162482","AKR7A3","chr1",19615280,"-",451.36
"ENSG00000053371","AKR7A2","chr1",19638640,"-",793.96
"ENSG00000040487","PQLC2","chr1",19638739,"+",836
"ENSG00000077549","CAPZB","chr1",19812066,"-",745.6
"ENSG00000173436","MINOS1","chr1",19923470,"+",1213.8
"ENSG00000158747","NBL1","chr1",19969722,"+",499.48
"ENSG00000158748","HTR6","chr1",19991779,"+",469.12
"ENSG00000162542","TMCO4","chr1",20126758,"-",562.76
"ENSG00000178828","RNF186","chr1",20141771,"-",518.36
"ENSG00000169914","OTUD3","chr1",20208887,"+",691.2
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",375.64
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",711.36
"ENSG00000127472","PLA2G5","chr1",20396700,"+",564.88
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",494.52
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",523.8
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",681.84
"ENSG00000162543","UBXN10","chr1",20512577,"+",844.32
"ENSG00000158816","VWA5B1","chr1",20617411,"+",479.8
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",326.52
"ENSG00000090432","MUL1","chr1",20834674,"-",1313.4
"ENSG00000183114","FAM43B","chr1",20878931,"+",425.12
"ENSG00000158825","CDA","chr1",20915443,"+",805.56
"ENSG00000158828","PINK1","chr1",20959947,"+",791.88
"ENSG00000244038","DDOST","chr1",20988037,"-",839.64
"ENSG00000117245","KIF17","chr1",21044317,"-",612.52
"ENSG00000189410","SH2D5","chr1",21059133,"-",615.76
"ENSG00000127483","HP1BP3","chr1",21113799,"-",734.6
"ENSG00000075151","EIF4G3","chr1",21503381,"-",728.48
"ENSG00000117298","ECE1","chr1",21672034,"-",677.88
"ENSG00000142794","NBPF3","chr1",21766582,"+",802.16
"ENSG00000162551","ALPL","chr1",21835857,"+",692.52
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",527.92
"ENSG00000090686","USP48","chr1",22109688,"-",695.04
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",573.12
"ENSG00000142798","HSPG2","chr1",22263750,"-",741.4
"ENSG00000219073","CELA3B","chr1",22303417,"+",595.6
"ENSG00000142789","CELA3A","chr1",22328148,"+",693.88
"ENSG00000070831","CDC42","chr1",22379119,"+",902.24
"ENSG00000162552","WNT4","chr1",22470385,"-",423.04
"ENSG00000184677","ZBTB40","chr1",22778343,"+",2008.68
"ENSG00000070886","EPHA8","chr1",22890003,"+",385.4
"ENSG00000173372","C1QA","chr1",22963117,"+",590.76
"ENSG00000159189","C1QC","chr1",22970117,"+",490.56
"ENSG00000173369","C1QB","chr1",22979681,"+",601
"ENSG00000133216","EPHB2","chr1",23037330,"+",385.8
"ENSG00000227868","C1orf234","chr1",23342343,"-",456.76
"ENSG00000004487","KDM1A","chr1",23345940,"+",1003.4
"ENSG00000169641","LUZP1","chr1",23504301,"-",619.28
"ENSG00000179546","HTR1D","chr1",23521222,"-",751.6
"ENSG00000125944","HNRNPR","chr1",23670853,"-",898.04
"ENSG00000249087","C1orf213","chr1",23695463,"+",802.96
"ENSG00000125945","ZNF436","chr1",23696357,"-",749.44
"ENSG00000204219","TCEA3","chr1",23751261,"-",521.44
"ENSG00000088280","ASAP3","chr1",23810750,"-",626.2
"ENSG00000007968","E2F2","chr1",23857712,"-",755.84
"ENSG00000117318","ID3","chr1",23886285,"-",709.96
"ENSG00000142676","RPL11","chr1",24018268,"+",1283.2
"ENSG00000011007","TCEB3","chr1",24069855,"+",758.12
"ENSG00000057757","PITHD1","chr1",24104875,"+",983.36
"ENSG00000011009","LYPLA2","chr1",24117645,"+",724.36
"ENSG00000117308","GALE","chr1",24127294,"-",642.12
"ENSG00000117305","HMGCL","chr1",24151949,"-",663.52
"ENSG00000179163","FUCA1","chr1",24194859,"-",939.72
"ENSG00000188822","CNR2","chr1",24239817,"-",560.84
"ENSG00000189266","PNRC2","chr1",24286300,"+",904.24
"ENSG00000188529","SRSF10","chr1",24306953,"-",1021.08
"ENSG00000142661","MYOM3","chr1",24421493,"-",504.56
"ENSG00000142677","IL22RA1","chr1",24469775,"-",509.56
"ENSG00000185436","IFNLR1","chr1",24513765,"-",501.8
"ENSG00000158055","GRHL3","chr1",24645811,"+",760.48
"ENSG00000001460","STPG1","chr1",24741587,"-",783.76
"ENSG00000001461","NIPAL3","chr1",24742244,"+",882.32
"ENSG00000117602","RCAN3","chr1",24828840,"+",845.96
"ENSG00000184454","NCMAP","chr1",24882566,"+",532.8
"ENSG00000133226","SRRM1","chr1",24969593,"+",776.88
"ENSG00000169504","CLIC4","chr1",25071759,"+",708.44
"ENSG00000020633","RUNX3","chr1",25291501,"-",421.16
"ENSG00000117614","SYF2","chr1",25559013,"-",851.88
"ENSG00000117616","C1orf63","chr1",25573985,"-",882.8
"ENSG00000187010","RHD","chr1",25598980,"+",545.2
"ENSG00000183726","TMEM50A","chr1",25664788,"+",753.76
"ENSG00000188672","RHCE","chr1",25756683,"-",753.96
"ENSG00000204178","TMEM57","chr1",25757387,"+",785.52
"ENSG00000157978","LDLRAP1","chr1",25870075,"+",732.16
"ENSG00000117643","MAN1C1","chr1",25943958,"+",487.48
"ENSG00000162430","SEPN1","chr1",26126666,"+",463.6
"ENSG00000117640","MTFR1L","chr1",26146396,"+",902.84
"ENSG00000228172","AL020996.1","chr1",26150097,"-",795.96
"ENSG00000127423","AUNIP","chr1",26185848,"-",852.72
"ENSG00000182749","PAQR7","chr1",26197744,"-",740.16
"ENSG00000117632","STMN1","chr1",26233368,"-",645.52
"ENSG00000158006","PAFAH2","chr1",26324648,"-",821.8
"ENSG00000158008","EXTL1","chr1",26348270,"+",641.28
"ENSG00000158014","SLC30A2","chr1",26372604,"-",550.32
"ENSG00000158022","TRIM63","chr1",26394125,"-",618.2
"ENSG00000175087","PDIK1L","chr1",26437655,"+",610.88
"ENSG00000197245","FAM110D","chr1",26485510,"+",402.44
"ENSG00000142684","ZNF593","chr1",26496387,"+",794.6
"ENSG00000142675","CNKSR1","chr1",26503980,"+",488.08
"ENSG00000188782","CATSPER4","chr1",26517118,"+",523.68
"ENSG00000130695","CEP85","chr1",26560692,"+",928.16
"ENSG00000142669","SH3BGRL3","chr1",26606212,"+",758.16
"ENSG00000169442","CD52","chr1",26644410,"+",748.56
"ENSG00000158062","UBXN11","chr1",26644756,"-",760.52
"ENSG00000176092","AIM1L","chr1",26680621,"-",508.44
"ENSG00000131914","LIN28A","chr1",26737268,"+",538.52
"ENSG00000198830","HMGN2","chr1",26798901,"+",657.6
"ENSG00000117676","RPS6KA1","chr1",26856248,"+",711.44
"ENSG00000117713","ARID1A","chr1",27022521,"+",535.72
"ENSG00000060642","PIGV","chr1",27114453,"+",916.56
"ENSG00000204160","ZDHHC18","chr1",27153200,"+",518.36
"ENSG00000175793","SFN","chr1",27189632,"+",607.72
"ENSG00000142751","GPN2","chr1",27216869,"-",796.84
"ENSG00000198746","GPATCH3","chr1",27226962,"-",732.96
"ENSG00000131910","NR0B2","chr1",27240567,"-",748.24
"ENSG00000090273","NUDC","chr1",27248212,"+",734.44
"ENSG00000175707","C1orf172","chr1",27286901,"-",726.12
"ENSG00000253368","TRNP1","chr1",27320194,"+",653.84
"ENSG00000158246","FAM46B","chr1",27339333,"-",477.2
"ENSG00000090020","SLC9A1","chr1",27481621,"-",937.32
"ENSG00000142784","WDTC1","chr1",27561006,"+",584.4
"ENSG00000186501","TMEM222","chr1",27648635,"+",944.04
"ENSG00000142765","SYTL1","chr1",27668482,"+",691.28
"ENSG00000142733","MAP3K6","chr1",27693337,"-",593.92
"ENSG00000142748","FCN3","chr1",27701315,"-",500.28
"ENSG00000174950","CD164L2","chr1",27709805,"-",430.04
"ENSG00000181773","GPR3","chr1",27719147,"+",672.04
"ENSG00000126705","AHDC1","chr1",27930143,"-",404.56
"ENSG00000000938","FGR","chr1",27961727,"-",615.24
"ENSG00000126709","IFI6","chr1",27998724,"-",814.28
"ENSG00000009780","FAM76A","chr1",28052489,"+",781.28
"ENSG00000117758","STX12","chr1",28099693,"+",560.68
"ENSG00000117751","PPP1R8","chr1",28157251,"+",909.96
"ENSG00000130775","THEMIS2","chr1",28199054,"+",357.4
"ENSG00000117748","RPA2","chr1",28241236,"-",1123.28
"ENSG00000130768","SMPDL3B","chr1",28261503,"+",638.2
"ENSG00000158156","XKR8","chr1",28286503,"+",593.4
"ENSG00000158161","EYA3","chr1",28415148,"-",817.64
"ENSG00000169403","PTAFR","chr1",28520447,"-",451.64
"ENSG00000126698","DNAJC8","chr1",28559542,"-",547.72
"ENSG00000130770","ATPIF1","chr1",28562601,"+",978.68
"ENSG00000130766","SESN2","chr1",28585962,"+",781.68
"ENSG00000130772","MED18","chr1",28655512,"+",500.64
"ENSG00000204138","PHACTR4","chr1",28696092,"+",632.44
"ENSG00000180198","RCC1","chr1",28832454,"+",1120
"ENSG00000180098","TRNAU1AP","chr1",28879528,"+",679.64
"ENSG00000188060","RAB42","chr1",28918711,"+",700.48
"ENSG00000120656","TAF12","chr1",28969604,"-",1214.08
"ENSG00000162419","GMEB1","chr1",28995239,"+",627.92
"ENSG00000198492","YTHDF2","chr1",29063132,"+",1045.32
"ENSG00000116329","OPRD1","chr1",29138653,"+",629.44
"ENSG00000159023","EPB41","chr1",29213602,"+",1056.08
"ENSG00000253304","TMEM200B","chr1",29450421,"-",723.36
"ENSG00000116350","SRSF4","chr1",29508637,"-",681.36
"ENSG00000116353","MECR","chr1",29557454,"-",793.12
"ENSG00000060656","PTPRU","chr1",29563027,"+",742.12
"ENSG00000162510","MATN1","chr1",31196432,"-",706.8
"ENSG00000162511","LAPTM5","chr1",31230683,"-",1147.52
"ENSG00000162512","SDC3","chr1",31381480,"-",390.64
"ENSG00000134644","PUM1","chr1",31538763,"-",856.92
"ENSG00000084628","NKAIN1","chr1",31712734,"-",766.24
"ENSG00000060688","SNRNP40","chr1",31769644,"-",1128.88
"ENSG00000121766","ZCCHC17","chr1",31769841,"+",1155.56
"ENSG00000121769","FABP3","chr1",31845923,"-",647.12
"ENSG00000168528","SERINC2","chr1",31882411,"+",741.32
"ENSG00000142910","TINAGL1","chr1",32042085,"+",535.56
"ENSG00000121764","HCRTR1","chr1",32083300,"+",549.6
"ENSG00000162517","PEF1","chr1",32110838,"-",920.72
"ENSG00000084636","COL16A1","chr1",32169768,"-",568.68
"ENSG00000121753","BAI2","chr1",32229648,"-",622.12
"ENSG00000134668","SPOCD1","chr1",32281580,"-",781.52
"ENSG00000184007","PTP4A2","chr1",32403988,"-",995.48
"ENSG00000121774","KHDRBS1","chr1",32479294,"+",777.04
"ENSG00000121775","TMEM39B","chr1",32538502,"+",833.68
"ENSG00000025800","KPNA6","chr1",32573643,"+",788
"ENSG00000084652","TXLNA","chr1",32645344,"+",888.4
"ENSG00000160050","CCDC28B","chr1",32666201,"+",578.04
"ENSG00000160051","IQCC","chr1",32671235,"+",814.24
"ENSG00000222046","DCDC2B","chr1",32674694,"+",693.76
"ENSG00000084623","EIF3I","chr1",32687184,"+",774.36
"ENSG00000160055","TMEM234","chr1",32687926,"-",774.48
"ENSG00000183615","FAM167B","chr1",32712817,"+",539.92
"ENSG00000182866","LCK","chr1",32716839,"+",690.84
"ENSG00000116478","HDAC1","chr1",32757707,"+",680.04
"ENSG00000175130","MARCKSL1","chr1",32801840,"-",473.52
"ENSG00000225828","FAM229A","chr1",32827844,"-",550.68
"ENSG00000162526","TSSK3","chr1",32827861,"+",567.96
"ENSG00000160058","BSDC1","chr1",32860062,"-",856.08
"ENSG00000160062","ZBTB8A","chr1",32930657,"+",771.56
"ENSG00000176261","ZBTB8OS","chr1",33116185,"-",833.08
"ENSG00000162521","RBBP4","chr1",33116748,"+",923.88
"ENSG00000162520","SYNC","chr1",33168361,"-",682.2
"ENSG00000162522","KIAA1522","chr1",33207511,"+",554.32
"ENSG00000116497","S100PBP","chr1",33283042,"+",740.72
"ENSG00000134684","YARS","chr1",33283633,"-",815.44
"ENSG00000160097","FNDC5","chr1",33338082,"-",660.6
"ENSG00000121905","HPCA","chr1",33352097,"+",574.04
"ENSG00000121900","TMEM54","chr1",33366953,"-",554.76
"ENSG00000116514","RNF19B","chr1",33430286,"-",805.96
"ENSG00000004455","AK2","chr1",33502512,"-",1127.2
"ENSG00000142920","ADC","chr1",33546713,"+",720.04
"ENSG00000116525","TRIM62","chr1",33647671,"-",660.8
"ENSG00000160094","ZNF362","chr1",33722173,"+",474.36
"ENSG00000184389","A3GALT2","chr1",33786699,"-",583.04
"ENSG00000134686","PHC2","chr1",33896216,"-",717.44
"ENSG00000121903","ZSCAN20","chr1",33938231,"+",857.12
"ENSG00000176256","HMGB4","chr1",34326075,"+",660.4
"ENSG00000121904","CSMD2","chr1",34630875,"-",237.76
"ENSG00000142698","C1orf94","chr1",34632623,"+",347.08
"ENSG00000189280","GJB5","chr1",35220647,"+",777.8
"ENSG00000189433","GJB4","chr1",35225341,"+",506.48
"ENSG00000188910","GJB3","chr1",35246789,"+",504.48
"ENSG00000187513","GJA4","chr1",35258170,"+",680.12
"ENSG00000163866","SMIM12","chr1",35325417,"-",1336.28
"ENSG00000116544","DLGAP3","chr1",35370984,"-",505.76
"ENSG00000243749","ZMYM6NB","chr1",35450948,"-",623.52
"ENSG00000197056","ZMYM1","chr1",35544971,"+",860.48
"ENSG00000116560","SFPQ","chr1",35658743,"-",964.04
"ENSG00000146463","ZMYM4","chr1",35734567,"+",1054.32
"ENSG00000142687","KIAA0319L","chr1",36023037,"-",609.88
"ENSG00000020129","NCDN","chr1",36023392,"+",582.72
"ENSG00000116819","TFAP2E","chr1",36038970,"+",561.92
"ENSG00000126067","PSMB2","chr1",36107445,"-",984.4
"ENSG00000142686","C1orf216","chr1",36184790,"-",725.8
"ENSG00000092853","CLSPN","chr1",36235551,"-",480.36
"ENSG00000134698","AGO4","chr1",36273827,"+",819.52
"ENSG00000092847","AGO1","chr1",36335408,"+",684.88
"ENSG00000126070","AGO3","chr1",36396682,"+",796.08
"ENSG00000092850","TEKT2","chr1",36549675,"+",379.88
"ENSG00000116863","ADPRHL2","chr1",36554452,"+",727.84
