ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000169962,TAS1R3,chr1,1266725,+,2194,84.38461538,0.923518594,3318.839137
ENSG00000107404,DVL1,chr1,1284492,-,576,4.465116279,0.020194131,100.2189234
ENSG00000162576,MXRA8,chr1,1297157,-,886,68.15384615,0.726644951,286.1608285
ENSG00000175756,AURKAIP1,chr1,1310818,-,689,11.87931034,0.153615222,493.7410179
ENSG00000224870,RP4-758J18.2,chr1,1334909,+,70,2.592592593,0.02478611,52.05122822
ENSG00000242485,MRPL20,chr1,1342693,-,572,10.21428571,0.151617095,743.2116626
ENSG00000235098,ANKRD65,chr1,1356824,-,6463,88.53424658,0.872787444,6471.674886
ENSG00000205116,TMEM88B,chr1,1361507,+,1028,17.72413793,0.168357915,550.7607124
ENSG00000215915,ATAD3C,chr1,1385068,+,458,76.33333333,0.815714286,80.75708334
ENSG00000160072,ATAD3B,chr1,1407163,+,34,1.888888889,0.033892508,21.53162631
ENSG00000197785,ATAD3A,chr1,1447522,+,783,34.04347826,0.493579439,729.1579898
ENSG00000205090,TMEM240,chr1,1475740,-,7733,96.6625,0.969904126,7365.465522
ENSG00000160075,SSU72,chr1,1510262,-,139,1.695121951,0.017875661,74.49896619
ENSG00000228594,C1orf233,chr1,1535476,-,2226,22.94845361,0.560967011,2957.414564
ENSG00000197530,MIB2,chr1,1551689,+,320,2.119205298,0.021614253,201.9546428
ENSG00000189409,MMP23B,chr1,1567559,+,10580,88.16666667,0.91237351,5660.730994
ENSG00000248333,CDK11B,chr1,1655775,-,12,0.923076923,0.019693654,9.333635326
ENSG00000008128,CDK11A,chr1,1655791,-,12,0.923076923,0.019693654,9.30381543
ENSG00000215790,SLC35E2,chr1,1677438,-,0,NA,NA,0
ENSG00000008130,NADK,chr1,1711508,-,90,1.2,0.017370877,75.06702622
ENSG00000078369,GNB1,chr1,1822526,-,548,3.49044586,0.058797141,451.4693161
ENSG00000169885,CALML6,chr1,1846265,+,579,52.63636364,0.56606383,335.4586802
ENSG00000178821,TMEM52,chr1,1850740,-,716,13.76923077,0.138650058,328.7519716
ENSG00000187730,GABRD,chr1,1950767,+,2551,26.57291667,0.480994383,2433.935459
ENSG00000067606,PRKCZ,chr1,1981908,+,8231,65.848,0.642840298,3336.401457
ENSG00000162585,C1orf86,chr1,2126214,-,410,10.51282051,0.144547049,292.8074642
ENSG00000157933,SKI,chr1,2160133,+,660,3.173076923,0.059420556,607.098323
ENSG00000116151,MORN1,chr1,2322993,-,426,6.65625,0.036105085,123.4377215
ENSG00000157916,RER1,chr1,2323213,+,426,6.65625,0.036105085,118.6806648
ENSG00000157911,PEX10,chr1,2344010,-,439,6.651515152,0.276377473,788.4145016
ENSG00000149527,PLCH2,chr1,2407753,+,181,8.227272727,0.093918306,78.82588047
ENSG00000157881,PANK4,chr1,2458035,-,82,2.157894737,0.025654521,40.48811226
ENSG00000197921,HES5,chr1,2461684,-,1293,10.86554622,0.148220384,579.5167932
ENSG00000157873,TNFRSF14,chr1,2487804,+,458,24.10526316,0.13784106,114.8224373
ENSG00000157870,FAM213B,chr1,2517898,+,442,7.620689655,0.022582535,47.1859762
ENSG00000215912,TTC34,chr1,2706230,-,1959,41.68085106,0.476525834,1992.677186
ENSG00000169717,ACTRT2,chr1,2938045,+,34,2.428571429,0.039854722,18.685275
ENSG00000130762,ARHGEF16,chr1,3371146,+,315,3.888888889,0.029681104,65.53431314
ENSG00000162591,MEGF6,chr1,3528059,-,1492,37.3,0.535997925,1586.3708
ENSG00000158109,TPRG1L,chr1,3541555,+,365,3.443396226,0.038071877,151.1573333
ENSG00000116213,WRAP73,chr1,3566671,-,4549,60.65333333,0.664110137,4403.520654
ENSG00000078900,TP73,chr1,3569128,+,4725,31.92567568,0.448293515,4571.742208
ENSG00000162592,CCDC27,chr1,3668964,+,733,81.44444444,0.773768657,233.9090369
ENSG00000235169,SMIM1,chr1,3689333,+,623,11.75471698,0.178179454,520.0474781
ENSG00000130764,LRRC47,chr1,3713068,-,404,6.121212121,0.024547277,79.18658527
ENSG00000116198,CEP104,chr1,3773797,-,1063,20.84313725,0.167062738,429.7856834
ENSG00000169598,DFFB,chr1,3773844,+,1063,20.84313725,0.167062738,426.71168
ENSG00000196581,AJAP1,chr1,4715104,+,13127,70.95675676,0.72922137,8445.617405
ENSG00000069424,KCNAB2,chr1,6052357,+,429,4.714285714,0.084507824,413.8676899
ENSG00000116254,CHD5,chr1,6240194,-,12202,91.05970149,0.94081317,8235.203274
ENSG00000116251,RPL22,chr1,6259679,-,141,5.875,0.053659751,74.17183733
ENSG00000158286,RNF207,chr1,6266188,+,6202,71.28735632,0.629107404,2217.290718
ENSG00000116237,ICMT,chr1,6296044,-,363,4.270588235,0.02790493,133.2250413
ENSG00000173673,HES3,chr1,6304251,+,669,5.575,0.052075816,301.6116811
ENSG00000158292,GPR153,chr1,6321035,-,891,9.18556701,0.099936453,685.5417163
ENSG00000097021,ACOT7,chr1,6453826,-,268,2.913043478,0.026066635,119.7920867
ENSG00000069812,HES2,chr1,6479979,-,584,6.870588235,0.039979,225.948075
ENSG00000187017,ESPN,chr1,6484847,+,116,7.25,0.044885496,25.82489639
ENSG00000215788,TNFRSF25,chr1,6526255,-,131,16.375,0.144545455,15.0166438
ENSG00000171680,PLEKHG5,chr1,6580121,-,100,100,1,1.025110078
ENSG00000162408,NOL9,chr1,6614658,-,294,4.819672131,0.120540037,510.4212139
ENSG00000173662,TAS1R1,chr1,6615337,+,294,4.819672131,0.120540037,474.5113323
ENSG00000204859,ZBTB48,chr1,6640055,+,95,2.714285714,0.036048951,86.60956855
ENSG00000162413,KLHL21,chr1,6662929,-,214,3.962962963,0.027146631,45.90675564
ENSG00000116273,PHF13,chr1,6673755,+,722,2.923076923,0.029143813,313.387553
ENSG00000041988,THAP3,chr1,6684924,+,281,5.734693878,0.08497661,331.9012728
ENSG00000007923,DNAJC11,chr1,6761966,-,74,2.055555556,0.021456743,35.23282839
ENSG00000171735,CAMTA1,chr1,6845383,+,350,2.215189873,0.023205074,122.4497576
ENSG00000049245,VAMP3,chr1,7831328,+,88,1.833333333,0.018723825,48.801229
ENSG00000049246,PER3,chr1,7844379,+,2139,19.44545455,0.182094926,819.4704024
ENSG00000049247,UTS2,chr1,7973294,-,14,3.5,0.03920354,8.936213502
ENSG00000049249,TNFRSF9,chr1,8003225,-,0,NA,NA,0
ENSG00000116288,PARK7,chr1,8021713,+,117,1.602739726,0.022797417,69.35522229
ENSG00000116285,ERRFI1,chr1,8086393,-,566,5.835051546,0.099549447,376.8683421
ENSG00000162426,SLC45A1,chr1,8384389,+,289,13.13636364,0.105025773,138.6913034
ENSG00000142599,RERE,chr1,8877699,-,238,3.966666667,0.031195757,70.2239079
ENSG00000074800,ENO1,chr1,8939151,-,220,3.666666667,0.021869976,68.47262106
ENSG00000131686,CA6,chr1,9005892,+,0,NA,NA,0
ENSG00000197241,SLC2A7,chr1,9086404,-,0,0,0,0
ENSG00000142583,SLC2A5,chr1,9129887,-,391,39.1,0.432236239,536.028148
ENSG00000180758,GPR157,chr1,9189229,-,188,3.481481481,0.034688881,105.6768788
ENSG00000049239,H6PD,chr1,9294862,+,402,8.553191489,0.382135258,649.4168215
ENSG00000171621,SPSB1,chr1,9352940,+,845,5.559210526,0.045762262,223.1035793
ENSG00000171612,SLC25A33,chr1,9599527,+,36,1.161290323,0.014569536,18.44433913
ENSG00000188807,TMEM201,chr1,9648931,+,488,5.422222222,0.027775247,166.4751462
ENSG00000171608,PIK3CD,chr1,9711789,+,844,13.1875,0.115915638,526.8653677
ENSG00000179840,C1orf200,chr1,9714644,-,848,65.23076923,0.534003527,421.8960019
ENSG00000171603,CLSTN1,chr1,9884550,-,245,2.207207207,0.02726136,173.4311136
ENSG00000178585,CTNNBIP1,chr1,9970316,-,80,1.632653061,0.020779426,71.2037616
ENSG00000162441,LZIC,chr1,10003427,-,35,1.666666667,0.012907531,13.85048079
ENSG00000173614,NMNAT1,chr1,10003485,+,35,1.666666667,0.012907531,13.92707338
ENSG00000054523,KIF1B,chr1,10270763,+,289,2.805825243,0.025417978,118.4151659
ENSG00000142657,PGD,chr1,10459084,+,146,6.083333333,0.0155,6.330609269
ENSG00000175279,APITD1,chr1,10490158,+,6,1,0.008870968,4.12559936
ENSG00000251503,APITD1-CORT,chr1,10490803,+,6,1,0.008870968,3.62629443
ENSG00000241563,CORT,chr1,10509775,+,739,82.11111111,0.850024969,806.2389623
ENSG00000160049,DFFA,chr1,10532613,-,54,3,0.02715415,6.955905837
ENSG00000142655,PEX14,chr1,10535002,+,28,2.8,0.032,3.129996444
ENSG00000130940,CASZ1,chr1,10856733,-,2085,22.91208791,0.321454408,1487.388328
ENSG00000175262,C1orf127,chr1,11042094,-,13,2.6,0.035124555,12.99887029
ENSG00000120948,TARDBP,chr1,11072678,+,385,7.403846154,0.018230932,56.32717363
ENSG00000009724,MASP2,chr1,11107296,-,496,55.11111111,0.797139208,664.8180437
ENSG00000116649,SRM,chr1,11120091,-,162,2,0.019658414,64.56532
ENSG00000171824,EXOSC10,chr1,11159938,-,167,8.35,0.012305606,14.23225202
ENSG00000171819,ANGPTL7,chr1,11249345,+,0,NA,NA,0
ENSG00000198793,MTOR,chr1,11322608,-,87,2.485714286,0.024178499,37.50826576
ENSG00000120942,UBIAD1,chr1,11333254,+,34,1.307692308,0.017243067,10.81109083
ENSG00000204624,PTCHD2,chr1,11539294,+,994,9.650485437,0.160558087,819.4394731
ENSG00000132879,FBXO44,chr1,11714431,+,615,10.98214286,0.107590604,199.2022391
ENSG00000116661,FBXO2,chr1,11714888,-,615,10.98214286,0.107590604,211.0877775
ENSG00000116663,FBXO6,chr1,11724149,+,163,3.543478261,0.03621374,78.86530515
ENSG00000116670,MAD2L2,chr1,11751678,-,6573,84.26923077,0.886032251,4305.281656
ENSG00000162490,DRAXIN,chr1,11751780,+,6573,83.20253165,0.885831063,4294.221327
ENSG00000177674,AGTRAP,chr1,11796141,+,50,25,0.25,2.34186397
ENSG00000011021,CLCN6,chr1,11866152,+,65,1.805555556,0.017028112,42.51446801
ENSG00000177000,MTHFR,chr1,11866160,-,65,1.805555556,0.017028112,42.55875106
ENSG00000175206,NPPA,chr1,11907840,-,200,66.66666667,0.666666667,2.281765763
ENSG00000120937,NPPB,chr1,11918992,-,355,9.594594595,0.07815015,139.412171
ENSG00000116685,KIAA2013,chr1,11986485,-,65,1.911764706,0.018072222,33.21328298
ENSG00000083444,PLOD1,chr1,11994723,+,38,1.151515152,0.020277778,14.25911705
ENSG00000116688,MFN2,chr1,12040237,+,138,3.538461538,0.016518905,26.14895133
ENSG00000116691,MIIP,chr1,12079298,+,168,6,0.022668269,21.43973937
ENSG00000120949,TNFRSF8,chr1,12123433,+,780,25.16129032,0.151848929,139.8449024
ENSG00000028137,TNFRSF1B,chr1,12227059,+,97,2.425,0.031529052,34.32293681
ENSG00000204518,AADACL4,chr1,12704565,+,0,NA,NA,0
ENSG00000188984,AADACL3,chr1,12776117,+,0,NA,NA,0
ENSG00000116726,PRAMEF12,chr1,12834983,+,100,50,0.5,1.397940385
ENSG00000116721,PRAMEF1,chr1,12851545,+,0,NA,NA,0
ENSG00000179172,HNRNPCL1,chr1,12908578,-,0,NA,NA,0
ENSG00000120952,PRAMEF2,chr1,12916940,+,0,NA,NA,0
ENSG00000243073,PRAMEF4,chr1,12946025,-,0,NA,NA,0
ENSG00000187545,PRAMEF10,chr1,12958094,-,0,NA,NA,0
ENSG00000232423,PRAMEF6,chr1,13007406,-,0,NA,NA,0
ENSG00000182330,PRAMEF8,chr1,13390765,-,0,NA,NA,0
ENSG00000204501,PRAMEF9,chr1,13421175,+,0,NA,NA,0
ENSG00000277853,PRAMEF19,chr1,13698405,-,0,NA,NA,0
ENSG00000204479,PRAMEF17,chr1,13716087,+,0,NA,NA,0
ENSG00000204478,PRAMEF20,chr1,13736906,+,0,NA,NA,0
ENSG00000162494,LRRC38,chr1,13840242,-,254,5.08,0.053784474,108.0812378
ENSG00000162493,PDPN,chr1,13910251,+,329,6.854166667,0.098009615,227.9039235
ENSG00000116731,PRDM2,chr1,14026734,+,1792,36.57142857,0.270421053,487.6043084
ENSG00000189337,KAZN,chr1,14925212,+,1173,15.43421053,0.201396226,354.9792917
ENSG00000171729,TMEM51,chr1,15479027,+,433,5.345679012,0.046182615,160.6287336
ENSG00000142621,FHAD1,chr1,15573767,+,1004,71.71428571,0.581036269,117.6575386
ENSG00000142634,EFHD2,chr1,15736390,+,486,6.942857143,0.04527432,123.8019519
ENSG00000162438,CTRC,chr1,15764937,+,0,0,0,0
ENSG00000142615,CELA2A,chr1,15783222,+,0,NA,NA,0
ENSG00000215704,CELA2B,chr1,15802595,+,0,NA,NA,0
ENSG00000132906,CASP9,chr1,15851285,-,44,1.517241379,0.016416443,20.48914069
ENSG00000116138,DNAJC16,chr1,15853351,+,23,0.851851852,0.01800578,14.87957468
ENSG00000116771,AGMAT,chr1,15911605,-,2895,76.18421053,0.771978661,3399.549978
ENSG00000197312,DDI2,chr1,15943952,+,112,3.612903226,0.007201946,2.99153353
ENSG00000215695,RSC1A1,chr1,15986363,+,0,NA,NA,0
ENSG00000116786,PLEKHM2,chr1,16010826,+,426,6.173913043,0.07359519,209.8141487
ENSG00000162461,SLC25A34,chr1,16062808,+,506,84.33333333,0.722,21.52123772
ENSG00000162460,TMEM82,chr1,16068986,+,749,49.93333333,0.582508503,787.2246645
ENSG00000162458,FBLIM1,chr1,16083153,+,570,23.75,0.430243309,200.8167957
ENSG00000065526,SPEN,chr1,16174358,+,160,2.025316456,0.016120959,50.6329184
ENSG00000116809,ZBTB17,chr1,16302627,-,128,2.41509434,0.022835751,50.99748807
ENSG00000183888,C1orf64,chr1,16330730,+,0,NA,NA,0
ENSG00000173641,HSPB7,chr1,16346089,-,168,28,0.154640884,39.89830642
ENSG00000186510,CLCNKA,chr1,16348485,+,0,NA,NA,0
ENSG00000184908,CLCNKB,chr1,16355620,+,472,67.42857143,0.632200957,176.0903286
ENSG00000185519,FAM131C,chr1,16400127,-,211,3.701754386,0.042446352,74.4426564
ENSG00000142627,EPHA2,chr1,16482582,-,3338,87.84210526,0.906481481,3536.099742
ENSG00000142632,ARHGEF19,chr1,16539104,-,0,NA,NA,0
ENSG00000132881,RSG1,chr1,16563659,-,74,1.608695652,0.016330814,40.28610992
ENSG00000037637,FBXO42,chr1,16678948,-,13,1.181818182,0.025031056,8.14037918
ENSG00000055070,SZRD1,chr1,16693524,+,20,2.222222222,0.046741855,21.2827485
ENSG00000187144,SPATA21,chr1,16763919,-,0,NA,NA,0
ENSG00000157191,NECAP2,chr1,16767166,+,31,3.1,0.038782051,6.675202581
ENSG00000219481,NBPF1,chr1,16940100,-,4,0.571428571,0.013167702,4.440498564
ENSG00000058453,CROCC,chr1,17248444,+,0,NA,NA,0
ENSG00000117122,MFAP2,chr1,17308081,-,2075,42.34693878,0.442089682,1230.788039
ENSG00000159363,ATP13A2,chr1,17338423,-,83,10.375,0.225866667,20.26951342
ENSG00000117118,SDHB,chr1,17380665,-,39,1.56,0.013683036,6.270552602
ENSG00000117115,PADI2,chr1,17445948,-,221,11.63157895,0.168876755,122.3003618
ENSG00000142623,PADI1,chr1,17531620,+,0,NA,NA,0
ENSG00000142619,PADI3,chr1,17575592,+,0,NA,NA,0
ENSG00000159339,PADI4,chr1,17634689,+,0,NA,NA,0
ENSG00000179051,RCC2,chr1,17766250,-,219,2.881578947,0.016472782,28.34244067
ENSG00000074964,ARHGEF10L,chr1,17866329,+,1772,16.10909091,0.215536888,913.8409395
ENSG00000117148,ACTL8,chr1,18081807,+,0,NA,NA,0
ENSG00000117154,IGSF21,chr1,18434239,+,1326,27.06122449,0.464551991,875.9768136
ENSG00000179023,KLHDC7A,chr1,18807423,+,1211,25.76595745,0.282382813,806.0377388
ENSG00000009709,PAX7,chr1,18957499,+,2074,28.80555556,0.368896817,1716.278898
ENSG00000179002,TAS1R2,chr1,19186155,-,15,3.75,0.034754098,17.57732668
ENSG00000159423,ALDH4A1,chr1,19229293,-,205,3.660714286,0.038358676,97.84708297
ENSG00000169991,IFFO2,chr1,19282826,-,580,4.084507042,0.046986787,323.3477923
ENSG00000127481,UBR4,chr1,19536746,-,80,2.424242424,0.022821748,34.11370371
ENSG00000127463,EMC1,chr1,19578053,-,42,3.230769231,0.0505,2.250014561
ENSG00000053372,MRTO4,chr1,19578074,+,42,3.230769231,0.0505,2.240584318
ENSG00000211454,AKR7L,chr1,19600568,-,400,66.66666667,0.666666667,4.299924068
ENSG00000162482,AKR7A3,chr1,19615280,-,707,78.55555556,0.7825625,144.4927599
ENSG00000053371,AKR7A2,chr1,19638640,-,174,2.636363636,0.026061987,62.20277793
ENSG00000040487,PQLC2,chr1,19638739,+,174,2.636363636,0.026061987,61.40596886
ENSG00000077549,CAPZB,chr1,19812066,-,88,1.913043478,0.023351558,46.30547607
ENSG00000173436,MINOS1,chr1,19923470,+,53,1.558823529,0.02142132,17.72749434
ENSG00000158747,NBL1,chr1,19969722,+,1950,19.89795918,0.36320201,2087.092261
ENSG00000158748,HTR6,chr1,19991779,+,969,11.53571429,0.151231251,735.1961571
ENSG00000162542,TMCO4,chr1,20126758,-,648,14.08695652,0.198637943,317.7079131
ENSG00000178828,RNF186,chr1,20141771,-,125,12.5,0.118017094,78.88419595
ENSG00000169914,OTUD3,chr1,20208887,+,147,3.418604651,0.016520994,40.451344
ENSG00000188784,PLA2G2E,chr1,20250110,-,233,33.28571429,0.271818182,3.695721078
ENSG00000188257,PLA2G2A,chr1,20306932,-,0,NA,NA,0
ENSG00000127472,PLA2G5,chr1,20396700,+,30,3,0.038293269,16.40583172
ENSG00000117215,PLA2G2D,chr1,20446059,-,0,NA,NA,0
ENSG00000158786,PLA2G2F,chr1,20465822,+,0,0,0,0
ENSG00000187980,PLA2G2C,chr1,20501687,-,0,NA,NA,0
ENSG00000162543,UBXN10,chr1,20512577,+,4,0.235294118,0.009152542,1.125650444
ENSG00000158816,VWA5B1,chr1,20617411,+,122,17.42857143,0.050502793,10.52295392
ENSG00000162545,CAMK2N1,chr1,20812728,-,1876,17.69811321,0.165265595,725.4819551
ENSG00000090432,MUL1,chr1,20834674,-,26,2.6,0.027169811,7.305675138
ENSG00000183114,FAM43B,chr1,20878931,+,2132,24.79069767,0.396252309,2419.26013
ENSG00000158825,CDA,chr1,20915443,+,0,0,0,0
ENSG00000158828,PINK1,chr1,20959947,+,108,1.611940299,0.020005824,36.13032413
ENSG00000244038,DDOST,chr1,20988037,-,126,3.073170732,0.019354533,42.20866857
ENSG00000117245,KIF17,chr1,21044317,-,713,15.17021277,0.225265152,461.3107539
ENSG00000189410,SH2D5,chr1,21059133,-,5444,74.57534247,0.769711771,3888.239877
ENSG00000127483,HP1BP3,chr1,21113799,-,169,2.086419753,0.023105844,60.36251045
ENSG00000075151,EIF4G3,chr1,21503381,-,502,7.070422535,0.075516261,256.3733081
ENSG00000117298,ECE1,chr1,21672034,-,256,3.413333333,0.039482323,170.8453629
ENSG00000142794,NBPF3,chr1,21766582,+,48,12,0.12,19.55280784
ENSG00000162551,ALPL,chr1,21835857,+,822,21.07692308,0.246052372,535.8108746
ENSG00000076864,RAP1GAP,chr1,21995856,-,811,18.02222222,0.128745117,308.2863803
ENSG00000090686,USP48,chr1,22109688,-,7,0.333333333,0.012419355,3.853193195
ENSG00000187942,LDLRAD2,chr1,22138757,+,200,100,1,2.747103985
ENSG00000142798,HSPG2,chr1,22263750,-,209,3.426229508,0.019305048,27.1434895
ENSG00000219073,CELA3B,chr1,22303417,+,0,NA,NA,0
ENSG00000142789,CELA3A,chr1,22328148,+,0,NA,NA,0
ENSG00000070831,CDC42,chr1,22379119,+,190,5.277777778,0.028471074,59.07326112
ENSG00000162552,WNT4,chr1,22470385,-,1642,10.52564103,0.218352243,2265.0563
ENSG00000184677,ZBTB40,chr1,22778343,+,279,14.68421053,0.050099256,21.88729078
ENSG00000070886,EPHA8,chr1,22890003,+,1607,23.63235294,0.256369863,744.7682728
ENSG00000173372,C1QA,chr1,22963117,+,100,100,1,1.448313824
ENSG00000159189,C1QC,chr1,22970117,+,0,NA,NA,0
ENSG00000173369,C1QB,chr1,22979681,+,0,NA,NA,0
ENSG00000133216,EPHB2,chr1,23037330,+,2258,21.10280374,0.238394383,886.5861162
ENSG00000227868,C1orf234,chr1,23342343,-,0,NA,NA,0
ENSG00000004487,KDM1A,chr1,23345940,+,43,1.131578947,0.024688645,21.56443527
ENSG00000169641,LUZP1,chr1,23504301,-,101,2.970588235,0.033165468,51.46191642
ENSG00000179546,HTR1D,chr1,23521222,-,147,24.5,0.361,133.5180006
ENSG00000125944,HNRNPR,chr1,23670853,-,221,2.402173913,0.027471617,95.7480848
ENSG00000249087,C1orf213,chr1,23695463,+,34,1.619047619,0.019309735,12.62170609
ENSG00000125945,ZNF436,chr1,23696357,-,34,1.619047619,0.019309735,15.09280345
ENSG00000204219,TCEA3,chr1,23751261,-,4192,85.55102041,0.919529506,2611.9337
ENSG00000088280,ASAP3,chr1,23810750,-,296,4.774193548,0.023923408,63.67554598
ENSG00000007968,E2F2,chr1,23857712,-,133,1.797297297,0.021835301,82.92544011
ENSG00000117318,ID3,chr1,23886285,-,52,2,0.018923706,44.85749477
ENSG00000142676,RPL11,chr1,24018268,+,16,2,0.032910663,12.09518783
ENSG00000011007,TCEB3,chr1,24069855,+,131,2.046875,0.019426394,51.16307286
ENSG00000057757,PITHD1,chr1,24104875,+,0,NA,NA,0
ENSG00000011009,LYPLA2,chr1,24117645,+,23,2.875,0.03055,12.50329632
ENSG00000117308,GALE,chr1,24127294,-,288,16.94117647,0.471325301,224.8716243
ENSG00000117305,HMGCL,chr1,24151949,-,9,2.25,0.028285714,1.051007958
ENSG00000179163,FUCA1,chr1,24194859,-,116,2.829268293,0.034655172,85.45946006
ENSG00000188822,CNR2,chr1,24239817,-,0,NA,NA,0
ENSG00000189266,PNRC2,chr1,24286300,+,209,2.863013699,0.030938467,94.70310467
ENSG00000188529,SRSF10,chr1,24306953,-,92,5.75,0.055524126,36.3800794
ENSG00000142661,MYOM3,chr1,24421493,-,0,NA,NA,0
ENSG00000142677,IL22RA1,chr1,24469775,-,0,NA,NA,0
ENSG00000185436,IFNLR1,chr1,24513765,-,1300,30.95238095,0.378711374,625.0770757
ENSG00000158055,GRHL3,chr1,24645811,+,33,11,0.12375,3.886705769
ENSG00000001460,STPG1,chr1,24741587,-,31,1.823529412,0.038361702,19.81553893
ENSG00000001461,NIPAL3,chr1,24742244,+,24,2.4,0.048933718,18.03344747
ENSG00000117602,RCAN3,chr1,24828840,+,226,2.658823529,0.026549521,74.71740245
ENSG00000184454,NCMAP,chr1,24882566,+,347,9.378378378,0.090519084,121.4236662
ENSG00000133226,SRRM1,chr1,24969593,+,173,2.982758621,0.028701473,73.7534595
ENSG00000169504,CLIC4,chr1,25071759,+,135,1.901408451,0.017919192,76.26166253
ENSG00000020633,RUNX3,chr1,25291501,-,0,NA,NA,0
ENSG00000117614,SYF2,chr1,25559013,-,91,5.6875,0.026217228,14.23522423
ENSG00000117616,C1orf63,chr1,25573985,-,267,3.467532468,0.018478504,73.25351911
ENSG00000187010,RHD,chr1,25598980,+,0,NA,NA,0
ENSG00000183726,TMEM50A,chr1,25664788,+,70,1.707317073,0.022510549,33.15063031
ENSG00000188672,RHCE,chr1,25756683,-,146,1.431372549,0.015616403,67.88828533
ENSG00000204178,TMEM57,chr1,25757387,+,146,1.431372549,0.015616403,65.98935335
ENSG00000157978,LDLRAP1,chr1,25870075,+,237,3.761904762,0.02137992,50.18215542
ENSG00000117643,MAN1C1,chr1,25943958,+,998,8.180327869,0.04128685,185.4923397
ENSG00000162430,SEPN1,chr1,26126666,+,75,1.785714286,0.021309904,55.05446369
ENSG00000117640,MTFR1L,chr1,26146396,+,58,1.16,0.012471358,24.74722688
ENSG00000228172,AL020996.1,chr1,26150097,-,0,NA,NA,0
ENSG00000127423,AUNIP,chr1,26185848,-,163,5.620689655,0.030177778,22.35476014
ENSG00000182749,PAQR7,chr1,26197744,-,0,NA,NA,0
ENSG00000117632,STMN1,chr1,26233368,-,101,1.836363636,0.027691116,66.46481502
ENSG00000158006,PAFAH2,chr1,26324648,-,100,100,1,21.36705396
ENSG00000158008,EXTL1,chr1,26348270,+,471,78.5,0.794087591,145.9529661
ENSG00000158014,SLC30A2,chr1,26372604,-,5471,79.28985507,0.784490491,2880.386517
ENSG00000158022,TRIM63,chr1,26394125,-,67,67,0.67,2.138136643
ENSG00000175087,PDIK1L,chr1,26437655,+,105,2.019230769,0.022487835,41.83857654
ENSG00000197245,FAM110D,chr1,26485510,+,392,98,0.974444444,98.06266382
ENSG00000142684,ZNF593,chr1,26496387,+,18,1.636363636,0.023353293,4.048411327
ENSG00000142675,CNKSR1,chr1,26503980,+,1364,80.23529412,0.816213365,703.3094977
ENSG00000188782,CATSPER4,chr1,26517118,+,0,NA,NA,0
ENSG00000130695,CEP85,chr1,26560692,+,60,2.4,0.020614684,37.76911261
ENSG00000142669,SH3BGRL3,chr1,26606212,+,88,3.384615385,0.020326019,35.6310747
ENSG00000169442,CD52,chr1,26644410,+,0,NA,NA,0
ENSG00000158062,UBXN11,chr1,26644756,-,0,NA,NA,0
