ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000169962,TAS1R3,chr1,1266725,+,2320,92.8,0.894573055,1367.14978
ENSG00000107404,DVL1,chr1,1284492,-,668,4.737588652,0.0216336,223.1292609
ENSG00000162576,MXRA8,chr1,1297157,-,1032,68.8,0.678539326,156.1987583
ENSG00000175756,AURKAIP1,chr1,1310818,-,626,11.17857143,0.044355292,188.7527514
ENSG00000224870,RP4-758J18.2,chr1,1334909,+,23,0.793103448,0.008750777,29.29628004
ENSG00000242485,MRPL20,chr1,1342693,-,1293,20.203125,0.072253235,510.2914472
ENSG00000235098,ANKRD65,chr1,1356824,-,1918,22.04597701,0.203364557,1069.082414
ENSG00000205116,TMEM88B,chr1,1361507,+,605,8.175675676,0.048389605,266.7693111
ENSG00000215915,ATAD3C,chr1,1385068,+,469,93.8,0.924347826,85.8730186
ENSG00000160072,ATAD3B,chr1,1407163,+,19,1.055555556,0.015819793,22.1098341
ENSG00000197785,ATAD3A,chr1,1447522,+,848,30.28571429,0.138706697,163.3813585
ENSG00000205090,TMEM240,chr1,1475740,-,1762,17.10679612,0.080337895,564.4850264
ENSG00000160075,SSU72,chr1,1510262,-,46,0.541176471,0.007560028,56.72220345
ENSG00000228594,C1orf233,chr1,1535476,-,1826,17.72815534,0.200972187,1035.946157
ENSG00000197530,MIB2,chr1,1551689,+,214,1.486111111,0.015736968,222.1010245
ENSG00000189409,MMP23B,chr1,1567559,+,1051,8.475806452,0.079057508,493.0095625
ENSG00000248333,CDK11B,chr1,1655775,-,2,0.153846154,0.003253425,1.972011733
ENSG00000008128,CDK11A,chr1,1655791,-,2,0.153846154,0.003253425,1.965711382
ENSG00000215790,SLC35E2,chr1,1677438,-,0,NA,NA,0
ENSG00000008130,NADK,chr1,1711508,-,108,1.301204819,0.010749948,70.1320998
ENSG00000078369,GNB1,chr1,1822526,-,421,2.598765432,0.028930975,351.241042
ENSG00000169885,CALML6,chr1,1846265,+,625,89.28571429,0.903636364,262.2207776
ENSG00000178821,TMEM52,chr1,1850740,-,900,17.30769231,0.122014218,418.2610076
ENSG00000187730,GABRD,chr1,1950767,+,1134,11.93684211,0.101753052,586.8815343
ENSG00000067606,PRKCZ,chr1,1981908,+,1673,11.86524823,0.072998021,579.0043309
ENSG00000162585,C1orf86,chr1,2126214,-,1526,27.74545455,0.174857608,513.5670042
ENSG00000157933,SKI,chr1,2160133,+,781,3.187755102,0.020242092,373.6453425
ENSG00000116151,MORN1,chr1,2322993,-,564,7.726027397,0.024953374,163.1211107
ENSG00000157916,RER1,chr1,2323213,+,564,7.726027397,0.024953374,157.0068554
ENSG00000157911,PEX10,chr1,2344010,-,632,7.707317073,0.091451379,356.9202672
ENSG00000149527,PLCH2,chr1,2407753,+,2166,80.22222222,0.846303318,643.9018148
ENSG00000157881,PANK4,chr1,2458035,-,33,0.942857143,0.009665097,19.5676853
ENSG00000197921,HES5,chr1,2461684,-,673,4.773049645,0.03274845,213.4560902
ENSG00000157873,TNFRSF14,chr1,2487804,+,1967,81.95833333,0.754530892,358.0687302
ENSG00000157870,FAM213B,chr1,2517898,+,154,2.40625,0.01124759,45.37802788
ENSG00000215912,TTC34,chr1,2706230,-,6316,86.52054795,0.947972028,2308.537998
ENSG00000169717,ACTRT2,chr1,2938045,+,2110,95.90909091,0.880210526,375.7140344
ENSG00000130762,ARHGEF16,chr1,3371146,+,237,2.604395604,0.018115365,78.52076448
ENSG00000162591,MEGF6,chr1,3528059,-,270,5.625,0.030700562,119.1358112
ENSG00000158109,TPRG1L,chr1,3541555,+,566,4.528,0.031534789,224.3534331
ENSG00000116213,WRAP73,chr1,3566671,-,467,5.188888889,0.022105722,151.0041165
ENSG00000078900,TP73,chr1,3569128,+,611,3.320652174,0.015808262,189.1798362
ENSG00000162592,CCDC27,chr1,3668964,+,714,89.25,0.892857143,166.8224753
ENSG00000235169,SMIM1,chr1,3689333,+,1639,21.85333333,0.141943726,545.9516442
ENSG00000130764,LRRC47,chr1,3713068,-,486,6.48,0.013685766,64.22433901
ENSG00000116198,CEP104,chr1,3773797,-,1220,24.89795918,0.183927381,601.7003752
ENSG00000169598,DFFB,chr1,3773844,+,1220,24.89795918,0.183927381,596.5037038
ENSG00000196581,AJAP1,chr1,4715104,+,621,2.861751152,0.018859082,203.3615603
ENSG00000069424,KCNAB2,chr1,6052357,+,475,4.523809524,0.033077527,204.8244293
ENSG00000116254,CHD5,chr1,6240194,-,436,3.006896552,0.021951277,203.4895014
ENSG00000116251,RPL22,chr1,6259679,-,133,5.782608696,0.036946761,68.28531169
ENSG00000158286,RNF207,chr1,6266188,+,659,7.404494382,0.034675325,167.369285
ENSG00000116237,ICMT,chr1,6296044,-,688,7.644444444,0.014449598,113.3063182
ENSG00000173673,HES3,chr1,6304251,+,239,1.78358209,0.012235759,98.20147184
ENSG00000158292,GPR153,chr1,6321035,-,1020,8.793103448,0.047773474,416.555463
ENSG00000097021,ACOT7,chr1,6453826,-,331,2.648,0.013304876,88.47866761
ENSG00000069812,HES2,chr1,6479979,-,579,6.579545455,0.04799095,305.288085
ENSG00000187017,ESPN,chr1,6484847,+,492,27.33333333,0.17621881,105.6476879
ENSG00000215788,TNFRSF25,chr1,6526255,-,1006,91.45454545,0.841638225,283.4064351
ENSG00000171680,PLEKHG5,chr1,6580121,-,0,NA,NA,0
ENSG00000162408,NOL9,chr1,6614658,-,245,3.769230769,0.027038029,112.0706902
ENSG00000173662,TAS1R1,chr1,6615337,+,245,3.769230769,0.027038029,110.0280751
ENSG00000204859,ZBTB48,chr1,6640055,+,86,2.457142857,0.028126697,98.34479956
ENSG00000162413,KLHL21,chr1,6662929,-,148,2.208955224,0.010494037,26.19064019
ENSG00000116273,PHF13,chr1,6673755,+,281,1.052434457,0.013400812,248.5902396
ENSG00000041988,THAP3,chr1,6684924,+,250,4.716981132,0.025383446,152.6040032
ENSG00000007923,DNAJC11,chr1,6761966,-,27,0.75,0.009295723,26.51251507
ENSG00000171735,CAMTA1,chr1,6845383,+,140,0.875,0.011346348,112.2624221
ENSG00000049245,VAMP3,chr1,7831328,+,43,0.661538462,0.009444726,38.43017407
ENSG00000049246,PER3,chr1,7844379,+,1321,11.00833333,0.042115295,287.1823442
ENSG00000049247,UTS2,chr1,7973294,-,189,47.25,0.46975,94.4612092
ENSG00000049249,TNFRSF9,chr1,8003225,-,0,NA,NA,0
ENSG00000116288,PARK7,chr1,8021713,+,174,2.806451613,0.012499481,62.45549016
ENSG00000116285,ERRFI1,chr1,8086393,-,219,2.009174312,0.010778352,59.00890343
ENSG00000162426,SLC45A1,chr1,8384389,+,2404,96.16,0.940738636,899.5462476
ENSG00000142599,RERE,chr1,8877699,-,174,2.676923077,0.020291786,69.38743352
ENSG00000074800,ENO1,chr1,8939151,-,98,1.38028169,0.010938686,58.48276278
ENSG00000131686,CA6,chr1,9005892,+,0,NA,NA,0
ENSG00000197241,SLC2A7,chr1,9086404,-,0,NA,NA,0
ENSG00000142583,SLC2A5,chr1,9129887,-,919,91.9,0.912546584,835.0759067
ENSG00000180758,GPR157,chr1,9189229,-,45,0.833333333,0.008789822,43.700979
ENSG00000049239,H6PD,chr1,9294862,+,1109,15.84285714,0.118377193,273.9534751
ENSG00000171621,SPSB1,chr1,9352940,+,401,2.554140127,0.018808813,143.5371018
ENSG00000171612,SLC25A33,chr1,9599527,+,333,7.744186047,0.011853846,33.03501166
ENSG00000188807,TMEM201,chr1,9648931,+,438,4.760869565,0.015243827,147.3048474
ENSG00000171608,PIK3CD,chr1,9711789,+,99,1.455882353,0.013154034,86.21609946
ENSG00000179840,C1orf200,chr1,9714644,-,532,44.33333333,0.147821429,103.5042855
ENSG00000171603,CLSTN1,chr1,9884550,-,98,0.753846154,0.009971591,114.1719473
ENSG00000178585,CTNNBIP1,chr1,9970316,-,50,0.892857143,0.010615354,57.07484602
ENSG00000162441,LZIC,chr1,10003427,-,21,0.875,0.015425132,21.00461107
ENSG00000173614,NMNAT1,chr1,10003485,+,21,0.875,0.015425132,21.07878242
ENSG00000054523,KIF1B,chr1,10270763,+,233,1.974576271,0.012123333,96.81780223
ENSG00000142657,PGD,chr1,10459084,+,311,10.72413793,0.025300668,13.48105174
ENSG00000175279,APITD1,chr1,10490158,+,38,6.333333333,0.054933333,36.03431905
ENSG00000251503,APITD1-CORT,chr1,10490803,+,38,6.333333333,0.054933333,31.67322831
ENSG00000241563,CORT,chr1,10509775,+,537,44.75,0.472630835,392.6596705
ENSG00000160049,DFFA,chr1,10532613,-,10,0.37037037,0.008634064,5.195293524
ENSG00000142655,PEX14,chr1,10535002,+,20,1.666666667,0.024409449,3.202245627
ENSG00000130940,CASZ1,chr1,10856733,-,297,2.775700935,0.013601933,105.0355037
ENSG00000175262,C1orf127,chr1,11042094,-,416,52,0.055451713,22.57058381
ENSG00000120948,TARDBP,chr1,11072678,+,127,2.351851852,0.007347188,34.14053985
ENSG00000009724,MASP2,chr1,11107296,-,670,74.44444444,0.902630208,378.4752389
ENSG00000116649,SRM,chr1,11120091,-,113,1.345238095,0.012808834,76.28979371
ENSG00000171824,EXOSC10,chr1,11159938,-,136,5.230769231,0.013553233,21.92134856
ENSG00000171819,ANGPTL7,chr1,11249345,+,0,NA,NA,0
ENSG00000198793,MTOR,chr1,11322608,-,95,2.638888889,0.015204678,37.82086479
ENSG00000120942,UBIAD1,chr1,11333254,+,269,8.151515152,0.026441074,25.19172651
ENSG00000204624,PTCHD2,chr1,11539294,+,328,2.733333333,0.035125421,218.4169962
ENSG00000132879,FBXO44,chr1,11714431,+,876,13.47692308,0.046724069,142.1877348
ENSG00000116661,FBXO2,chr1,11714888,-,676,10.73015873,0.04595992,147.155396
ENSG00000116663,FBXO6,chr1,11724149,+,269,4.483333333,0.029040984,117.4349531
ENSG00000116670,MAD2L2,chr1,11751678,-,254,2.618556701,0.025775924,124.7206948
ENSG00000162490,DRAXIN,chr1,11751780,+,354,3.612244898,0.026240172,126.222819
ENSG00000177674,AGTRAP,chr1,11796141,+,33,5.5,0.099,1.159222665
ENSG00000011021,CLCN6,chr1,11866152,+,53,1.23255814,0.014755485,61.78539947
ENSG00000177000,MTHFR,chr1,11866160,-,53,1.23255814,0.014755485,61.83353512
ENSG00000175206,NPPA,chr1,11907840,-,100,100,1,1.392081348
ENSG00000120937,NPPB,chr1,11918992,-,827,22.35135135,0.207457627,375.6675337
ENSG00000116685,KIAA2013,chr1,11986485,-,16,0.457142857,0.007710123,21.05536825
ENSG00000083444,PLOD1,chr1,11994723,+,51,1.545454545,0.016609848,18.1363922
ENSG00000116688,MFN2,chr1,12040237,+,129,3,0.008538835,17.9481058
ENSG00000116691,MIIP,chr1,12079298,+,69,1.971428571,0.011521739,14.7374531
ENSG00000120949,TNFRSF8,chr1,12123433,+,40,1.290322581,0.0075,13.72393316
ENSG00000028137,TNFRSF1B,chr1,12227059,+,1746,41.57142857,0.527219203,647.8686745
ENSG00000204518,AADACL4,chr1,12704565,+,0,0,0,0
ENSG00000188984,AADACL3,chr1,12776117,+,22,11,0.11,4.195640564
ENSG00000116726,PRAMEF12,chr1,12834983,+,0,0,0,0
ENSG00000116721,PRAMEF1,chr1,12851545,+,0,NA,NA,0
ENSG00000179172,HNRNPCL1,chr1,12908578,-,0,NA,NA,0
ENSG00000120952,PRAMEF2,chr1,12916940,+,0,NA,NA,0
ENSG00000243073,PRAMEF4,chr1,12946025,-,0,NA,NA,0
ENSG00000187545,PRAMEF10,chr1,12958094,-,0,NA,NA,0
ENSG00000232423,PRAMEF6,chr1,13007406,-,0,NA,NA,0
ENSG00000182330,PRAMEF8,chr1,13390765,-,0,NA,NA,0
ENSG00000204501,PRAMEF9,chr1,13421175,+,0,NA,NA,0
ENSG00000277853,PRAMEF19,chr1,13698405,-,0,NA,NA,0
ENSG00000204479,PRAMEF17,chr1,13716087,+,0,NA,NA,0
ENSG00000204478,PRAMEF20,chr1,13736906,+,0,NA,NA,0
ENSG00000162494,LRRC38,chr1,13840242,-,202,3.423728814,0.019770152,62.68613596
ENSG00000162493,PDPN,chr1,13910251,+,159,3.3125,0.048984275,129.1230444
ENSG00000116731,PRDM2,chr1,14026734,+,484,7.446153846,0.108908914,259.9627682
ENSG00000189337,KAZN,chr1,14925212,+,534,5.505154639,0.026516479,69.68741167
ENSG00000171729,TMEM51,chr1,15479027,+,162,1.5,0.013338286,96.96843705
ENSG00000142621,FHAD1,chr1,15573767,+,13,1.083333333,0.015979644,6.630912162
ENSG00000142634,EFHD2,chr1,15736390,+,354,4.481012658,0.016071996,72.14464472
ENSG00000162438,CTRC,chr1,15764937,+,100,100,1,1.469908274
ENSG00000142615,CELA2A,chr1,15783222,+,0,NA,NA,0
ENSG00000215704,CELA2B,chr1,15802595,+,0,NA,NA,0
ENSG00000132906,CASP9,chr1,15851285,-,29,0.852941176,0.009949275,15.33656711
ENSG00000116138,DNAJC16,chr1,15853351,+,25,0.925925926,0.012978339,17.18074485
ENSG00000116771,AGMAT,chr1,15911605,-,225,5,0.02969304,137.2827986
ENSG00000197312,DDI2,chr1,15943952,+,44,1.073170732,0.023643068,16.51089869
ENSG00000215695,RSC1A1,chr1,15986363,+,0,NA,NA,0
ENSG00000116786,PLEKHM2,chr1,16010826,+,702,7.090909091,0.040575522,184.9001677
ENSG00000162461,SLC25A34,chr1,16062808,+,975,88.63636364,0.909090909,34.28223281
ENSG00000162460,TMEM82,chr1,16068986,+,1075,67.1875,0.678166144,497.1454104
ENSG00000162458,FBLIM1,chr1,16083153,+,381,14.65384615,0.302593284,179.7084826
ENSG00000065526,SPEN,chr1,16174358,+,175,1.804123711,0.009502895,51.45949797
ENSG00000116809,ZBTB17,chr1,16302627,-,67,1.31372549,0.013438098,51.86284008
ENSG00000183888,C1orf64,chr1,16330730,+,0,NA,NA,0
ENSG00000173641,HSPB7,chr1,16346089,-,603,50.25,0.494485294,178.9640952
ENSG00000186510,CLCNKA,chr1,16348485,+,0,NA,NA,0
ENSG00000184908,CLCNKB,chr1,16355620,+,736,81.77777778,0.816649746,210.4597706
ENSG00000185519,FAM131C,chr1,16400127,-,113,2.092592593,0.01877551,59.96077684
ENSG00000142627,EPHA2,chr1,16482582,-,381,7.775510204,0.043166552,168.0936865
ENSG00000142632,ARHGEF19,chr1,16539104,-,0,NA,NA,0
ENSG00000132881,RSG1,chr1,16563659,-,122,2.44,0.01491877,61.34200366
ENSG00000037637,FBXO42,chr1,16678948,-,21,1.3125,0.015626424,6.902856093
ENSG00000055070,SZRD1,chr1,16693524,+,5,0.384615385,0.009795571,6.578048562
ENSG00000187144,SPATA21,chr1,16763919,-,0,NA,NA,0
ENSG00000157191,NECAP2,chr1,16767166,+,73,7.3,0.01318612,4.541238681
ENSG00000219481,NBPF1,chr1,16940100,-,5,0.714285714,0.014285714,7.544692712
ENSG00000058453,CROCC,chr1,17248444,+,0,NA,NA,0
ENSG00000117122,MFAP2,chr1,17308081,-,110,2.2,0.010152106,31.62066396
ENSG00000159363,ATP13A2,chr1,17338423,-,382,27.28571429,0.120878049,29.66471482
ENSG00000117118,SDHB,chr1,17380665,-,70,2.8,0.025108696,19.33090789
ENSG00000117115,PADI2,chr1,17445948,-,129,3.685714286,0.047757497,40.7901326
ENSG00000142623,PADI1,chr1,17531620,+,0,NA,NA,0
ENSG00000142619,PADI3,chr1,17575592,+,0,NA,NA,0
ENSG00000159339,PADI4,chr1,17634689,+,100,100,1,1.344739078
ENSG00000179051,RCC2,chr1,17766250,-,202,2,0.012091146,64.12554621
ENSG00000074964,ARHGEF10L,chr1,17866329,+,301,2.333333333,0.01175269,77.26968336
ENSG00000117148,ACTL8,chr1,18081807,+,0,NA,NA,0
ENSG00000117154,IGSF21,chr1,18434239,+,38,0.808510638,0.010396536,24.87020239
ENSG00000179023,KLHDC7A,chr1,18807423,+,4043,86.0212766,0.896697443,1696.696986
ENSG00000009709,PAX7,chr1,18957499,+,62,0.756097561,0.009697685,48.82608945
ENSG00000179002,TAS1R2,chr1,19186155,-,364,91,0.911626506,418.9425627
ENSG00000159423,ALDH4A1,chr1,19229293,-,326,5.174603175,0.026907291,129.0241582
ENSG00000169991,IFFO2,chr1,19282826,-,328,2.14379085,0.014012177,152.9460421
ENSG00000127481,UBR4,chr1,19536746,-,70,1.555555556,0.019728718,43.50179871
ENSG00000127463,EMC1,chr1,19578053,-,0,0,0,0
ENSG00000053372,MRTO4,chr1,19578074,+,0,0,0,0
ENSG00000211454,AKR7L,chr1,19600568,-,650,92.85714286,0.923076923,12.90111782
ENSG00000162482,AKR7A3,chr1,19615280,-,709,59.08333333,0.727837838,123.7364814
ENSG00000053371,AKR7A2,chr1,19638640,-,438,5.214285714,0.073340067,253.9343466
ENSG00000040487,PQLC2,chr1,19638739,+,438,5.214285714,0.073340067,249.1685005
ENSG00000077549,CAPZB,chr1,19812066,-,53,1.081632653,0.013503836,46.46051092
ENSG00000173436,MINOS1,chr1,19923470,+,54,1.35,0.018646113,29.49395183
ENSG00000158747,NBL1,chr1,19969722,+,316,2.747826087,0.035763231,295.4426144
ENSG00000158748,HTR6,chr1,19991779,+,1035,10.56122449,0.123786275,874.1528193
ENSG00000162542,TMCO4,chr1,20126758,-,225,4.891304348,0.045563683,119.1586497
ENSG00000178828,RNF186,chr1,20141771,-,1523,95.1875,0.930506567,569.867897
ENSG00000169914,OTUD3,chr1,20208887,+,294,6.837209302,0.014597094,58.11789438
ENSG00000188784,PLA2G2E,chr1,20250110,-,668,60.72727273,0.841176471,71.27909087
ENSG00000188257,PLA2G2A,chr1,20306932,-,0,NA,NA,0
ENSG00000127472,PLA2G5,chr1,20396700,+,927,92.7,0.916121417,559.9255866
ENSG00000117215,PLA2G2D,chr1,20446059,-,0,NA,NA,0
ENSG00000158786,PLA2G2F,chr1,20465822,+,0,NA,NA,0
ENSG00000187980,PLA2G2C,chr1,20501687,-,0,NA,NA,0
ENSG00000162543,UBXN10,chr1,20512577,+,267,10.68,0.04410628,9.50199971
ENSG00000158816,VWA5B1,chr1,20617411,+,227,25.22222222,0.070798319,20.08523049
ENSG00000162545,CAMK2N1,chr1,20812728,-,223,2.064814815,0.014774205,98.06780952
ENSG00000090432,MUL1,chr1,20834674,-,6,0.285714286,0.006292948,3.519538953
ENSG00000183114,FAM43B,chr1,20878931,+,288,2.93877551,0.026365431,194.6840769
ENSG00000158825,CDA,chr1,20915443,+,0,0,0,0
ENSG00000158828,PINK1,chr1,20959947,+,89,1.369230769,0.009645786,30.58663334
ENSG00000244038,DDOST,chr1,20988037,-,168,3.733333333,0.012664246,39.63063329
ENSG00000117245,KIF17,chr1,21044317,-,816,17,0.119941315,338.57492
ENSG00000189410,SH2D5,chr1,21059133,-,155,2.123287671,0.021262399,105.6885784
ENSG00000127483,HP1BP3,chr1,21113799,-,102,1.159090909,0.014065421,72.26623992
ENSG00000075151,EIF4G3,chr1,21503381,-,87,1.191780822,0.013000911,60.57014365
ENSG00000117298,ECE1,chr1,21672034,-,96,1.230769231,0.013943033,97.80549662
ENSG00000142794,NBPF3,chr1,21766582,+,3,0.25,0.00675,1.216722832
ENSG00000162551,ALPL,chr1,21835857,+,145,3.020833333,0.010393852,34.58043849
ENSG00000076864,RAP1GAP,chr1,21995856,-,453,7.947368421,0.035149308,111.9691176
ENSG00000090686,USP48,chr1,22109688,-,23,2.555555556,0.043250883,15.42583941
ENSG00000187942,LDLRAD2,chr1,22138757,+,200,100,1,5.494207971
ENSG00000142798,HSPG2,chr1,22263750,-,390,4.936708861,0.017549923,47.60656449
ENSG00000219073,CELA3B,chr1,22303417,+,0,NA,NA,0
ENSG00000142789,CELA3A,chr1,22328148,+,0,NA,NA,0
ENSG00000070831,CDC42,chr1,22379119,+,46,1.022222222,0.013272352,48.2585927
ENSG00000162552,WNT4,chr1,22470385,-,176,1.060240964,0.011704858,193.9454926
ENSG00000184677,ZBTB40,chr1,22778343,+,52,3.058823529,0.021517067,18.24548469
ENSG00000070886,EPHA8,chr1,22890003,+,168,2.153846154,0.018731361,83.47733745
ENSG00000173372,C1QA,chr1,22963117,+,100,100,1,1.448313824
ENSG00000159189,C1QC,chr1,22970117,+,13,4.333333333,0.104,1.396851413
ENSG00000173369,C1QB,chr1,22979681,+,0,NA,NA,0
ENSG00000133216,EPHB2,chr1,23037330,+,134,1.116666667,0.014840264,122.923637
ENSG00000227868,C1orf234,chr1,23342343,-,0,NA,NA,0
ENSG00000004487,KDM1A,chr1,23345940,+,128,2.098360656,0.01205657,21.67908186
ENSG00000169641,LUZP1,chr1,23504301,-,64,1.882352941,0.021643636,60.532942
ENSG00000179546,HTR1D,chr1,23521222,-,580,64.44444444,0.940091324,263.0313059
ENSG00000125944,HNRNPR,chr1,23670853,-,91,0.928571429,0.009238206,59.08548338
ENSG00000249087,C1orf213,chr1,23695463,+,45,3,0.015049116,8.759373559
ENSG00000125945,ZNF436,chr1,23696357,-,45,3,0.015049116,10.47429741
ENSG00000204219,TCEA3,chr1,23751261,-,164,2.981818182,0.035830389,79.56597765
ENSG00000088280,ASAP3,chr1,23810750,-,100,1.5625,0.010430182,47.63726504
ENSG00000007968,E2F2,chr1,23857712,-,126,1.726027397,0.016860215,83.97220051
ENSG00000117318,ID3,chr1,23886285,-,25,0.694444444,0.009560574,33.02315451
ENSG00000142676,RPL11,chr1,24018268,+,205,18.63636364,0.024205379,11.7521811
ENSG00000011007,TCEB3,chr1,24069855,+,63,0.863013699,0.01089433,45.11233713
ENSG00000057757,PITHD1,chr1,24104875,+,0,NA,NA,0
ENSG00000011009,LYPLA2,chr1,24117645,+,15,1.25,0.021421053,16.65578468
ENSG00000117308,GALE,chr1,24127294,-,101,4.391304348,0.132312704,93.54239722
ENSG00000117305,HMGCL,chr1,24151949,-,7,0.538461538,0.008448276,1.040391716
ENSG00000179163,FUCA1,chr1,24194859,-,51,1.342105263,0.016421495,59.55125205
ENSG00000188822,CNR2,chr1,24239817,-,0,NA,NA,0
ENSG00000189266,PNRC2,chr1,24286300,+,92,1.226666667,0.01760087,93.62979743
ENSG00000188529,SRSF10,chr1,24306953,-,71,1.820512821,0.030949721,30.32233662
ENSG00000142661,MYOM3,chr1,24421493,-,0,NA,NA,0
ENSG00000142677,IL22RA1,chr1,24469775,-,367,91.75,0.901,9.533951364
ENSG00000185436,IFNLR1,chr1,24513765,-,247,4.574074074,0.021328332,50.7181678
ENSG00000158055,GRHL3,chr1,24645811,+,170,28.33333333,0.217564103,22.14300836
ENSG00000001460,STPG1,chr1,24741587,-,40,2.352941176,0.033797468,23.94331648
ENSG00000001461,NIPAL3,chr1,24742244,+,31,3.875,0.044145786,20.35337923
ENSG00000117602,RCAN3,chr1,24828840,+,173,1.802083333,0.014153094,88.14408243
ENSG00000184454,NCMAP,chr1,24882566,+,257,7.558823529,0.027254472,76.81774672
ENSG00000133226,SRRM1,chr1,24969593,+,320,3.595505618,0.029420179,136.9195192
ENSG00000169504,CLIC4,chr1,25071759,+,79,0.868131868,0.009434053,63.17880948
ENSG00000020633,RUNX3,chr1,25291501,-,700,100,1,9.047092312
ENSG00000117614,SYF2,chr1,25559013,-,19,0.76,0.008873239,6.442572843
ENSG00000117616,C1orf63,chr1,25573985,-,157,1.847058824,0.008193994,45.20417606
ENSG00000187010,RHD,chr1,25598980,+,0,NA,NA,0
ENSG00000183726,TMEM50A,chr1,25664788,+,40,1.081081081,0.01309011,30.86779236
ENSG00000188672,RHCE,chr1,25756683,-,66,0.589285714,0.005887502,40.68608944
ENSG00000204178,TMEM57,chr1,25757387,+,66,0.589285714,0.005887502,40.62340111
ENSG00000157978,LDLRAP1,chr1,25870075,+,74,1.174603175,0.011680231,46.49619773
ENSG00000117643,MAN1C1,chr1,25943958,+,135,1.007462687,0.010934927,77.76086778
ENSG00000162430,SEPN1,chr1,26126666,+,155,3.1,0.011008428,39.0605933
ENSG00000117640,MTFR1L,chr1,26146396,+,90,1.451612903,0.013611881,36.67640091
ENSG00000228172,AL020996.1,chr1,26150097,-,0,NA,NA,0
ENSG00000127423,AUNIP,chr1,26185848,-,157,5.607142857,0.026533115,37.05991286
ENSG00000182749,PAQR7,chr1,26197744,-,0,NA,NA,0
ENSG00000117632,STMN1,chr1,26233368,-,237,4.016949153,0.01453373,53.23379109
ENSG00000158006,PAFAH2,chr1,26324648,-,100,100,1,14.24470264
ENSG00000158008,EXTL1,chr1,26348270,+,552,92,0.881355932,69.73198643
ENSG00000158014,SLC30A2,chr1,26372604,-,592,6.88372093,0.045053381,179.2758081
ENSG00000158022,TRIM63,chr1,26394125,-,300,100,1,3.623607298
ENSG00000175087,PDIK1L,chr1,26437655,+,245,3.223684211,0.009716864,35.32993868
ENSG00000197245,FAM110D,chr1,26485510,+,500,100,1,20.9862476
ENSG00000142684,ZNF593,chr1,26496387,+,18,1.636363636,0.022926829,5.827667838
ENSG00000142675,CNKSR1,chr1,26503980,+,77,5.133333333,0.084190715,67.80151061
ENSG00000188782,CATSPER4,chr1,26517118,+,0,NA,NA,0
ENSG00000130695,CEP85,chr1,26560692,+,43,1.72,0.0155397,44.31953196
ENSG00000142669,SH3BGRL3,chr1,26606212,+,29,1.115384615,0.008050918,21.13816477
ENSG00000169442,CD52,chr1,26644410,+,0,NA,NA,0
ENSG00000158062,UBXN11,chr1,26644756,-,0,NA,NA,0
