ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000169962,TAS1R3,chr1,1266725,+,2199,91.625,0.91632613,674.0978399
ENSG00000107404,DVL1,chr1,1284492,-,810,5.704225352,0.021434206,141.6843361
ENSG00000162576,MXRA8,chr1,1297157,-,651,65.1,0.765638298,96.1831802
ENSG00000175756,AURKAIP1,chr1,1310818,-,548,10.14814815,0.03804758,60.48351098
ENSG00000224870,RP4-758J18.2,chr1,1334909,+,138,3.285714286,0.014958824,27.33323574
ENSG00000242485,MRPL20,chr1,1342693,-,1342,20.02985075,0.079469284,268.9179647
ENSG00000235098,ANKRD65,chr1,1356824,-,2463,23.91262136,0.212409188,525.6600439
ENSG00000205116,TMEM88B,chr1,1361507,+,799,10.7972973,0.036829828,115.6160187
ENSG00000215915,ATAD3C,chr1,1385068,+,350,87.5,0.857142857,6.072075116
ENSG00000160072,ATAD3B,chr1,1407163,+,22,1.222222222,0.020227273,18.40627362
ENSG00000197785,ATAD3A,chr1,1447522,+,783,23.02941176,0.183638814,93.14337869
ENSG00000205090,TMEM240,chr1,1475740,-,1385,16.29411765,0.051302763,192.862971
ENSG00000160075,SSU72,chr1,1510262,-,62,0.746987952,0.008751711,33.29710401
ENSG00000228594,C1orf233,chr1,1535476,-,1655,16.2254902,0.218227535,694.4135264
ENSG00000197530,MIB2,chr1,1551689,+,236,1.685714286,0.014613377,111.5857752
ENSG00000189409,MMP23B,chr1,1567559,+,1312,10.17054264,0.089502903,307.8993048
ENSG00000248333,CDK11B,chr1,1655775,-,8,0.727272727,0.012686084,4.073463636
ENSG00000008128,CDK11A,chr1,1655791,-,8,0.727272727,0.012686084,4.060449386
ENSG00000215790,SLC35E2,chr1,1677438,-,0,NA,NA,0
ENSG00000008130,NADK,chr1,1711508,-,103,1.211764706,0.013486842,46.17144375
ENSG00000078369,GNB1,chr1,1822526,-,514,3.294871795,0.035059513,228.4990427
ENSG00000169885,CALML6,chr1,1846265,+,662,94.57142857,0.935700935,124.4513196
ENSG00000178821,TMEM52,chr1,1850740,-,781,16.27083333,0.10261324,153.1548334
ENSG00000187730,GABRD,chr1,1950767,+,1625,17.47311828,0.11397351,279.9107525
ENSG00000067606,PRKCZ,chr1,1981908,+,1573,10.41721854,0.056424419,264.9994361
ENSG00000162585,C1orf86,chr1,2126214,-,1113,24.19565217,0.154480797,256.5176447
ENSG00000157933,SKI,chr1,2160133,+,1117,4.36328125,0.019913064,210.1174163
ENSG00000116151,MORN1,chr1,2322993,-,219,2.772151899,0.014333441,47.17148048
ENSG00000157916,RER1,chr1,2323213,+,219,2.772151899,0.014333441,45.77076127
ENSG00000157911,PEX10,chr1,2344010,-,675,9.246575342,0.081343849,178.1545687
ENSG00000149527,PLCH2,chr1,2407753,+,2639,85.12903226,0.873007246,288.3898437
ENSG00000157881,PANK4,chr1,2458035,-,374,9.12195122,0.020815109,23.08076351
ENSG00000197921,HES5,chr1,2461684,-,1096,8.179104478,0.034060914,139.4343539
ENSG00000157873,TNFRSF14,chr1,2487804,+,1548,67.30434783,0.764071146,211.3629398
ENSG00000157870,FAM213B,chr1,2517898,+,234,3.836065574,0.007719403,14.91677627
ENSG00000215912,TTC34,chr1,2706230,-,6556,96.41176471,0.959774059,1220.466939
ENSG00000169717,ACTRT2,chr1,2938045,+,1133,94.41666667,0.91845679,173.8841379
ENSG00000130762,ARHGEF16,chr1,3371146,+,174,2,0.016554935,37.92472741
ENSG00000162591,MEGF6,chr1,3528059,-,187,3.4,0.020120887,32.70336003
ENSG00000158109,TPRG1L,chr1,3541555,+,448,3.764705882,0.030021914,100.19809
ENSG00000116213,WRAP73,chr1,3566671,-,320,3.636363636,0.02533574,83.99908979
ENSG00000078900,TP73,chr1,3569128,+,503,3.104938272,0.021215647,123.2624681
ENSG00000162592,CCDC27,chr1,3668964,+,832,92.44444444,0.915660377,107.3524852
ENSG00000235169,SMIM1,chr1,3689333,+,1851,26.44285714,0.131336828,241.7889227
ENSG00000130764,LRRC47,chr1,3713068,-,98,1.4,0.01846314,46.25740511
ENSG00000116198,CEP104,chr1,3773797,-,1313,22.63793103,0.152823062,376.6041144
ENSG00000169598,DFFB,chr1,3773844,+,1313,22.63793103,0.152823062,373.3620922
ENSG00000196581,AJAP1,chr1,4715104,+,386,1.939698492,0.022287308,127.0164509
ENSG00000069424,KCNAB2,chr1,6052357,+,404,3.63963964,0.031382576,98.4123207
ENSG00000116254,CHD5,chr1,6240194,-,262,2.062992126,0.023836619,126.8509246
ENSG00000116251,RPL22,chr1,6259679,-,184,8,0.035620253,32.74264481
ENSG00000158286,RNF207,chr1,6266188,+,1035,11.5,0.037337632,89.41526145
ENSG00000116237,ICMT,chr1,6296044,-,277,3.4625,0.009064622,37.73372263
ENSG00000173673,HES3,chr1,6304251,+,179,1.387596899,0.015456005,64.06208666
ENSG00000158292,GPR153,chr1,6321035,-,845,7.681818182,0.033148354,110.6814396
ENSG00000097021,ACOT7,chr1,6453826,-,234,2.017241379,0.012910448,56.08569101
ENSG00000069812,HES2,chr1,6479979,-,538,5.977777778,0.058448343,173.0303249
ENSG00000187017,ESPN,chr1,6484847,+,439,25.82352941,0.102205882,30.50325666
ENSG00000215788,TNFRSF25,chr1,6526255,-,871,87.1,0.816769231,61.25353274
ENSG00000171680,PLEKHG5,chr1,6580121,-,100,100,1,2.262221241
ENSG00000162408,NOL9,chr1,6614658,-,258,4.229508197,0.028389175,73.31137777
ENSG00000173662,TAS1R1,chr1,6615337,+,258,4.229508197,0.028389175,72.37289903
ENSG00000204859,ZBTB48,chr1,6640055,+,120,3.428571429,0.035567672,58.58077309
ENSG00000162413,KLHL21,chr1,6662929,-,39,0.65,0.015569007,20.87547869
ENSG00000116273,PHF13,chr1,6673755,+,489,1.797794118,0.015291484,167.9827058
ENSG00000041988,THAP3,chr1,6684924,+,256,4.571428571,0.026683239,96.99223529
ENSG00000007923,DNAJC11,chr1,6761966,-,343,7.795454545,0.015215434,25.01469388
ENSG00000171735,CAMTA1,chr1,6845383,+,229,1.440251572,0.013117169,84.6978959
ENSG00000049245,VAMP3,chr1,7831328,+,84,1.473684211,0.016210472,32.42229691
ENSG00000049246,PER3,chr1,7844379,+,1349,12.37614679,0.045440329,174.6368132
ENSG00000049247,UTS2,chr1,7973294,-,271,67.75,0.637222222,23.10416987
ENSG00000049249,TNFRSF9,chr1,8003225,-,0,NA,NA,0
ENSG00000116288,PARK7,chr1,8021713,+,83,1.257575758,0.012072518,30.47579908
ENSG00000116285,ERRFI1,chr1,8086393,-,84,0.777777778,0.012338388,31.81902996
ENSG00000162426,SLC45A1,chr1,8384389,+,2108,95.81818182,0.948571429,408.3904111
ENSG00000142599,RERE,chr1,8877699,-,130,1.805555556,0.018609438,39.84607502
ENSG00000074800,ENO1,chr1,8939151,-,82,1.261538462,0.011750681,36.34906456
ENSG00000131686,CA6,chr1,9005892,+,0,NA,NA,0
ENSG00000197241,SLC2A7,chr1,9086404,-,200,100,1,3.471560653
ENSG00000142583,SLC2A5,chr1,9129887,-,966,96.6,0.966608696,474.0544176
ENSG00000180758,GPR157,chr1,9189229,-,189,3.25862069,0.017089947,47.68647639
ENSG00000049239,H6PD,chr1,9294862,+,398,10.20512821,0.107134021,133.3928199
ENSG00000171621,SPSB1,chr1,9352940,+,299,1.929032258,0.017070573,69.17925275
ENSG00000171612,SLC25A33,chr1,9599527,+,418,10.19512195,0.010517138,19.5394537
ENSG00000188807,TMEM201,chr1,9648931,+,384,4,0.01675337,83.0055768
ENSG00000171608,PIK3CD,chr1,9711789,+,294,4.388059701,0.017707497,59.60675403
ENSG00000179840,C1orf200,chr1,9714644,-,482,40.16666667,0.167111111,63.82192931
ENSG00000171603,CLSTN1,chr1,9884550,-,132,1.056,0.010626605,71.84936402
ENSG00000178585,CTNNBIP1,chr1,9970316,-,61,1.244897959,0.01248227,37.56055922
ENSG00000162441,LZIC,chr1,10003427,-,29,1.45,0.011752336,5.1195164
ENSG00000173614,NMNAT1,chr1,10003485,+,29,1.45,0.011752336,5.152227451
ENSG00000054523,KIF1B,chr1,10270763,+,170,1.404958678,0.017182414,73.7765244
ENSG00000142657,PGD,chr1,10459084,+,141,4.272727273,0.011390977,3.645489134
ENSG00000175279,APITD1,chr1,10490158,+,11,1.375,0.0225,1.237074928
ENSG00000251503,APITD1-CORT,chr1,10490803,+,11,1.375,0.0225,1.087356655
ENSG00000241563,CORT,chr1,10509775,+,551,45.91666667,0.40173913,135.0076107
ENSG00000160049,DFFA,chr1,10532613,-,15,0.681818182,0.022690058,3.947177411
ENSG00000142655,PEX14,chr1,10535002,+,27,2.25,0.050243902,4.282771675
ENSG00000130940,CASZ1,chr1,10856733,-,281,2.867346939,0.011216336,46.8955066
ENSG00000175262,C1orf127,chr1,11042094,-,26,6.5,0.060238095,6.688461639
ENSG00000120948,TARDBP,chr1,11072678,+,86,1.622641509,0.019802148,38.40549874
ENSG00000009724,MASP2,chr1,11107296,-,632,70.22222222,0.890779221,151.1178132
ENSG00000116649,SRM,chr1,11120091,-,261,3.034883721,0.009451591,29.21452834
ENSG00000171824,EXOSC10,chr1,11159938,-,225,8.653846154,0.017845304,10.13658727
ENSG00000171819,ANGPTL7,chr1,11249345,+,0,NA,NA,0
ENSG00000198793,MTOR,chr1,11322608,-,133,2.955555556,0.013378773,14.62281356
ENSG00000120942,UBIAD1,chr1,11333254,+,320,9.696969697,0.037914798,18.91252863
ENSG00000204624,PTCHD2,chr1,11539294,+,383,3.139344262,0.037769262,110.7815321
ENSG00000132879,FBXO44,chr1,11714431,+,529,9.120689655,0.039629981,51.06424213
ENSG00000116661,FBXO2,chr1,11714888,-,529,9.120689655,0.039629981,51.10100959
ENSG00000116663,FBXO6,chr1,11724149,+,493,6.320512821,0.042286517,82.88142013
ENSG00000116670,MAD2L2,chr1,11751678,-,463,4.63,0.035227273,84.52169529
ENSG00000162490,DRAXIN,chr1,11751780,+,513,5.079207921,0.035676329,84.70640186
ENSG00000177674,AGTRAP,chr1,11796141,+,0,0,0,0
ENSG00000011021,CLCN6,chr1,11866152,+,78,1.813953488,0.017585139,37.29000188
ENSG00000177000,MTHFR,chr1,11866160,-,78,1.813953488,0.017585139,37.30704957
ENSG00000175206,NPPA,chr1,11907840,-,0,NA,NA,0
ENSG00000120937,NPPB,chr1,11918992,-,1173,32.58333333,0.208385269,155.068694
ENSG00000116685,KIAA2013,chr1,11986485,-,29,0.852941176,0.008766328,12.32243705
ENSG00000083444,PLOD1,chr1,11994723,+,147,4.2,0.029307087,19.05848281
ENSG00000116688,MFN2,chr1,12040237,+,90,2.093023256,0.014083425,13.18454799
ENSG00000116691,MIIP,chr1,12079298,+,82,1.863636364,0.01948505,12.69922607
ENSG00000120949,TNFRSF8,chr1,12123433,+,17,0.53125,0.006281938,7.44077454
ENSG00000028137,TNFRSF1B,chr1,12227059,+,1485,32.2826087,0.527703863,273.5090087
ENSG00000204518,AADACL4,chr1,12704565,+,0,NA,NA,0
ENSG00000188984,AADACL3,chr1,12776117,+,200,100,1,4.22743407
ENSG00000116726,PRAMEF12,chr1,12834983,+,100,100,1,1.397940385
ENSG00000116721,PRAMEF1,chr1,12851545,+,0,NA,NA,0
ENSG00000179172,HNRNPCL1,chr1,12908578,-,0,NA,NA,0
ENSG00000120952,PRAMEF2,chr1,12916940,+,0,NA,NA,0
ENSG00000243073,PRAMEF4,chr1,12946025,-,0,NA,NA,0
ENSG00000187545,PRAMEF10,chr1,12958094,-,0,NA,NA,0
ENSG00000232423,PRAMEF6,chr1,13007406,-,0,NA,NA,0
ENSG00000182330,PRAMEF8,chr1,13390765,-,0,NA,NA,0
ENSG00000204501,PRAMEF9,chr1,13421175,+,0,NA,NA,0
ENSG00000277853,PRAMEF19,chr1,13698405,-,0,NA,NA,0
ENSG00000204479,PRAMEF17,chr1,13716087,+,0,NA,NA,0
ENSG00000204478,PRAMEF20,chr1,13736906,+,0,NA,NA,0
ENSG00000162494,LRRC38,chr1,13840242,-,231,3.85,0.0250499,51.45470717
ENSG00000162493,PDPN,chr1,13910251,+,153,3.731707317,0.052211055,58.10942157
ENSG00000116731,PRDM2,chr1,14026734,+,808,12.24242424,0.034436027,45.56116514
ENSG00000189337,KAZN,chr1,14925212,+,178,2.282051282,0.023846154,25.58298668
ENSG00000171729,TMEM51,chr1,15479027,+,135,1.285714286,0.014328961,54.44526713
ENSG00000142621,FHAD1,chr1,15573767,+,16,0.695652174,0.018207547,4.061835954
ENSG00000142634,EFHD2,chr1,15736390,+,306,4.026315789,0.020118026,42.08307228
ENSG00000162438,CTRC,chr1,15764937,+,0,NA,NA,0
ENSG00000142615,CELA2A,chr1,15783222,+,0,NA,NA,0
ENSG00000215704,CELA2B,chr1,15802595,+,0,NA,NA,0
ENSG00000132906,CASP9,chr1,15851285,-,65,2.03125,0.019010239,12.40814646
ENSG00000116138,DNAJC16,chr1,15853351,+,69,2.464285714,0.026635161,16.90125393
ENSG00000116771,AGMAT,chr1,15911605,-,379,8.063829787,0.02830531,74.56812863
ENSG00000197312,DDI2,chr1,15943952,+,55,1.341463415,0.021680532,13.37523186
ENSG00000215695,RSC1A1,chr1,15986363,+,0,NA,NA,0
ENSG00000116786,PLEKHM2,chr1,16010826,+,673,6.797979798,0.038045479,76.39178491
ENSG00000162461,SLC25A34,chr1,16062808,+,875,87.5,0.821428571,26.92859001
ENSG00000162460,TMEM82,chr1,16068986,+,1060,66.25,0.709208633,226.993374
ENSG00000162458,FBLIM1,chr1,16083153,+,357,13.22222222,0.2425,80.18206963
ENSG00000065526,SPEN,chr1,16174358,+,127,1.245098039,0.013110851,35.74843879
ENSG00000116809,ZBTB17,chr1,16302627,-,107,1.813559322,0.016290237,32.4423924
ENSG00000183888,C1orf64,chr1,16330730,+,100,100,1,1.008838834
ENSG00000173641,HSPB7,chr1,16346089,-,570,47.5,0.504409449,86.4849733
ENSG00000186510,CLCNKA,chr1,16348485,+,0,NA,NA,0
ENSG00000184908,CLCNKB,chr1,16355620,+,557,92.83333333,0.933258427,107.0055854
ENSG00000185519,FAM131C,chr1,16400127,-,152,2.576271186,0.020482574,40.28836009
ENSG00000142627,EPHA2,chr1,16482582,-,399,8.3125,0.046962583,84.6583364
ENSG00000142632,ARHGEF19,chr1,16539104,-,0,NA,NA,0
ENSG00000132881,RSG1,chr1,16563659,-,77,1.54,0.013583298,32.92089085
ENSG00000037637,FBXO42,chr1,16678948,-,0,0,0,0
ENSG00000055070,SZRD1,chr1,16693524,+,12,1.333333333,0.023209877,6.448540673
ENSG00000187144,SPATA21,chr1,16763919,-,0,NA,NA,0
ENSG00000157191,NECAP2,chr1,16767166,+,0,0,0,0
ENSG00000219481,NBPF1,chr1,16940100,-,3,0.214285714,0.009253247,2.98775489
ENSG00000058453,CROCC,chr1,17248444,+,0,NA,NA,0
ENSG00000117122,MFAP2,chr1,17308081,-,114,2.326530612,0.018420124,25.06475063
ENSG00000159363,ATP13A2,chr1,17338423,-,208,11.55555556,0.214307692,16.31219524
ENSG00000117118,SDHB,chr1,17380665,-,66,2.64,0.009748744,4.230318923
ENSG00000117115,PADI2,chr1,17445948,-,145,5.576923077,0.073091398,30.276756
ENSG00000142623,PADI1,chr1,17531620,+,0,NA,NA,0
ENSG00000142619,PADI3,chr1,17575592,+,0,NA,NA,0
ENSG00000159339,PADI4,chr1,17634689,+,0,NA,NA,0
ENSG00000179051,RCC2,chr1,17766250,-,338,3.414141414,0.013842737,42.42567259
ENSG00000074964,ARHGEF10L,chr1,17866329,+,269,2.279661017,0.014317169,56.1492274
ENSG00000117148,ACTL8,chr1,18081807,+,0,NA,NA,0
ENSG00000117154,IGSF21,chr1,18434239,+,55,1.037735849,0.014208368,20.57134658
ENSG00000179023,KLHDC7A,chr1,18807423,+,3993,88.73333333,0.927324159,813.8302509
ENSG00000009709,PAX7,chr1,18957499,+,81,0.987804878,0.016258023,28.45232651
ENSG00000179002,TAS1R2,chr1,19186155,-,563,93.83333333,0.917857143,141.7632375
ENSG00000159423,ALDH4A1,chr1,19229293,-,396,6.092307692,0.041403913,81.8942826
ENSG00000169991,IFFO2,chr1,19282826,-,175,1.047904192,0.014048968,83.7185627
ENSG00000127481,UBR4,chr1,19536746,-,80,1.509433962,0.012399343,15.71596196
ENSG00000127463,EMC1,chr1,19578053,-,18,1.5,0.028073394,3.382282085
ENSG00000053372,MRTO4,chr1,19578074,+,18,1.5,0.028073394,3.368106291
ENSG00000211454,AKR7L,chr1,19600568,-,400,50,0.714285714,10.79290882
ENSG00000162482,AKR7A3,chr1,19615280,-,1310,65.5,0.778095238,53.15239034
ENSG00000053371,AKR7A2,chr1,19638640,-,613,7.759493671,0.040438898,53.59004206
ENSG00000040487,PQLC2,chr1,19638739,+,613,7.759493671,0.040438898,52.66550644
ENSG00000077549,CAPZB,chr1,19812066,-,61,1.244897959,0.012379553,23.11798801
ENSG00000173436,MINOS1,chr1,19923470,+,48,1.043478261,0.014642438,13.03030831
ENSG00000158747,NBL1,chr1,19969722,+,351,3.162162162,0.04128534,182.9262329
ENSG00000158748,HTR6,chr1,19991779,+,869,9.344086022,0.105742636,405.7736359
ENSG00000162542,TMCO4,chr1,20126758,-,220,4.782608696,0.028484627,43.03880326
ENSG00000178828,RNF186,chr1,20141771,-,1195,91.92307692,0.925568627,271.4425857
ENSG00000169914,OTUD3,chr1,20208887,+,184,4.279069767,0.013167636,26.22082089
ENSG00000188784,PLA2G2E,chr1,20250110,-,780,86.66666667,0.944444444,39.54235129
ENSG00000188257,PLA2G2A,chr1,20306932,-,0,NA,NA,0
ENSG00000127472,PLA2G5,chr1,20396700,+,952,95.2,0.942359551,172.9137159
ENSG00000117215,PLA2G2D,chr1,20446059,-,0,NA,NA,0
ENSG00000158786,PLA2G2F,chr1,20465822,+,0,0,0,0
ENSG00000187980,PLA2G2C,chr1,20501687,-,0,NA,NA,0
ENSG00000162543,UBXN10,chr1,20512577,+,149,6.208333333,0.034352941,6.008987881
ENSG00000158816,VWA5B1,chr1,20617411,+,78,11.14285714,0.106896552,10.89449156
ENSG00000162545,CAMK2N1,chr1,20812728,-,124,1.087719298,0.012458588,48.71341419
ENSG00000090432,MUL1,chr1,20834674,-,23,1.045454545,0.011024735,3.184895453
ENSG00000183114,FAM43B,chr1,20878931,+,290,2.735849057,0.034856536,151.4202138
ENSG00000158825,CDA,chr1,20915443,+,100,50,0.5,2.064419319
ENSG00000158828,PINK1,chr1,20959947,+,85,1.148648649,0.014669897,25.6869519
ENSG00000244038,DDOST,chr1,20988037,-,248,5.511111111,0.015452506,21.53929114
ENSG00000117245,KIF17,chr1,21044317,-,1131,21.75,0.123128448,171.6792619
ENSG00000189410,SH2D5,chr1,21059133,-,142,1.775,0.019179974,49.72546902
ENSG00000127483,HP1BP3,chr1,21113799,-,65,0.8125,0.011270392,34.53554248
ENSG00000075151,EIF4G3,chr1,21503381,-,172,2.205128205,0.017207254,35.90979217
ENSG00000117298,ECE1,chr1,21672034,-,92,1.082352941,0.012021891,41.87965668
ENSG00000142794,NBPF3,chr1,21766582,+,25,2.083333333,0.055555556,4.529885391
ENSG00000162551,ALPL,chr1,21835857,+,42,0.893617021,0.012637997,20.87951536
ENSG00000076864,RAP1GAP,chr1,21995856,-,484,9.68,0.046075036,74.01565867
ENSG00000090686,USP48,chr1,22109688,-,35,1.296296296,0.052173913,7.569205235
ENSG00000187942,LDLRAD2,chr1,22138757,+,200,100,1,5.494207971
ENSG00000142798,HSPG2,chr1,22263750,-,80,1.333333333,0.010929722,15.69827797
ENSG00000219073,CELA3B,chr1,22303417,+,0,NA,NA,0
ENSG00000142789,CELA3A,chr1,22328148,+,0,NA,NA,0
ENSG00000070831,CDC42,chr1,22379119,+,55,1.279069767,0.011837134,19.38223834
ENSG00000162552,WNT4,chr1,22470385,-,331,1.947058824,0.014615577,137.2102205
ENSG00000184677,ZBTB40,chr1,22778343,+,17,0.566666667,0.009797297,4.636011561
ENSG00000070886,EPHA8,chr1,22890003,+,142,1.820512821,0.020083115,48.28931973
ENSG00000173372,C1QA,chr1,22963117,+,0,NA,NA,0
ENSG00000159189,C1QC,chr1,22970117,+,171,24.42857143,0.314375,6.52295085
ENSG00000173369,C1QB,chr1,22979681,+,0,NA,NA,0
ENSG00000133216,EPHB2,chr1,23037330,+,177,1.609090909,0.016659804,73.38152533
ENSG00000227868,C1orf234,chr1,23342343,-,0,NA,NA,0
ENSG00000004487,KDM1A,chr1,23345940,+,45,0.97826087,0.008206452,6.858600805
ENSG00000169641,LUZP1,chr1,23504301,-,85,2.741935484,0.019015198,31.78113208
ENSG00000179546,HTR1D,chr1,23521222,-,591,98.5,0.982931034,73.01433866
ENSG00000125944,HNRNPR,chr1,23670853,-,156,1.514563107,0.014498197,51.80842313
ENSG00000249087,C1orf213,chr1,23695463,+,253,9.730769231,0.033066667,11.73495933
ENSG00000125945,ZNF436,chr1,23696357,-,153,6.375,0.029932886,12.13026127
ENSG00000204219,TCEA3,chr1,23751261,-,208,3.25,0.051420118,69.48153762
ENSG00000088280,ASAP3,chr1,23810750,-,157,2.453125,0.011983264,29.50921007
ENSG00000007968,E2F2,chr1,23857712,-,135,1.824324324,0.01693904,41.97699845
ENSG00000117318,ID3,chr1,23886285,-,47,1.46875,0.018220141,24.93548672
ENSG00000142676,RPL11,chr1,24018268,+,5,1.25,0.016091954,2.951222281
ENSG00000011007,TCEB3,chr1,24069855,+,156,2.052631579,0.013158359,31.4017793
ENSG00000057757,PITHD1,chr1,24104875,+,0,NA,NA,0
ENSG00000011009,LYPLA2,chr1,24117645,+,24,2.181818182,0.024501109,11.41375864
ENSG00000117308,GALE,chr1,24127294,-,96,4.173913043,0.08042623,28.25123747
ENSG00000117305,HMGCL,chr1,24151949,-,17,1.307692308,0.014166667,1.082856684
ENSG00000179163,FUCA1,chr1,24194859,-,163,3.543478261,0.025237215,44.73332918
ENSG00000188822,CNR2,chr1,24239817,-,0,NA,NA,0
ENSG00000189266,PNRC2,chr1,24286300,+,105,1.438356164,0.01770229,48.5883159
ENSG00000188529,SRSF10,chr1,24306953,-,45,1.730769231,0.026575342,14.78800755
ENSG00000142661,MYOM3,chr1,24421493,-,0,NA,NA,0
ENSG00000142677,IL22RA1,chr1,24469775,-,100,50,0.5,2.049405191
ENSG00000185436,IFNLR1,chr1,24513765,-,468,9.176470588,0.028705882,23.02677006
ENSG00000158055,GRHL3,chr1,24645811,+,184,26.28571429,0.143469388,8.990624379
ENSG00000001460,STPG1,chr1,24741587,-,28,1.4,0.024015748,6.948930777
ENSG00000001461,NIPAL3,chr1,24742244,+,20,1.818181818,0.033959732,5.311139269
ENSG00000117602,RCAN3,chr1,24828840,+,189,2.147727273,0.012683015,39.26195343
ENSG00000184454,NCMAP,chr1,24882566,+,261,7.25,0.018860688,34.25165019
ENSG00000133226,SRRM1,chr1,24969593,+,298,3.973333333,0.021152473,48.92282129
ENSG00000169504,CLIC4,chr1,25071759,+,317,3.408602151,0.01158363,35.8070177
ENSG00000020633,RUNX3,chr1,25291501,-,200,100,1,2.395396572
ENSG00000117614,SYF2,chr1,25559013,-,27,1.173913043,0.021777778,5.926621828
ENSG00000117616,C1orf63,chr1,25573985,-,160,1.882352941,0.014495897,27.8536553
ENSG00000187010,RHD,chr1,25598980,+,0,NA,NA,0
ENSG00000183726,TMEM50A,chr1,25664788,+,132,3.219512195,0.016764706,21.35411294
ENSG00000188672,RHCE,chr1,25756683,-,135,1.273584906,0.012282978,45.00993724
ENSG00000204178,TMEM57,chr1,25757387,+,135,1.273584906,0.012282978,43.97926135
ENSG00000157978,LDLRAP1,chr1,25870075,+,120,1.875,0.016004695,35.56986907
ENSG00000117643,MAN1C1,chr1,25943958,+,182,1.255172414,0.014538677,54.02132587
ENSG00000162430,SEPN1,chr1,26126666,+,35,0.833333333,0.009317357,13.29567174
ENSG00000117640,MTFR1L,chr1,26146396,+,78,1.368421053,0.015396183,28.81129107
ENSG00000228172,AL020996.1,chr1,26150097,-,0,NA,NA,0
ENSG00000127423,AUNIP,chr1,26185848,-,144,5.142857143,0.025291607,21.99494454
ENSG00000182749,PAQR7,chr1,26197744,-,0,NA,NA,0
ENSG00000117632,STMN1,chr1,26233368,-,273,3.791666667,0.016128451,32.26600888
ENSG00000158006,PAFAH2,chr1,26324648,-,75,75,0.75,4.273410792
ENSG00000158008,EXTL1,chr1,26348270,+,567,94.5,0.968064516,40.31325726
ENSG00000158014,SLC30A2,chr1,26372604,-,641,8.662162162,0.050126728,93.80427071
ENSG00000158022,TRIM63,chr1,26394125,-,200,100,1,2.073193892
ENSG00000175087,PDIK1L,chr1,26437655,+,89,1.202702703,0.009813814,18.68813045
ENSG00000197245,FAM110D,chr1,26485510,+,200,66.66666667,0.666666667,2.795605236
ENSG00000142684,ZNF593,chr1,26496387,+,157,9.8125,0.046547619,4.429280169
ENSG00000142675,CNKSR1,chr1,26503980,+,142,9.466666667,0.083119266,27.49456318
ENSG00000188782,CATSPER4,chr1,26517118,+,0,NA,NA,0
ENSG00000130695,CEP85,chr1,26560692,+,35,1.4,0.013612424,21.06962782
ENSG00000142669,SH3BGRL3,chr1,26606212,+,142,3.736842105,0.017348754,21.34607216
ENSG00000169442,CD52,chr1,26644410,+,0,NA,NA,0
ENSG00000158062,UBXN11,chr1,26644756,-,0,NA,NA,0
