"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000142655","PEX14","chr1",10535002,"+",6463.72
"ENSG00000130940","CASZ1","chr1",10856733,"-",942.88
"ENSG00000175262","C1orf127","chr1",11042094,"-",382.64
"ENSG00000120948","TARDBP","chr1",11072678,"+",8851.68
"ENSG00000009724","MASP2","chr1",11107296,"-",247.52
"ENSG00000116649","SRM","chr1",11120091,"-",8026.08
"ENSG00000171824","EXOSC10","chr1",11159938,"-",5827.72
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",303.72
"ENSG00000198793","MTOR","chr1",11322608,"-",4638.48
"ENSG00000120942","UBIAD1","chr1",11333254,"+",6492.56
"ENSG00000204624","PTCHD2","chr1",11539294,"+",1272.36
"ENSG00000132879","FBXO44","chr1",11714431,"+",1879
"ENSG00000116661","FBXO2","chr1",11714888,"-",1858.48
"ENSG00000116663","FBXO6","chr1",11724149,"+",1612
"ENSG00000116670","MAD2L2","chr1",11751678,"-",411.16
"ENSG00000162490","DRAXIN","chr1",11751780,"+",405.16
"ENSG00000177674","AGTRAP","chr1",11796141,"+",4268.76
"ENSG00000011021","CLCN6","chr1",11866152,"+",9629.84
"ENSG00000177000","MTHFR","chr1",11866160,"-",9640.56
"ENSG00000175206","NPPA","chr1",11907840,"-",301.6
"ENSG00000120937","NPPB","chr1",11918992,"-",486.2
"ENSG00000116685","KIAA2013","chr1",11986485,"-",6067.2
"ENSG00000083444","PLOD1","chr1",11994723,"+",4700.92
"ENSG00000116688","MFN2","chr1",12040237,"+",4834.84
"ENSG00000116691","MIIP","chr1",12079298,"+",4843.36
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",9087.6
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",6339.2
"ENSG00000204518","AADACL4","chr1",12704565,"+",337.76
"ENSG00000188984","AADACL3","chr1",12776117,"+",226.64
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",383.72
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",459.24
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",423.28
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",270.88
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",349.96
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",167
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",186.44
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",188.08
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",241.12
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",86
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",164.68
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",111.32
"ENSG00000162494","LRRC38","chr1",13840242,"-",273.76
"ENSG00000162493","PDPN","chr1",13910251,"+",323.04
"ENSG00000116731","PRDM2","chr1",14026734,"+",8494.88
"ENSG00000189337","KAZN","chr1",14925212,"+",1902.88
"ENSG00000171729","TMEM51","chr1",15479027,"+",2956.96
"ENSG00000142621","FHAD1","chr1",15573767,"+",1636.88
"ENSG00000142634","EFHD2","chr1",15736390,"+",5393.04
"ENSG00000162438","CTRC","chr1",15764937,"+",359.88
"ENSG00000142615","CELA2A","chr1",15783222,"+",515.88
"ENSG00000215704","CELA2B","chr1",15802595,"+",353.24
"ENSG00000132906","CASP9","chr1",15851285,"-",6499.32
"ENSG00000116138","DNAJC16","chr1",15853351,"+",7205.92
"ENSG00000116771","AGMAT","chr1",15911605,"-",1479.24
"ENSG00000197312","DDI2","chr1",15943952,"+",7987.2
"ENSG00000215695","RSC1A1","chr1",15986363,"+",452.84
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",4732.6
"ENSG00000162461","SLC25A34","chr1",16062808,"+",133.2
"ENSG00000162460","TMEM82","chr1",16068986,"+",231.96
"ENSG00000162458","FBLIM1","chr1",16083153,"+",337.52
"ENSG00000065526","SPEN","chr1",16174358,"+",8716.08
"ENSG00000116809","ZBTB17","chr1",16302627,"-",4431.52
"ENSG00000183888","C1orf64","chr1",16330730,"+",320.4
"ENSG00000173641","HSPB7","chr1",16346089,"-",270.2
"ENSG00000186510","CLCNKA","chr1",16348485,"+",291.16
"ENSG00000184908","CLCNKB","chr1",16355620,"+",136.44
"ENSG00000185519","FAM131C","chr1",16400127,"-",801.76
"ENSG00000142627","EPHA2","chr1",16482582,"-",1113.68
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",247.52
"ENSG00000132881","RSG1","chr1",16563659,"-",4481.12
"ENSG00000037637","FBXO42","chr1",16678948,"-",8448.36000000001
"ENSG00000055070","SZRD1","chr1",16693524,"+",7098.08
"ENSG00000187144","SPATA21","chr1",16763919,"-",350.88
"ENSG00000157191","NECAP2","chr1",16767166,"+",6176.76
"ENSG00000219481","NBPF1","chr1",16940100,"-",8614.60000000001
"ENSG00000058453","CROCC","chr1",17248444,"+",256
"ENSG00000117122","MFAP2","chr1",17308081,"-",458.28
"ENSG00000159363","ATP13A2","chr1",17338423,"-",3875.28
"ENSG00000117118","SDHB","chr1",17380665,"-",6340.08
"ENSG00000117115","PADI2","chr1",17445948,"-",987.88
"ENSG00000142623","PADI1","chr1",17531620,"+",370.8
"ENSG00000142619","PADI3","chr1",17575592,"+",301.68
"ENSG00000159339","PADI4","chr1",17634689,"+",394.6
"ENSG00000179051","RCC2","chr1",17766250,"-",4995.48
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",600.76
"ENSG00000117148","ACTL8","chr1",18081807,"+",360.48
"ENSG00000117154","IGSF21","chr1",18434239,"+",314.16
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",469.36
"ENSG00000009709","PAX7","chr1",18957499,"+",195.36
"ENSG00000179002","TAS1R2","chr1",19186155,"-",336.04
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",4934.28
"ENSG00000169991","IFFO2","chr1",19282826,"-",6018.84
"ENSG00000127481","UBR4","chr1",19536746,"-",12304.8
"ENSG00000127463","EMC1","chr1",19578053,"-",11240.92
"ENSG00000053372","MRTO4","chr1",19578074,"+",11388.08
"ENSG00000211454","AKR7L","chr1",19600568,"-",380.72
"ENSG00000162482","AKR7A3","chr1",19615280,"-",496.8
"ENSG00000053371","AKR7A2","chr1",19638640,"-",6412.92
"ENSG00000040487","PQLC2","chr1",19638739,"+",6640
"ENSG00000077549","CAPZB","chr1",19812066,"-",9936.04
"ENSG00000173436","MINOS1","chr1",19923470,"+",9056.44
"ENSG00000158747","NBL1","chr1",19969722,"+",1408.92
"ENSG00000158748","HTR6","chr1",19991779,"+",1193.56
"ENSG00000162542","TMCO4","chr1",20126758,"-",4364.12
"ENSG00000178828","RNF186","chr1",20141771,"-",390.6
"ENSG00000169914","OTUD3","chr1",20208887,"+",5155.28
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",154.04
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",382.68
"ENSG00000127472","PLA2G5","chr1",20396700,"+",263.32
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",709.48
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",300.48
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",328.32
"ENSG00000162543","UBXN10","chr1",20512577,"+",1277.24
"ENSG00000158816","VWA5B1","chr1",20617411,"+",504.12
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",490.24
"ENSG00000090432","MUL1","chr1",20834674,"-",6759.04
"ENSG00000183114","FAM43B","chr1",20878931,"+",271.92
"ENSG00000158825","CDA","chr1",20915443,"+",388.32
"ENSG00000158828","PINK1","chr1",20959947,"+",2860.8
"ENSG00000244038","DDOST","chr1",20988037,"-",9270.64
"ENSG00000117245","KIF17","chr1",21044317,"-",638.36
"ENSG00000189410","SH2D5","chr1",21059133,"-",3829
"ENSG00000127483","HP1BP3","chr1",21113799,"-",9156.16
"ENSG00000075151","EIF4G3","chr1",21503381,"-",6230.44
"ENSG00000117298","ECE1","chr1",21672034,"-",6367.84
"ENSG00000142794","NBPF3","chr1",21766582,"+",2702.68
"ENSG00000162551","ALPL","chr1",21835857,"+",489.08
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",436.24
"ENSG00000090686","USP48","chr1",22109688,"-",8784.56
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",725.92
"ENSG00000142798","HSPG2","chr1",22263750,"-",1430.48
"ENSG00000219073","CELA3B","chr1",22303417,"+",294.52
"ENSG00000142789","CELA3A","chr1",22328148,"+",322.64
"ENSG00000070831","CDC42","chr1",22379119,"+",6131.92
"ENSG00000162552","WNT4","chr1",22470385,"-",1414.48
"ENSG00000184677","ZBTB40","chr1",22778343,"+",5311.2
"ENSG00000070886","EPHA8","chr1",22890003,"+",183.56
"ENSG00000173372","C1QA","chr1",22963117,"+",218.36
"ENSG00000159189","C1QC","chr1",22970117,"+",288.48
"ENSG00000173369","C1QB","chr1",22979681,"+",382.32
"ENSG00000133216","EPHB2","chr1",23037330,"+",1963.28
"ENSG00000227868","C1orf234","chr1",23342343,"-",348.88
"ENSG00000004487","KDM1A","chr1",23345940,"+",8696.36
"ENSG00000169641","LUZP1","chr1",23504301,"-",2249.76
"ENSG00000179546","HTR1D","chr1",23521222,"-",322.68
"ENSG00000125944","HNRNPR","chr1",23670853,"-",9208.8
"ENSG00000249087","C1orf213","chr1",23695463,"+",9774.92
"ENSG00000125945","ZNF436","chr1",23696357,"-",8357.76000000001
"ENSG00000204219","TCEA3","chr1",23751261,"-",563.56
"ENSG00000088280","ASAP3","chr1",23810750,"-",1565.16
"ENSG00000007968","E2F2","chr1",23857712,"-",7393.64
"ENSG00000117318","ID3","chr1",23886285,"-",8804.28
"ENSG00000142676","RPL11","chr1",24018268,"+",10646.44
"ENSG00000011007","TCEB3","chr1",24069855,"+",8574.6
"ENSG00000057757","PITHD1","chr1",24104875,"+",9165.88
"ENSG00000011009","LYPLA2","chr1",24117645,"+",5761.28
"ENSG00000117308","GALE","chr1",24127294,"-",5572.24
"ENSG00000117305","HMGCL","chr1",24151949,"-",6572.96
"ENSG00000179163","FUCA1","chr1",24194859,"-",6046.96
"ENSG00000188822","CNR2","chr1",24239817,"-",8604.6
"ENSG00000189266","PNRC2","chr1",24286300,"+",11414.24
"ENSG00000188529","SRSF10","chr1",24306953,"-",9142.24
"ENSG00000142661","MYOM3","chr1",24421493,"-",149.04
"ENSG00000142677","IL22RA1","chr1",24469775,"-",349.84
"ENSG00000185436","IFNLR1","chr1",24513765,"-",3580
"ENSG00000158055","GRHL3","chr1",24645811,"+",1403
"ENSG00000001460","STPG1","chr1",24741587,"-",7837.6
"ENSG00000001461","NIPAL3","chr1",24742244,"+",7080.6
"ENSG00000117602","RCAN3","chr1",24828840,"+",2762.88
"ENSG00000184454","NCMAP","chr1",24882566,"+",434
"ENSG00000133226","SRRM1","chr1",24969593,"+",10110
"ENSG00000169504","CLIC4","chr1",25071759,"+",7199.76000000001
"ENSG00000020633","RUNX3","chr1",25291501,"-",10126.12
"ENSG00000117614","SYF2","chr1",25559013,"-",9515.72
"ENSG00000117616","C1orf63","chr1",25573985,"-",10200.64
"ENSG00000187010","RHD","chr1",25598980,"+",209.32
"ENSG00000183726","TMEM50A","chr1",25664788,"+",11174.08
"ENSG00000188672","RHCE","chr1",25756683,"-",5248.84
"ENSG00000204178","TMEM57","chr1",25757387,"+",6702.84
"ENSG00000157978","LDLRAP1","chr1",25870075,"+",3086.44
"ENSG00000117643","MAN1C1","chr1",25943958,"+",2491.52
"ENSG00000162430","SEPN1","chr1",26126666,"+",1171.2
"ENSG00000117640","MTFR1L","chr1",26146396,"+",8288.68
"ENSG00000228172","AL020996.1","chr1",26150097,"-",1465.64
"ENSG00000127423","AUNIP","chr1",26185848,"-",6509.6
"ENSG00000182749","PAQR7","chr1",26197744,"-",968.84
"ENSG00000117632","STMN1","chr1",26233368,"-",4821.48
"ENSG00000158006","PAFAH2","chr1",26324648,"-",5054.4
"ENSG00000158008","EXTL1","chr1",26348270,"+",416.96
"ENSG00000158014","SLC30A2","chr1",26372604,"-",221.64
"ENSG00000158022","TRIM63","chr1",26394125,"-",236.56
"ENSG00000175087","PDIK1L","chr1",26437655,"+",6573.44
"ENSG00000197245","FAM110D","chr1",26485510,"+",187.32
"ENSG00000142684","ZNF593","chr1",26496387,"+",4505.6
"ENSG00000142675","CNKSR1","chr1",26503980,"+",586.52
"ENSG00000188782","CATSPER4","chr1",26517118,"+",372.48
"ENSG00000130695","CEP85","chr1",26560692,"+",7392.28
"ENSG00000142669","SH3BGRL3","chr1",26606212,"+",5615.48
"ENSG00000169442","CD52","chr1",26644410,"+",7799.76
"ENSG00000158062","UBXN11","chr1",26644756,"-",7815.56
"ENSG00000176092","AIM1L","chr1",26680621,"-",267.6
"ENSG00000131914","LIN28A","chr1",26737268,"+",250.56
"ENSG00000198830","HMGN2","chr1",26798901,"+",8605.92
"ENSG00000117676","RPS6KA1","chr1",26856248,"+",4503.64
"ENSG00000117713","ARID1A","chr1",27022521,"+",6053.04
"ENSG00000060642","PIGV","chr1",27114453,"+",9894.6
"ENSG00000204160","ZDHHC18","chr1",27153200,"+",5586.44
"ENSG00000175793","SFN","chr1",27189632,"+",3538.64
"ENSG00000142751","GPN2","chr1",27216869,"-",6763.08
"ENSG00000198746","GPATCH3","chr1",27226962,"-",9109.08
"ENSG00000131910","NR0B2","chr1",27240567,"-",244.4
"ENSG00000090273","NUDC","chr1",27248212,"+",7790.52
"ENSG00000175707","C1orf172","chr1",27286901,"-",894.52
"ENSG00000253368","TRNP1","chr1",27320194,"+",2079.88
"ENSG00000158246","FAM46B","chr1",27339333,"-",748.8
"ENSG00000090020","SLC9A1","chr1",27481621,"-",6299.6
"ENSG00000142784","WDTC1","chr1",27561006,"+",4844.24
"ENSG00000186501","TMEM222","chr1",27648635,"+",7173.6
"ENSG00000142765","SYTL1","chr1",27668482,"+",5904.76
"ENSG00000142733","MAP3K6","chr1",27693337,"-",2242.16
"ENSG00000142748","FCN3","chr1",27701315,"-",273.48
"ENSG00000174950","CD164L2","chr1",27709805,"-",255.96
"ENSG00000181773","GPR3","chr1",27719147,"+",1678.24
"ENSG00000126705","AHDC1","chr1",27930143,"-",3418.96
"ENSG00000000938","FGR","chr1",27961727,"-",3235
"ENSG00000126709","IFI6","chr1",27998724,"-",6017.44
"ENSG00000009780","FAM76A","chr1",28052489,"+",4430.24
"ENSG00000117758","STX12","chr1",28099693,"+",7899.6
"ENSG00000117751","PPP1R8","chr1",28157251,"+",8652.16000000001
"ENSG00000130775","THEMIS2","chr1",28199054,"+",6707.68
"ENSG00000117748","RPA2","chr1",28241236,"-",4617.68
"ENSG00000130768","SMPDL3B","chr1",28261503,"+",1043.04
"ENSG00000158156","XKR8","chr1",28286503,"+",3653.8
"ENSG00000158161","EYA3","chr1",28415148,"-",9930.48
"ENSG00000169403","PTAFR","chr1",28520447,"-",293.72
"ENSG00000126698","DNAJC8","chr1",28559542,"-",5271
"ENSG00000130770","ATPIF1","chr1",28562601,"+",9720.92
"ENSG00000130766","SESN2","chr1",28585962,"+",5126.16
"ENSG00000130772","MED18","chr1",28655512,"+",5237.76
"ENSG00000204138","PHACTR4","chr1",28696092,"+",5787
"ENSG00000180198","RCC1","chr1",28832454,"+",9787.04
"ENSG00000180098","TRNAU1AP","chr1",28879528,"+",5456.44
"ENSG00000188060","RAB42","chr1",28918711,"+",1021.08
"ENSG00000120656","TAF12","chr1",28969604,"-",12380.92
"ENSG00000162419","GMEB1","chr1",28995239,"+",7441.16
"ENSG00000198492","YTHDF2","chr1",29063132,"+",6730.88
"ENSG00000116329","OPRD1","chr1",29138653,"+",311.6
"ENSG00000159023","EPB41","chr1",29213602,"+",3259.12
"ENSG00000253304","TMEM200B","chr1",29450421,"-",1441.92
"ENSG00000116350","SRSF4","chr1",29508637,"-",9594.76000000001
"ENSG00000116353","MECR","chr1",29557454,"-",6055.92
"ENSG00000060656","PTPRU","chr1",29563027,"+",1525.28
"ENSG00000162510","MATN1","chr1",31196432,"-",328.12
"ENSG00000162511","LAPTM5","chr1",31230683,"-",13776.68
"ENSG00000162512","SDC3","chr1",31381480,"-",889.28
"ENSG00000134644","PUM1","chr1",31538763,"-",7254.88
"ENSG00000084628","NKAIN1","chr1",31712734,"-",461.72
"ENSG00000060688","SNRNP40","chr1",31769644,"-",12474.48
"ENSG00000121766","ZCCHC17","chr1",31769841,"+",12548.96
"ENSG00000121769","FABP3","chr1",31845923,"-",1452.6
"ENSG00000168528","SERINC2","chr1",31882411,"+",383.36
"ENSG00000142910","TINAGL1","chr1",32042085,"+",306
"ENSG00000121764","HCRTR1","chr1",32083300,"+",541.32
"ENSG00000162517","PEF1","chr1",32110838,"-",10462.72
"ENSG00000084636","COL16A1","chr1",32169768,"-",1355.56
"ENSG00000121753","BAI2","chr1",32229648,"-",1277.44
"ENSG00000134668","SPOCD1","chr1",32281580,"-",450.88
"ENSG00000184007","PTP4A2","chr1",32403988,"-",8949.67999999999
"ENSG00000121774","KHDRBS1","chr1",32479294,"+",9698.2
"ENSG00000121775","TMEM39B","chr1",32538502,"+",4868.24
"ENSG00000025800","KPNA6","chr1",32573643,"+",7573.04
"ENSG00000084652","TXLNA","chr1",32645344,"+",7748.32
"ENSG00000160050","CCDC28B","chr1",32666201,"+",6746.16
"ENSG00000160051","IQCC","chr1",32671235,"+",3986.16
"ENSG00000222046","DCDC2B","chr1",32674694,"+",804.8
"ENSG00000084623","EIF3I","chr1",32687184,"+",8159.72
"ENSG00000160055","TMEM234","chr1",32687926,"-",8657.92
"ENSG00000183615","FAM167B","chr1",32712817,"+",847.4
"ENSG00000182866","LCK","chr1",32716839,"+",7470.96
"ENSG00000116478","HDAC1","chr1",32757707,"+",6050.84
"ENSG00000175130","MARCKSL1","chr1",32801840,"-",5101.6
"ENSG00000225828","FAM229A","chr1",32827844,"-",606.64
"ENSG00000162526","TSSK3","chr1",32827861,"+",581.04
"ENSG00000160058","BSDC1","chr1",32860062,"-",7412.88
"ENSG00000160062","ZBTB8A","chr1",32930657,"+",1093.64
"ENSG00000176261","ZBTB8OS","chr1",33116185,"-",10162.16
"ENSG00000162521","RBBP4","chr1",33116748,"+",10529.72
"ENSG00000162520","SYNC","chr1",33168361,"-",793.56
"ENSG00000162522","KIAA1522","chr1",33207511,"+",990.64
"ENSG00000116497","S100PBP","chr1",33283042,"+",13128.84
"ENSG00000134684","YARS","chr1",33283633,"-",12717.64
"ENSG00000160097","FNDC5","chr1",33338082,"-",854.36
"ENSG00000121905","HPCA","chr1",33352097,"+",301.04
"ENSG00000121900","TMEM54","chr1",33366953,"-",828.12
"ENSG00000116514","RNF19B","chr1",33430286,"-",6940.4
"ENSG00000004455","AK2","chr1",33502512,"-",7246.68
"ENSG00000142920","ADC","chr1",33546713,"+",2449.28
"ENSG00000116525","TRIM62","chr1",33647671,"-",3176.68
"ENSG00000160094","ZNF362","chr1",33722173,"+",4299.44
"ENSG00000184389","A3GALT2","chr1",33786699,"-",254.16
"ENSG00000134686","PHC2","chr1",33896216,"-",1901.96
"ENSG00000121903","ZSCAN20","chr1",33938231,"+",4132.04
"ENSG00000176256","HMGB4","chr1",34326075,"+",392.84
"ENSG00000121904","CSMD2","chr1",34630875,"-",872.8
"ENSG00000142698","C1orf94","chr1",34632623,"+",315.16
"ENSG00000189280","GJB5","chr1",35220647,"+",397
"ENSG00000189433","GJB4","chr1",35225341,"+",271.96
"ENSG00000188910","GJB3","chr1",35246789,"+",394.44
"ENSG00000187513","GJA4","chr1",35258170,"+",492.76
"ENSG00000163866","SMIM12","chr1",35325417,"-",7821.56
"ENSG00000116544","DLGAP3","chr1",35370984,"-",255.48
"ENSG00000243749","ZMYM6NB","chr1",35450948,"-",6661.96
"ENSG00000197056","ZMYM1","chr1",35544971,"+",2648
"ENSG00000116560","SFPQ","chr1",35658743,"-",8817.76
"ENSG00000146463","ZMYM4","chr1",35734567,"+",5840.72
"ENSG00000142687","KIAA0319L","chr1",36023037,"-",8688.52000000001
"ENSG00000020129","NCDN","chr1",36023392,"+",8277.16
"ENSG00000116819","TFAP2E","chr1",36038970,"+",562.44
