"Gene","name","chrom","locus","strand","hm.scores","p.vals","cor.p","sig"
"ENSG00000224051","GLTPD1","chr1",1260142,"+",242.8,0.697641209435162,0.713500304841078,FALSE
"ENSG00000169962","TAS1R3","chr1",1266725,"+",299.68,0.645489418042328,0.694486541658742,FALSE
"ENSG00000107404","DVL1","chr1",1284492,"-",245.72,0.69559721761113,0.712912683604761,FALSE
"ENSG00000162576","MXRA8","chr1",1297157,"-",700.48,0.229827080691677,0.60210535982141,FALSE
"ENSG00000175756","AURKAIP1","chr1",1310818,"-",271,0.675965296138815,0.704660454761201,FALSE
"ENSG00000224870","RP4-758J18.2","chr1",1334909,"+",539.08,0.341338634645461,0.676317606174507,FALSE
"ENSG00000242485","MRPL20","chr1",1342693,"-",384.8,0.522777908888364,0.677634966925832,FALSE
"ENSG00000235098","ANKRD65","chr1",1356824,"-",373.96,0.539077843688625,0.678010143412137,FALSE
"ENSG00000205116","TMEM88B","chr1",1361507,"+",520.32,0.357426570293719,0.676317606174507,FALSE
"ENSG00000215915","ATAD3C","chr1",1385068,"+",681.44,0.241075035699857,0.616344173757455,FALSE
"ENSG00000160072","ATAD3B","chr1",1407163,"+",458.52,0.421954312182751,0.676317606174507,FALSE
"ENSG00000197785","ATAD3A","chr1",1447522,"+",275.24,0.67184531261875,0.702316738887231,FALSE
"ENSG00000205090","TMEM240","chr1",1475740,"-",624.64,0.276042895828417,0.651234856487831,FALSE
"ENSG00000160075","SSU72","chr1",1510262,"-",352.8,0.571705713177147,0.680067104935904,FALSE
"ENSG00000228594","C1orf233","chr1",1535476,"-",903.72,0.134719461122156,0.444059685384468,FALSE
"ENSG00000197530","MIB2","chr1",1551689,"+",269.48,0.677293290826837,0.705143942908743,FALSE
"ENSG00000189409","MMP23B","chr1",1567559,"+",1049.72,0.0869556521773913,0.341712108633177,FALSE
"ENSG00000248333","CDK11B","chr1",1655775,"-",362.88,0.555917776328895,0.678807091477749,FALSE
"ENSG00000008128","CDK11A","chr1",1655791,"-",362.88,0.555917776328895,0.678807091477749,FALSE
"ENSG00000215790","SLC35E2","chr1",1677438,"-",423.44,0.466514133943464,0.676317606174507,FALSE
"ENSG00000008130","NADK","chr1",1711508,"-",230.28,0.704689181243275,0.717833579510449,FALSE
"ENSG00000078369","GNB1","chr1",1822526,"-",360.12,0.560125759496962,0.67887806610003,FALSE
"ENSG00000169885","CALML6","chr1",1846265,"+",870.72,0.147943408226367,0.470290795302199,FALSE
"ENSG00000178821","TMEM52","chr1",1850740,"-",975,0.109279562881748,0.392735839785224,FALSE
"ENSG00000187730","GABRD","chr1",1950767,"+",1467.72,0.0215479138083448,0.135152550934171,FALSE
"ENSG00000067606","PRKCZ","chr1",1981908,"+",908.56,0.132931468274127,0.440930244407602,FALSE
"ENSG00000162585","C1orf86","chr1",2126214,"-",244.72,0.69622521509914,0.713056049937931,FALSE
"ENSG00000157933","SKI","chr1",2160133,"+",515.6,0.361638553445786,0.676317606174507,FALSE
"ENSG00000116151","MORN1","chr1",2322993,"-",319.28,0.620417518329927,0.687561110726047,FALSE
"ENSG00000157916","RER1","chr1",2323213,"+",336.48,0.596033615865536,0.683425419231239,FALSE
"ENSG00000157911","PEX10","chr1",2344010,"-",391.96,0.511817952728189,0.676939332080966,FALSE
"ENSG00000149527","PLCH2","chr1",2407753,"+",320.44,0.618933524265903,0.687444356768793,FALSE
"ENSG00000157881","PANK4","chr1",2458035,"-",558.4,0.325254698981204,0.676317606174507,FALSE
"ENSG00000197921","HES5","chr1",2461684,"-",1965.2,0.00498398006407974,0.0579077191781848,TRUE
"ENSG00000157873","TNFRSF14","chr1",2487804,"+",246.24,0.695277218891124,0.712813101234603,FALSE
"ENSG00000157870","FAM213B","chr1",2517898,"+",404.6,0.49313802744789,0.676317606174507,FALSE
"ENSG00000215912","TTC34","chr1",2706230,"-",495.76,0.3812664749341,0.676317606174507,FALSE
"ENSG00000169717","ACTRT2","chr1",2938045,"+",477.48,0.4000263998944,0.676317606174507,FALSE
"ENSG00000130762","ARHGEF16","chr1",3371146,"+",1114.32,0.07062771748913,0.296917601088378,FALSE
"ENSG00000162591","MEGF6","chr1",3528059,"-",1639.64,0.0122039511841953,0.0927097451153149,TRUE
"ENSG00000158109","TPRG1L","chr1",3541555,"+",536.36,0.343570625717497,0.676317606174507,FALSE
"ENSG00000116213","WRAP73","chr1",3566671,"-",510.24,0.366946532213871,0.676317606174507,FALSE
"ENSG00000078900","TP73","chr1",3569128,"+",412.8,0.481162075351699,0.676317606174507,FALSE
"ENSG00000162592","CCDC27","chr1",3668964,"+",642.28,0.264758940964236,0.640351353981272,FALSE
"ENSG00000235169","SMIM1","chr1",3689333,"+",824.48,0.16811532753869,0.507114475659053,FALSE
"ENSG00000130764","LRRC47","chr1",3713068,"-",302.28,0.642405430378278,0.693598731829888,FALSE
"ENSG00000116198","CEP104","chr1",3773797,"-",321.68,0.617341530633877,0.686780399488887,FALSE
"ENSG00000169598","DFFB","chr1",3773844,"+",342.4,0.587257650969396,0.681923933795953,FALSE
"ENSG00000196581","AJAP1","chr1",4715104,"+",1234.76,0.0477838088647645,0.232394243546841,FALSE
"ENSG00000069424","KCNAB2","chr1",6052357,"+",267.4,0.679181283274867,0.706066377425382,FALSE
"ENSG00000116254","CHD5","chr1",6240194,"-",1455,0.0224919100323599,0.138603596632644,FALSE
"ENSG00000116251","RPL22","chr1",6259679,"-",529.76,0.348954604181583,0.676317606174507,FALSE
"ENSG00000158286","RNF207","chr1",6266188,"+",362.24,0.557113771544914,0.67887806610003,FALSE
"ENSG00000116237","ICMT","chr1",6296044,"-",408.04,0.488030047879808,0.676317606174507,FALSE
"ENSG00000173673","HES3","chr1",6304251,"+",1834.12,0.0069439722241111,0.0679668731706752,TRUE
"ENSG00000158292","GPR153","chr1",6321035,"-",993.84,0.103175587297651,0.379822059141126,FALSE
"ENSG00000097021","ACOT7","chr1",6453826,"-",177.68,0.724193103227587,0.728005286220441,FALSE
"ENSG00000069812","HES2","chr1",6479979,"-",2268.04,0.00276398894404422,0.0535960982943485,TRUE
"ENSG00000187017","ESPN","chr1",6484847,"+",2635.56,0.00151199395202419,0.0535960982943485,TRUE
"ENSG00000215788","TNFRSF25","chr1",6526255,"-",1124.36,0.0685037259850961,0.291399573563042,FALSE
"ENSG00000171680","PLEKHG5","chr1",6580121,"-",296,0.649917400330399,0.695679034428078,FALSE
"ENSG00000162408","NOL9","chr1",6614658,"-",345.24,0.583229667081332,0.681154729146202,FALSE
"ENSG00000173662","TAS1R1","chr1",6615337,"+",310.16,0.632801468794125,0.690542198560689,FALSE
"ENSG00000204859","ZBTB48","chr1",6640055,"+",463,0.416754332982668,0.676317606174507,FALSE
"ENSG00000162413","KLHL21","chr1",6662929,"-",502.96,0.374054503781985,0.676317606174507,FALSE
"ENSG00000116273","PHF13","chr1",6673755,"+",323,0.615477538089848,0.686555366040522,FALSE
"ENSG00000041988","THAP3","chr1",6684924,"+",360.32,0.559849760600958,0.67887806610003,FALSE
"ENSG00000007923","DNAJC11","chr1",6761966,"-",270.88,0.676109295562818,0.704713587090844,FALSE
"ENSG00000171735","CAMTA1","chr1",6845383,"+",426.6,0.462374150503398,0.676317606174507,FALSE
"ENSG00000049245","VAMP3","chr1",7831328,"+",720.2,0.218667125331499,0.586740443471709,FALSE
"ENSG00000049246","PER3","chr1",7844379,"+",533.72,0.345782616869533,0.676317606174507,FALSE
"ENSG00000049247","UTS2","chr1",7973294,"-",898.32,0.136751452994188,0.448697739480656,FALSE
"ENSG00000049249","TNFRSF9","chr1",8003225,"-",1984,0.00482398070407718,0.057691723929973,TRUE
"ENSG00000116288","PARK7","chr1",8021713,"+",432.64,0.454034183863265,0.676317606174507,FALSE
"ENSG00000116285","ERRFI1","chr1",8086393,"-",2006.56,0.00453598185607258,0.0559675514722599,TRUE
"ENSG00000162426","SLC45A1","chr1",8384389,"+",706.36,0.226463094147623,0.597815266730405,FALSE
"ENSG00000142599","RERE","chr1",8877699,"-",391.2,0.512921948312207,0.676939332080966,FALSE
"ENSG00000074800","ENO1","chr1",8939151,"-",509.8,0.367282530869877,0.676317606174507,FALSE
"ENSG00000131686","CA6","chr1",9005892,"+",645.32,0.262686949252203,0.638177483560197,FALSE
"ENSG00000197241","SLC2A7","chr1",9086404,"-",640.24,0.26622293510826,0.642307026365069,FALSE
"ENSG00000142583","SLC2A5","chr1",9129887,"-",480.96,0.396470414118344,0.676317606174507,FALSE
"ENSG00000180758","GPR157","chr1",9189229,"-",424.56,0.465058139767441,0.676317606174507,FALSE
"ENSG00000049239","H6PD","chr1",9294862,"+",478.8,0.398654405382378,0.676317606174507,FALSE
"ENSG00000171621","SPSB1","chr1",9352940,"+",1490.32,0.0199839200643197,0.128255755836469,FALSE
"ENSG00000171612","SLC25A33","chr1",9599527,"+",312.56,0.629521481914072,0.689553951685969,FALSE
"ENSG00000188807","TMEM201","chr1",9648931,"+",280.08,0.667093331626674,0.700537755705535,FALSE
"ENSG00000171608","PIK3CD","chr1",9711789,"+",347.08,0.58064967740129,0.680608080251543,FALSE
"ENSG00000179840","C1orf200","chr1",9714644,"-",372.08,0.542013831944672,0.678010143412137,FALSE
"ENSG00000171603","CLSTN1","chr1",9884550,"-",806.92,0.175967296130815,0.519673763462131,FALSE
"ENSG00000178585","CTNNBIP1","chr1",9970316,"-",399.2,0.500885996456014,0.676317606174507,FALSE
"ENSG00000162441","LZIC","chr1",10003427,"-",333.28,0.60061359754561,0.684025801899584,FALSE
"ENSG00000173614","NMNAT1","chr1",10003485,"+",355.2,0.56811772752909,0.679571194839804,FALSE
"ENSG00000054523","KIF1B","chr1",10270763,"+",547.36,0.334694661221355,0.676317606174507,FALSE
"ENSG00000142657","PGD","chr1",10459084,"+",346.2,0.581829672681309,0.680608080251543,FALSE
"ENSG00000175279","APITD1","chr1",10490158,"+",428.12,0.460298158807365,0.676317606174507,FALSE
"ENSG00000251503","APITD1-CORT","chr1",10490803,"+",445.4,0.437534249863001,0.676317606174507,FALSE
"ENSG00000241563","CORT","chr1",10509775,"+",233.92,0.702833188667245,0.716670797616724,FALSE
"ENSG00000160049","DFFA","chr1",10532613,"-",281.2,0.666001335994656,0.700254358233153,FALSE
"ENSG00000142655","PEX14","chr1",10535002,"+",347,0.580749677001292,0.680608080251543,FALSE
"ENSG00000130940","CASZ1","chr1",10856733,"-",1669.16,0.011063955744177,0.0873390807228328,TRUE
"ENSG00000175262","C1orf127","chr1",11042094,"-",436.24,0.449546201815193,0.676317606174507,FALSE
"ENSG00000120948","TARDBP","chr1",11072678,"+",509.12,0.367958528165887,0.676317606174507,FALSE
"ENSG00000009724","MASP2","chr1",11107296,"-",305.04,0.638713445146219,0.692447460672774,FALSE
"ENSG00000116649","SRM","chr1",11120091,"-",319.4,0.620249519001924,0.687544715055177,FALSE
"ENSG00000171824","EXOSC10","chr1",11159938,"-",332.08,0.60250958996164,0.684481620387927,FALSE
"ENSG00000171819","ANGPTL7","chr1",11249345,"+",271.16,0.675825296698813,0.704596346906749,FALSE
"ENSG00000198793","MTOR","chr1",11322608,"-",289.32,0.657101371594514,0.697455798078844,FALSE
"ENSG00000120942","UBIAD1","chr1",11333254,"+",340.6,0.590069639721441,0.682484147211233,FALSE
"ENSG00000204624","PTCHD2","chr1",11539294,"+",1637.08,0.0123039507841969,0.092910018603828,TRUE
"ENSG00000132879","FBXO44","chr1",11714431,"+",688.48,0.23685105259579,0.611053930029753,FALSE
"ENSG00000116661","FBXO2","chr1",11714888,"-",619.64,0.279458882164471,0.654629703733825,FALSE
"ENSG00000116663","FBXO6","chr1",11724149,"+",288.6,0.65814136743453,0.697455798078844,FALSE
"ENSG00000116670","MAD2L2","chr1",11751678,"-",2173.96,0.00328798684805261,0.0537171352574036,TRUE
"ENSG00000162490","DRAXIN","chr1",11751780,"+",2260.52,0.00279198883204467,0.0535960982943485,TRUE
"ENSG00000177674","AGTRAP","chr1",11796141,"+",639.48,0.266782932868269,0.642687552706579,FALSE
"ENSG00000011021","CLCN6","chr1",11866152,"+",340.08,0.591001635993456,0.682592414067643,FALSE
"ENSG00000177000","MTHFR","chr1",11866160,"-",335.88,0.59685761256955,0.683596633228626,FALSE
"ENSG00000175206","NPPA","chr1",11907840,"-",338.04,0.593873624505502,0.683179438198327,FALSE
"ENSG00000120937","NPPB","chr1",11918992,"-",1780.12,0.00805996776012896,0.0729256457974168,TRUE
"ENSG00000116685","KIAA2013","chr1",11986485,"-",328.52,0.607445570217719,0.684940667775017,FALSE
"ENSG00000083444","PLOD1","chr1",11994723,"+",269.68,0.677141291434834,0.705143942908743,FALSE
"ENSG00000116688","MFN2","chr1",12040237,"+",375.88,0.536113855544578,0.678010143412137,FALSE
"ENSG00000116691","MIIP","chr1",12079298,"+",218.4,0.71061715753137,0.720181550821248,FALSE
"ENSG00000120949","TNFRSF8","chr1",12123433,"+",387.36,0.518681925272299,0.677227222446549,FALSE
"ENSG00000028137","TNFRSF1B","chr1",12227059,"+",395.52,0.506317974728101,0.676317606174507,FALSE
"ENSG00000204518","AADACL4","chr1",12704565,"+",824.56,0.168075327698689,0.50707902647381,FALSE
"ENSG00000188984","AADACL3","chr1",12776117,"+",1136.96,0.0657277370890516,0.284513771035825,FALSE
"ENSG00000116726","PRAMEF12","chr1",12834983,"+",1166.08,0.0596157615369539,0.266607507561001,FALSE
"ENSG00000116721","PRAMEF1","chr1",12851545,"+",1025.76,0.0934556261774953,0.357016800492066,FALSE
"ENSG00000179172","HNRNPCL1","chr1",12908578,"-",1179.16,0.0573237707049172,0.260463379305683,FALSE
"ENSG00000120952","PRAMEF2","chr1",12916940,"+",848.44,0.157543369826521,0.488185919515946,FALSE
"ENSG00000243073","PRAMEF4","chr1",12946025,"-",807.44,0.175731297074812,0.519353393775098,FALSE
"ENSG00000187545","PRAMEF10","chr1",12958094,"-",513.16,0.363982544069824,0.676317606174507,FALSE
"ENSG00000232423","PRAMEF6","chr1",13007406,"-",613.48,0.283690865236539,0.657950222462676,FALSE
"ENSG00000182330","PRAMEF8","chr1",13390765,"-",732.12,0.212671149315403,0.579398968183456,FALSE
"ENSG00000204501","PRAMEF9","chr1",13421175,"+",664.28,0.251478994084024,0.627334550139287,FALSE
"ENSG00000277853","PRAMEF19","chr1",13698405,"-",476.76,0.400838396646413,0.676317606174507,FALSE
"ENSG00000204479","PRAMEF17","chr1",13716087,"+",334.48,0.598921604313583,0.683987432715794,FALSE
"ENSG00000204478","PRAMEF20","chr1",13736906,"+",444.92,0.438166247335011,0.676317606174507,FALSE
"ENSG00000162494","LRRC38","chr1",13840242,"-",1491,0.0199119203523186,0.127885109926465,FALSE
"ENSG00000162493","PDPN","chr1",13910251,"+",2001.88,0.00459198163207347,0.0562666636705467,TRUE
"ENSG00000116731","PRDM2","chr1",14026734,"+",343.32,0.585977656089376,0.681760639345413,FALSE
"ENSG00000189337","KAZN","chr1",14925212,"+",1887.64,0.00610397558409766,0.0642874177041304,TRUE
"ENSG00000171729","TMEM51","chr1",15479027,"+",2245.2,0.00287198851204595,0.0535960982943485,TRUE
"ENSG00000142621","FHAD1","chr1",15573767,"+",688.84,0.236631053475786,0.610966487262735,FALSE
"ENSG00000142634","EFHD2","chr1",15736390,"+",1083.36,0.0780876876492494,0.319451249086526,FALSE
"ENSG00000162438","CTRC","chr1",15764937,"+",567.24,0.318082727669089,0.676317606174507,FALSE
"ENSG00000142615","CELA2A","chr1",15783222,"+",664.6,0.25124699501202,0.62701721221476,FALSE
"ENSG00000215704","CELA2B","chr1",15802595,"+",868.08,0.149127403490386,0.472778569419009,FALSE
"ENSG00000132906","CASP9","chr1",15851285,"-",357.48,0.564229743081028,0.679390245784189,FALSE
"ENSG00000116138","DNAJC16","chr1",15853351,"+",357.28,0.564589741641033,0.679390245784189,FALSE
"ENSG00000116771","AGMAT","chr1",15911605,"-",548.92,0.333286666853333,0.676317606174507,FALSE
"ENSG00000197312","DDI2","chr1",15943952,"+",514.44,0.362710549157803,0.676317606174507,FALSE
"ENSG00000215695","RSC1A1","chr1",15986363,"+",439,0.445886216455134,0.676317606174507,FALSE
"ENSG00000116786","PLEKHM2","chr1",16010826,"+",403,0.495402018391926,0.676317606174507,FALSE
"ENSG00000162461","SLC25A34","chr1",16062808,"+",119.16,0.733377066491734,0.73554876078853,FALSE
"ENSG00000162460","TMEM82","chr1",16068986,"+",255.48,0.688921244315023,0.709371588577659,FALSE
"ENSG00000162458","FBLIM1","chr1",16083153,"+",1861.56,0.00647197411210355,0.0654157698684521,TRUE
"ENSG00000065526","SPEN","chr1",16174358,"+",337.88,0.594085623657505,0.683179438198327,FALSE
"ENSG00000116809","ZBTB17","chr1",16302627,"-",364.84,0.553013787944848,0.678574999946688,FALSE
"ENSG00000183888","C1orf64","chr1",16330730,"+",495.72,0.381302474790101,0.676317606174507,FALSE
"ENSG00000173641","HSPB7","chr1",16346089,"-",1430.84,0.024439902240391,0.145826682894664,FALSE
"ENSG00000186510","CLCNKA","chr1",16348485,"+",1704.36,0.00997996008015968,0.0821366027093179,TRUE
"ENSG00000184908","CLCNKB","chr1",16355620,"+",943.28,0.120375518497926,0.416019239869143,FALSE
"ENSG00000185519","FAM131C","chr1",16400127,"-",1599.8,0.0138679445282219,0.100449889446913,FALSE
"ENSG00000142627","EPHA2","chr1",16482582,"-",1469.76,0.0214319142723429,0.134566034663458,FALSE
"ENSG00000142632","ARHGEF19","chr1",16539104,"-",1002,0.100567597729609,0.374075620978909,FALSE
"ENSG00000132881","RSG1","chr1",16563659,"-",426.44,0.462570149719401,0.676317606174507,FALSE
"ENSG00000037637","FBXO42","chr1",16678948,"-",430.6,0.45690217239131,0.676317606174507,FALSE
"ENSG00000055070","SZRD1","chr1",16693524,"+",274,0.672973308106768,0.70286844731141,FALSE
"ENSG00000187144","SPATA21","chr1",16763919,"-",335.24,0.597685609257563,0.683901986982567,FALSE
"ENSG00000157191","NECAP2","chr1",16767166,"+",365.32,0.552405790376838,0.678574999946688,FALSE
"ENSG00000219481","NBPF1","chr1",16940100,"-",8182.28,0.000343998624005504,0.0535960982943485,TRUE
"ENSG00000058453","CROCC","chr1",17248444,"+",831.04,0.165195339218643,0.502127521459437,FALSE
"ENSG00000117122","MFAP2","chr1",17308081,"-",1502.24,0.0192279230883076,0.124426981744128,FALSE
"ENSG00000159363","ATP13A2","chr1",17338423,"-",533.52,0.345962616149535,0.676317606174507,FALSE
"ENSG00000117118","SDHB","chr1",17380665,"-",518.44,0.359042563829745,0.676317606174507,FALSE
"ENSG00000117115","PADI2","chr1",17445948,"-",1964.96,0.00498398006407974,0.0579077191781848,TRUE
"ENSG00000142623","PADI1","chr1",17531620,"+",749.24,0.203951184195263,0.56761669883553,FALSE
"ENSG00000142619","PADI3","chr1",17575592,"+",944.12,0.120043519825921,0.415522796836695,FALSE
"ENSG00000159339","PADI4","chr1",17634689,"+",1411.76,0.0260518957924168,0.152133240523642,FALSE
"ENSG00000179051","RCC2","chr1",17766250,"-",547.16,0.334854660581358,0.676317606174507,FALSE
"ENSG00000074964","ARHGEF10L","chr1",17866329,"+",1729,0.00934796260814957,0.0794799848236747,TRUE
"ENSG00000117148","ACTL8","chr1",18081807,"+",351.8,0.573253706985172,0.680067104935904,FALSE
"ENSG00000117154","IGSF21","chr1",18434239,"+",1812.4,0.00739197043211827,0.069949004336824,TRUE
"ENSG00000179023","KLHDC7A","chr1",18807423,"+",1166.2,0.0595957616169535,0.266584479637661,FALSE
"ENSG00000009709","PAX7","chr1",18957499,"+",2063.76,0.00405198379206483,0.0545365017942468,TRUE
"ENSG00000179002","TAS1R2","chr1",19186155,"-",995.96,0.102435590257639,0.37851405531389,FALSE
"ENSG00000159423","ALDH4A1","chr1",19229293,"-",364.76,0.55312178751285,0.678574999946688,FALSE
"ENSG00000169991","IFFO2","chr1",19282826,"-",677.92,0.243179027283891,0.618498468215759,FALSE
"ENSG00000127481","UBR4","chr1",19536746,"-",345.64,0.582657669369323,0.680765934837849,FALSE
"ENSG00000127463","EMC1","chr1",19578053,"-",449.28,0.432850268598926,0.676317606174507,FALSE
"ENSG00000053372","MRTO4","chr1",19578074,"+",452.24,0.429226283094868,0.676317606174507,FALSE
"ENSG00000211454","AKR7L","chr1",19600568,"-",533.04,0.346382614469542,0.676317606174507,FALSE
"ENSG00000162482","AKR7A3","chr1",19615280,"-",870.16,0.148183407266371,0.470553749131191,FALSE
"ENSG00000053371","AKR7A2","chr1",19638640,"-",454.4,0.426682293270827,0.676317606174507,FALSE
"ENSG00000040487","PQLC2","chr1",19638739,"+",443.16,0.440570237719049,0.676317606174507,FALSE
"ENSG00000077549","CAPZB","chr1",19812066,"-",351.08,0.574309702761189,0.680067104935904,FALSE
"ENSG00000173436","MINOS1","chr1",19923470,"+",473.96,0.40373438506246,0.676317606174507,FALSE
"ENSG00000158747","NBL1","chr1",19969722,"+",2004.52,0.00455198179207283,0.0559675514722599,TRUE
"ENSG00000158748","HTR6","chr1",19991779,"+",1620.76,0.0129719481122076,0.0962229093232387,TRUE
"ENSG00000162542","TMCO4","chr1",20126758,"-",460.48,0.419602321590714,0.676317606174507,FALSE
"ENSG00000178828","RNF186","chr1",20141771,"-",797.72,0.180383278466886,0.527715161629575,FALSE
"ENSG00000169914","OTUD3","chr1",20208887,"+",554.64,0.328478686085256,0.676317606174507,FALSE
"ENSG00000188784","PLA2G2E","chr1",20250110,"-",612.48,0.284478862084552,0.658841446688142,FALSE
"ENSG00000188257","PLA2G2A","chr1",20306932,"-",1462.32,0.0219839120643517,0.136504048933649,FALSE
"ENSG00000127472","PLA2G5","chr1",20396700,"+",959.28,0.114603541585834,0.40468487801565,FALSE
"ENSG00000117215","PLA2G2D","chr1",20446059,"-",512.8,0.364310542757829,0.676317606174507,FALSE
"ENSG00000158786","PLA2G2F","chr1",20465822,"+",895.88,0.137807448770205,0.450818578232786,FALSE
"ENSG00000187980","PLA2G2C","chr1",20501687,"-",971.52,0.110511557953768,0.395966662041535,FALSE
"ENSG00000162543","UBXN10","chr1",20512577,"+",1548.16,0.0164199343202627,0.111900475008115,FALSE
"ENSG00000158816","VWA5B1","chr1",20617411,"+",2122.56,0.00360398558405766,0.053867249478625,TRUE
"ENSG00000162545","CAMK2N1","chr1",20812728,"-",2089.72,0.00383198467206131,0.0540902676856219,TRUE
"ENSG00000090432","MUL1","chr1",20834674,"-",477.6,0.399890400438398,0.676317606174507,FALSE
"ENSG00000183114","FAM43B","chr1",20878931,"+",1871.12,0.00633597465610138,0.0649223529745927,TRUE
"ENSG00000158825","CDA","chr1",20915443,"+",1983.8,0.00482398070407718,0.057691723929973,TRUE
"ENSG00000158828","PINK1","chr1",20959947,"+",872.88,0.147055411778353,0.468962816989379,FALSE
"ENSG00000244038","DDOST","chr1",20988037,"-",428.2,0.460206159175363,0.676317606174507,FALSE
"ENSG00000117245","KIF17","chr1",21044317,"-",1483.24,0.0205159179363283,0.130688872560337,FALSE
"ENSG00000189410","SH2D5","chr1",21059133,"-",1497.88,0.0194599221603114,0.125521043011049,FALSE
"ENSG00000127483","HP1BP3","chr1",21113799,"-",377.4,0.533937864248543,0.678010143412137,FALSE
"ENSG00000075151","EIF4G3","chr1",21503381,"-",497.12,0.379742481030076,0.676317606174507,FALSE
"ENSG00000117298","ECE1","chr1",21672034,"-",1534.08,0.017247931008276,0.115367306128541,FALSE
"ENSG00000142794","NBPF3","chr1",21766582,"+",1716.92,0.00965996136015456,0.0808961754841994,TRUE
"ENSG00000162551","ALPL","chr1",21835857,"+",2327.12,0.00253998984004064,0.0535960982943485,TRUE
"ENSG00000076864","RAP1GAP","chr1",21995856,"-",1910.88,0.00572797708809165,0.0626586939112329,TRUE
"ENSG00000090686","USP48","chr1",22109688,"-",437.44,0.447822208711165,0.676317606174507,FALSE
"ENSG00000187942","LDLRAD2","chr1",22138757,"+",664.16,0.251558993764025,0.627359752300363,FALSE
"ENSG00000142798","HSPG2","chr1",22263750,"-",1611.88,0.0133399466402134,0.0979809255885726,TRUE
"ENSG00000219073","CELA3B","chr1",22303417,"+",873.12,0.146947412210351,0.468752702814349,FALSE
"ENSG00000142789","CELA3A","chr1",22328148,"+",976.76,0.10873156507374,0.391492966719669,FALSE
"ENSG00000070831","CDC42","chr1",22379119,"+",340.44,0.590273638905444,0.682484147211233,FALSE
"ENSG00000162552","WNT4","chr1",22470385,"-",2363.48,0.00240799036803853,0.0535960982943485,TRUE
"ENSG00000184677","ZBTB40","chr1",22778343,"+",542.16,0.338882644469422,0.676317606174507,FALSE
"ENSG00000070886","EPHA8","chr1",22890003,"+",1571.56,0.0152679389282443,0.10682514218172,FALSE
"ENSG00000173372","C1QA","chr1",22963117,"+",888.08,0.140995436018256,0.45767728064301,FALSE
"ENSG00000159189","C1QC","chr1",22970117,"+",798.32,0.180079279682881,0.527341459965318,FALSE
"ENSG00000173369","C1QB","chr1",22979681,"+",1206.12,0.0525957896168415,0.246983736103769,FALSE
"ENSG00000133216","EPHB2","chr1",23037330,"+",1538.08,0.0169839320642717,0.114272325519394,FALSE
"ENSG00000227868","C1orf234","chr1",23342343,"-",458.56,0.42188231247075,0.676317606174507,FALSE
